stem,has_gt,n_spur,spur_area,fp_px,ref_fp_inst,ref_fp_px
3001371,1,0,0,149,0,149
3001372,1,4,557,5463,4,5463
3001373,1,5,1319,10586,5,10586
3001374,1,9,833,14499,9,14499
3001375,1,8,550,9965,8,9965
3001376,1,2,197,3954,2,3954
3001377,1,2,79,6553,2,6553
3001378,1,4,1767,11384,4,11384
3001379,1,5,977,11726,5,11726
300138,1,1,36,2643,1,2643
3001380,1,8,1309,10093,8,10093
3001381,1,1,446,5348,1,5348
3001382,1,0,0,337,0,337
3001383,1,1,155,5149,1,5149
3001384,1,1,28,8555,1,8555
3001385,1,1,27,2539,1,2539
3001386,1,4,935,5562,4,5562
3001387,1,5,1318,9098,5,9098
3001388,1,3,521,9550,3,9550
3001389,1,8,14679,20207,8,20207
300139,1,1,90,4314,1,4314
3001390,1,6,3321,5636,6,5636
3001391,1,2,786,2529,2,2529
3001392,1,1,73,2802,1,2802
3001393,1,3,255,4627,3,4627
3001394,1,8,914,9491,8,9491
3001395,1,7,970,9785,7,9785
3001396,1,7,1188,10294,7,10294
3001397,1,5,1267,9053,5,9053
3001398,1,7,782,11168,7,11168
3001399,1,3,589,10293,3,10293
30014,1,3,794,2801,3,2801
300140,1,2,53655,54275,2,54275
3001400,1,6,2909,5916,6,5916
3001401,1,4,854,8559,4,8559
3001402,1,5,1350,11061,5,11061
3001403,1,1,218,4131,1,4131
3001404,0,0,0,0,0,0
3001405,1,5,407,8824,5,8824
3001406,1,4,658,8791,4,8791
3001407,1,0,0,2153,0,2153
3001408,1,5,1718,4149,5,4149
3001409,1,6,568,7125,6,7125
300141,1,0,0,0,0,0
3001410,1,9,712,8119,9,8119
3001411,1,5,169,4705,5,4705
3001412,1,1,68,4284,1,4284
3001413,1,3,107,6678,3,6678
3001414,1,1,116,6054,1,6054
3001415,1,0,0,6990,0,6990
3001416,1,4,1071,7610,4,7610
3001417,1,4,992,6771,4,6771
3001418,1,4,1315,10344,4,10344
3001419,1,9,1603,10172,9,10172
300142,0,0,0,0,0,0
3001420,1,7,493,9651,7,9651
3001421,1,5,686,8207,5,8207
3001422,1,7,2676,5722,7,5722
3001423,1,3,382,8035,3,8035
3001424,1,2,34,7585,2,7585
3001425,1,0,0,1472,0,1472
3001426,1,1,29,503,1,503
3001427,1,4,449,6703,4,6703
3001428,1,3,465,10155,3,10155
3001429,1,0,0,763,0,763
300143,0,0,0,0,0,0
3001430,1,5,711,5713,5,5713
3001431,1,2,155,3730,2,3730
3001432,1,4,360,7550,4,7550
3001433,1,7,1102,8270,7,8270
3001434,1,5,1387,8487,5,8487
3001435,1,5,662,5544,5,5544
3001436,1,5,639,9424,5,9424
3001437,1,4,910,11478,4,11478
3001438,1,3,403,8561,3,8561
3001439,1,1,22,2444,1,2444
300144,1,0,0,142,0,142
3001440,1,6,1015,8638,6,8638
3001441,1,7,1544,11674,7,11674
3001442,1,5,1730,12404,5,12404
3001443,1,1,898,9559,1,9559
3001444,1,3,163,6554,3,6554
3001445,1,7,426,8100,7,8100
3001446,1,2,63,5635,2,5635
3001447,0,0,0,0,0,0
3001448,1,4,720,5289,4,5289
3001449,1,3,1048,8739,3,8739
300145,0,0,0,0,0,0
3001450,1,3,230,6121,3,6121
3001451,1,0,0,541,0,541
3001452,1,5,641,5980,5,5980
3001453,1,2,653,5708,2,5708
3001454,1,0,0,7927,0,7927
3001455,1,5,868,8686,5,8686
3001456,1,5,583,4947,5,4947
3001457,1,2,280,4496,2,4496
3001458,1,1,20,6081,1,6081
3001459,1,6,811,10862,6,10862
300146,1,5,2266,2460,5,2460
3001460,1,4,1085,7369,4,7369
3001461,1,1,226,564,1,564
3001462,1,5,194,5059,5,5059
3001463,1,8,2205,10709,8,10709
3001464,1,5,2033,9051,5,9051
3001465,1,8,646,7672,8,7672
3001466,1,3,298,8123,3,8123
3001467,1,3,394,5334,3,5334
3001468,1,1,343,2922,1,2922
3001469,1,0,0,296,0,296
300147,1,13,5709,6658,13,6658
3001470,1,1,21,2877,1,2877
3001471,1,0,0,930,0,930
3001472,0,0,0,0,0,0
3001473,0,0,0,0,0,0
3001474,1,3,368,8894,3,8894
3001475,1,3,964,7285,3,7285
3001476,1,0,0,1307,0,1307
3001477,1,1,225,3159,1,3159
3001478,1,2,314,8481,2,8481
3001479,1,4,593,6437,4,6437
300148,1,4,374,3813,4,3813
3001480,1,4,408,8129,4,8129
3001481,1,7,853,10676,7,10676
3001482,1,6,338,12057,6,12057
3001483,1,4,1253,7905,4,7905
3001484,1,3,155,6438,3,6438
3001485,1,2,75,7755,2,7755
3001486,1,3,245,6863,3,6863
3001487,1,4,574,7822,4,7822
3001488,1,3,339,6915,3,6915
3001489,1,1,331,973,1,973
300149,1,1,175,5411,1,5411
3001490,1,0,0,1274,0,1274
3001491,0,0,0,0,0,0
3001492,0,0,0,0,0,0
3001493,0,0,0,0,0,0
3001494,0,0,0,0,0,0
3001495,0,0,0,0,0,0
3001496,1,4,449,11722,4,11722
3001497,1,2,74,4891,2,4891
3001498,0,0,0,0,0,0
3001499,1,0,0,2,0,2
30015,1,1,227,2238,1,2238
300150,1,6,1674,7566,6,7566
3001500,1,0,0,1859,0,1859
3001501,1,1,179,1925,1,1925
3001502,1,1,105,4251,1,4251
3001503,1,5,615,8580,5,8580
3001504,1,5,146,11873,5,11873
3001505,1,7,1145,9742,7,9742
3001506,1,8,1420,10827,8,10827
3001507,1,4,550,8261,4,8261
3001508,1,1,193,7823,1,7823
3001509,1,2,319,6591,2,6591
300151,1,3,1053,7159,3,7159
3001510,1,0,0,2702,0,2702
3001511,1,0,0,0,0,0
3001512,0,0,0,0,0,0
3001513,0,0,0,0,0,0
3001514,0,0,0,0,0,0
3001515,0,0,0,0,0,0
3001516,0,0,0,0,0,0
3001517,0,0,0,0,0,0
3001518,1,0,0,4782,0,4782
3001519,1,0,0,1557,0,1557
300152,1,2,185,5839,2,5839
3001520,0,0,0,0,0,0
3001521,1,0,0,0,0,0
3001522,1,0,0,0,0,0
3001523,0,0,0,0,0,0
3001524,0,1,64,64,1,64
3001525,1,3,62,1752,3,1752
3001526,1,6,553,6598,6,6598
3001527,1,4,262,4601,4,4601
3001528,1,3,527,7439,3,7439
3001529,1,3,924,7438,3,7438
300153,1,0,0,3201,0,3201
3001530,1,2,56,3004,2,3004
3001531,1,0,0,316,0,316
3001532,0,0,0,0,0,0
3001533,0,0,0,0,0,0
3001534,0,0,0,0,0,0
3001535,0,0,0,0,0,0
3001536,0,0,0,0,0,0
3001537,0,0,0,0,0,0
3001538,0,0,0,0,0,0
3001539,0,0,0,0,0,0
300154,1,6,1540,4218,6,4218
300155,1,3,1851,3686,3,3686
300156,1,32,49478,54817,32,54817
300157,0,18,65226,65228,18,65228
300158,1,7,2886,3209,7,3209
300159,1,3,1152,2727,3,2727
30016,1,7,1022,6626,7,6626
300160,1,7,2323,6327,7,6327
300161,1,6,842,3731,6,3731
300162,1,2,16308,17451,2,17451
300163,1,0,0,548,0,548
300164,1,0,0,522,0,522
300165,0,0,0,0,0,0
300166,0,0,0,0,0,0
300167,0,0,0,0,0,0
300168,0,0,0,0,0,0
300169,1,2,1894,3684,2,3684
30017,1,2,1137,14655,2,14655
300170,1,1,34,5151,1,5151
300171,1,2,283,7001,2,7001
300172,1,3,179,9275,3,9275
300173,1,2,7375,13578,2,13578
300174,1,6,962,5329,6,5329
300175,1,4,1315,3552,4,3552
300176,1,4,443,4247,4,4247
300177,1,3,1443,4971,3,4971
300178,1,8,16844,17736,8,17736
300179,1,7,3595,4562,7,4562
30018,1,0,0,1287,0,1287
300180,1,9,32699,33807,9,33807
300181,1,4,3803,8627,4,8627
300182,1,0,0,6276,0,6276
300183,1,0,0,567,0,567
300184,0,0,0,0,0,0
300185,0,0,0,0,0,0
300186,1,0,0,43,0,43
300187,1,0,0,37,0,37
300188,0,0,0,0,0,0
300189,0,0,0,0,0,0
30019,0,0,0,0,0,0
300190,0,0,0,0,0,0
300191,1,0,0,255,0,255
300192,1,4,1202,5944,4,5944
300193,1,4,605,6978,4,6978
300194,1,3,769,5510,3,5510
300195,1,4,317,3860,4,3860
300196,1,3,762,9709,3,9709
300197,1,1,76,3141,1,3141
300198,1,1,32,3176,1,3176
300199,1,2,321,3810,2,3810
3002,0,0,0,0,0,0
30020,1,0,0,2868,0,2868
300200,1,1,682,3190,1,3190
300201,1,5,180,5563,5,5563
300202,1,6,1847,5103,6,5103
300203,1,2,68,7096,2,7096
300204,1,0,0,12726,0,12726
300205,1,0,0,310,0,310
300206,0,0,0,0,0,0
300207,0,0,0,0,0,0
300208,0,0,0,0,0,0
300209,0,0,0,0,0,0
30021,1,1,132,2416,1,2416
300210,1,0,0,461,0,461
300211,1,0,0,631,0,631
300212,1,4,265,2276,4,2276
300213,1,3,875,742,3,742
300214,1,2,2652,7642,2,7642
300215,1,3,3259,10064,3,10064
300216,1,5,1512,7055,5,7055
300217,1,4,511,4033,4,4033
300218,1,4,1181,8213,4,8213
300219,1,2,534,1365,2,1365
30022,0,0,0,0,0,0
300220,1,11,2596,12324,11,12324
300221,1,1,47,5699,1,5699
300222,1,1,1650,8262,1,8262
300223,1,6,1312,6899,6,6899
300224,1,0,0,5127,0,5127
300225,1,2,974,8467,2,8467
300226,1,2,7630,11512,2,11512
300227,1,0,0,0,0,0
300228,0,0,0,0,0,0
300229,0,0,0,0,0,0
30023,0,0,0,0,0,0
300230,1,0,0,2156,0,2156
300231,1,0,0,2794,0,2794
300232,1,0,0,1856,0,1856
300233,1,2,813,2961,2,2961
300234,1,0,0,1547,0,1547
300235,1,3,5736,5927,3,5927
300236,1,2,519,2626,2,2626
300237,1,2,95,7837,2,7837
300238,1,1,62,5725,1,5725
300239,1,2,93,4857,2,4857
30024,0,0,0,0,0,0
300240,1,1,471,6813,1,6813
300241,1,2,94,2515,2,2515
300242,1,11,6035,16498,11,16498
300243,1,1,162,5854,1,5854
300244,1,7,1854,6809,7,6809
300245,1,9,3841,10189,9,10189
300246,1,5,2234,5926,5,5926
300247,1,0,0,775,0,775
300248,0,0,0,0,0,0
300249,0,0,0,0,0,0
30025,1,1,25,3267,1,3267
300250,0,0,0,0,0,0
300251,1,5,19851,22824,5,22824
300252,1,7,9782,17604,7,17604
300253,1,1,8303,35373,1,35373
300254,1,2,698,4406,2,4406
300255,1,1,687,5341,1,5341
300256,1,0,0,1383,0,1383
300257,0,0,0,0,0,0
300258,1,0,0,118,0,118
300259,1,3,236,3151,3,3151
30026,1,6,10509,24177,6,24177
300260,1,3,272,4723,3,4723
300261,1,7,391,2319,7,2319
300262,1,6,1507,5654,6,5654
300263,1,1,884,2732,1,2732
300264,1,3,13582,11481,3,11481
300265,1,4,564,6982,4,6982
300266,1,4,838,10085,4,10085
300267,1,9,6195,12130,9,12130
300268,1,9,1759,8761,9,8761
300269,1,1,75,2582,1,2582
30027,1,2,22758,25541,2,25541
300270,1,3,294,2006,3,2006
300271,1,1,243,313,1,313
300272,1,2,470,3967,2,3967
300273,1,3,1192,14331,3,14331
300274,1,8,2293,11773,8,11773
300275,1,4,4237,6475,4,6475
300276,1,1,87,925,1,925
300277,0,1,109,109,1,109
300278,0,0,0,0,0,0
300279,0,0,0,0,0,0
30028,1,0,0,0,0,0
300280,0,0,0,0,0,0
300281,0,0,0,0,0,0
300282,1,0,0,315,0,315
300283,1,1,76,989,1,989
300284,1,0,0,97,0,97
300285,1,0,0,38,0,38
300286,1,6,1897,7306,6,7306
300287,1,9,2335,7263,9,7263
300288,1,4,2838,10977,4,10977
300289,1,7,1547,7043,7,7043
30029,1,1,136,259,1,259
300290,1,0,0,3337,0,3337
300291,1,2,35,2619,2,2619
300292,1,0,0,6224,0,6224
300293,1,5,932,3121,5,3121
300294,1,4,511,11664,4,11664
300295,1,9,1218,14501,9,14501
300296,1,3,224,3539,3,3539
300297,0,0,0,0,0,0
300298,0,0,0,0,0,0
300299,0,0,0,0,0,0
3003,1,2,4214,6418,2,6418
30030,1,2,1825,1636,2,1636
300300,0,0,0,0,0,0
300301,0,0,0,0,0,0
300302,0,0,0,0,0,0
300303,0,0,0,0,0,0
300304,0,0,0,0,0,0
300305,0,0,0,0,0,0
300306,0,0,0,0,0,0
300307,0,0,0,0,0,0
300308,1,6,752,7740,6,7740
300309,1,5,1184,3958,5,3958
30031,1,4,368,6114,4,6114
300310,1,5,426,2992,5,2992
300311,1,1,92,2286,1,2286
300312,1,2,167,5709,2,5709
300313,1,6,1001,5396,6,5396
300314,1,7,540,4419,7,4419
300315,1,2,58,3694,2,3694
300316,1,4,193,10432,4,10432
300317,1,7,1169,11321,7,11321
300318,1,9,4119,8530,9,8530
300319,0,0,0,0,0,0
30032,1,6,471,7411,6,7411
300320,0,0,0,0,0,0
300321,0,0,0,0,0,0
300322,0,0,0,0,0,0
300323,0,0,0,0,0,0
300324,0,0,0,0,0,0
300325,0,0,0,0,0,0
300326,0,0,0,0,0,0
300327,0,0,0,0,0,0
300328,0,0,0,0,0,0
300329,0,0,0,0,0,0
30033,1,6,3070,9012,6,9012
300330,1,8,1286,10267,8,10267
300331,1,5,90,8896,5,8896
300332,1,6,1111,13230,6,13230
300333,1,7,881,15314,7,15314
300334,1,8,804,15503,8,15503
300335,1,1,271,5419,1,5419
300336,1,7,1295,6743,7,6743
300337,1,4,743,6166,4,6166
