stem,tp,fp,fn,n_gt,found,merges,splits,fp_inst,n_pred_inst,boundary_iou
austin4_r4c3,49408,4958,160487,87,20,0,1,5,26,0.10060562061784765
austin4_r4c4,92918,13241,135885,88,39,2,1,11,49,0.12393780362974638
austin5_r0c0,40484,8355,56294,36,16,0,1,2,19,0.11639818870165541
austin5_r0c1,23087,5668,11762,8,4,1,0,0,3,0.08657202699557831
austin5_r0c2,16752,767,912,7,2,0,0,0,2,0.4008156131663268
austin5_r0c3,33259,1637,13008,12,3,0,1,1,5,0.18561872909698995
austin5_r0c4,82062,7271,140745,126,22,1,0,1,22,0.054289694072328934
austin5_r1c0,35004,6224,100316,52,18,0,1,2,21,0.08062487201240383
austin5_r1c1,60659,7179,58662,44,23,1,0,11,33,0.1331333859510655
austin5_r1c2,10660,381,7553,8,3,0,0,1,4,0.16345235822035517
austin5_r1c3,3262,465,6546,4,1,0,1,0,2,0.02629193109700816
austin5_r1c4,40530,4763,142033,53,10,0,1,4,15,0.02622391389946187
austin5_r2c0,45234,7983,74228,53,24,2,1,4,27,0.10635865968838357
austin5_r2c1,78029,11569,51038,46,29,0,0,4,33,0.1647168928404305
austin5_r2c2,46121,6683,46554,31,18,0,1,5,24,0.16943729025208773
austin5_r2c3,0,0,14459,7,0,0,0,0,0,0.0
austin5_r2c4,23038,7648,96783,24,10,0,0,3,13,0.05541871921182266
austin5_r3c0,19669,2668,46881,38,9,0,0,6,15,0.0764000715691537
austin5_r3c1,46928,5674,84126,44,19,0,1,5,25,0.11186140307993156
austin5_r3c2,43758,6426,58377,34,16,0,0,2,18,0.1293950466910272
austin5_r3c3,30449,3618,46580,28,12,0,2,2,16,0.13722498400354383
austin5_r3c4,0,0,611,4,0,0,0,0,0,0.0
austin5_r4c0,36676,6845,115969,54,16,1,0,5,20,0.04294627910515903
austin5_r4c1,40386,6426,89826,47,16,1,0,2,17,0.11217938377157606
austin5_r4c2,67633,8255,66256,42,19,0,0,3,22,0.1286084701815039
austin5_r4c3,34627,5365,52899,27,14,0,3,2,19,0.13630417352407478
austin5_r4c4,12775,2444,11057,12,5,1,1,0,5,0.09222769567597154
chicago1_r0c0,163017,45721,138336,348,221,112,1,17,127,0.12211545528037039
chicago1_r0c1,190981,46405,111934,312,233,91,1,12,155,0.14947830168243195
chicago1_r0c2,145765,35811,132185,326,191,70,0,11,132,0.13516082874336005
chicago1_r0c3,160902,35528,70824,187,135,74,4,13,78,0.13564783233428643
chicago1_r0c4,121688,15305,131696,79,43,22,0,5,26,0.10444348309745999
chicago1_r1c0,239757,31364,78137,207,141,62,1,13,93,0.11803477671766499
chicago1_r1c1,94139,23971,58166,169,113,25,1,6,95,0.1607505158929717
chicago1_r1c2,123332,37635,41108,205,165,51,1,13,128,0.15403492985398176
chicago1_r1c3,155292,43505,71657,62,34,14,1,5,26,0.07333847157170807
chicago1_r1c4,41090,1199,64726,3,2,0,0,2,4,0.027544910179640718
chicago1_r2c0,200197,12954,16023,9,3,0,0,0,3,0.022913416536661468
chicago1_r2c1,24414,16217,16839,14,4,0,0,2,6,0.04741327571720082
chicago1_r2c2,140771,9087,61695,6,3,0,0,0,3,0.01917311030456052
chicago1_r2c3,88803,31759,79193,21,13,3,0,4,14,0.04696754051696433
chicago1_r2c4,35779,41019,18590,5,5,0,0,3,8,0.03978984779417446
chicago1_r3c0,4831,1797,5329,5,2,0,0,1,3,0.09102564102564102
chicago1_r3c1,219647,97055,61933,13,7,5,0,4,6,0.01112129544760159
chicago1_r3c2,5799,4130,41506,22,7,0,0,0,7,0.029256288734961722
chicago1_r3c3,17225,21176,6001,10,4,0,0,5,9,0.02735717012342537
chicago1_r3c4,6390,34795,1280,3,2,0,0,3,5,0.04228010570026425
chicago1_r4c0,2066,294,2007,4,1,0,0,0,1,0.07692307692307693
chicago1_r4c1,1959,138,7081,3,1,0,0,2,3,0.04222137694941042
chicago1_r4c2,4451,529,13991,6,2,0,0,1,3,0.045408931259407925
chicago1_r4c3,73109,12742,7155,10,3,1,0,1,3,0.040913705583756343
chicago1_r4c4,112543,30795,59038,20,8,1,0,2,9,0.05045744385916274
chicago2_r0c0,321139,35499,87194,47,23,7,2,9,27,0.08844850600677688
chicago2_r0c1,113799,23580,55468,72,27,4,0,7,30,0.08361769198271099
chicago2_r0c2,139473,36089,104198,229,135,51,1,23,108,0.12070152940058897
chicago2_r0c3,168706,40724,88613,189,125,48,1,16,94,0.10415829145728643
chicago2_r0c4,207123,66507,125239,327,215,123,3,30,125,0.09386120996441281
chicago2_r1c0,171555,66804,109301,257,154,77,1,17,95,0.06846251485906554
chicago2_r1c1,193992,72702,122729,261,174,96,2,20,100,0.07705045421746934
chicago2_r1c2,185605,73031,125582,312,207,96,3,24,138,0.07913205015738686
chicago2_r1c3,146141,46986,151328,238,132,52,1,22,103,0.06019677224475706
chicago2_r1c4,192068,73022,145420,292,190,104,4,27,117,0.07455381629467112
chicago2_r2c0,227400,116930,137654,289,221,159,2,22,86,0.05542019443108942
chicago2_r2c1,269342,83900,142668,217,164,131,2,11,46,0.0679945189390232
chicago2_r2c2,283018,153420,99791,285,241,194,3,18,68,0.06222033818472988
chicago2_r2c3,314730,136979,89953,247,195,151,3,18,65,0.07049738219895288
chicago2_r2c4,242079,94845,142161,276,210,158,5,14,71,0.06181058619616906
chicago2_r3c0,218479,94613,103659,337,258,180,4,16,98,0.07180602787224112
chicago2_r3c1,224344,95030,97803,342,294,224,5,9,84,0.08287227482747261
chicago2_r3c2,196085,89353,114229,339,247,168,5,18,101,0.06709617803331708
chicago2_r3c3,188264,95095,128795,286,211,118,3,22,118,0.07180279190416056
chicago2_r3c4,175610,75136,156621,347,228,159,6,19,93,0.06474598306553771
chicago2_r4c0,218618,97823,114080,340,238,163,1,14,90,0.08846629053300961
chicago2_r4c1,210011,77381,135882,402,267,181,3,23,111,0.08052537000331635
chicago2_r4c2,220830,104976,106232,312,211,138,6,16,95,0.06797817214655845
chicago2_r4c3,206078,80666,111519,346,231,138,4,21,118,0.08414334565694652
chicago2_r4c4,198743,69118,148389,398,267,178,4,16,109,0.07919590366015551
chicago3_r0c0,64083,24943,85530,133,67,30,1,9,47,0.0689942996742671
chicago3_r0c1,93748,21753,99031,117,51,8,0,8,51,0.06416389141184782
chicago3_r0c2,91388,40288,85714,68,36,12,1,10,35,0.05896510228640193
chicago3_r0c3,83281,51263,82581,95,50,24,3,11,40,0.051219371354878446
chicago3_r0c4,106141,39819,75847,87,36,13,0,6,29,0.04706706579198777
chicago3_r1c0,120938,44587,113220,213,125,57,0,12,80,0.081404099542086
chicago3_r1c1,87499,33663,121786,174,76,31,0,5,50,0.062032325651002695
chicago3_r1c2,75949,45164,148187,157,35,6,0,15,44,0.03342078438580953
chicago3_r1c3,54815,24020,148967,171,61,5,0,10,66,0.05679570500141283
chicago3_r1c4,93957,36400,97333,149,74,27,0,7,54,0.09783966879939782
chicago3_r2c0,67492,20646,97173,162,72,30,1,11,54,0.06374711767162336
chicago3_r2c1,84063,34159,135788,134,48,13,1,12,48,0.03410177218913155
chicago3_r2c2,62397,31980,135866,144,57,17,0,4,44,0.04037039504363467
chicago3_r2c3,92067,33107,181345,185,56,12,1,16,61,0.03192666990658243
chicago3_r2c4,99779,32024,128272,188,94,39,1,11,67,0.04905714248634057
chicago3_r3c0,105030,12590,151848,214,74,16,0,6,64,0.09179800748510886
chicago3_r3c1,91273,26556,153603,162,71,21,2,9,61,0.05976307541907473
chicago3_r3c2,72649,26855,201196,211,76,27,6,17,72,0.04947721067753973
chicago3_r3c3,87597,36921,132967,139,74,23,4,21,76,0.05840960173936038
chicago3_r3c4,87775,20527,124808,119,56,21,2,11,48,0.07415767634854772
chicago3_r4c0,116197,41618,174875,273,114,39,0,9,84,0.06400424247368851
chicago3_r4c1,59891,25788,188757,124,48,10,1,23,62,0.035982384145731156
chicago3_r4c2,109231,38415,131434,121,54,21,1,6,40,0.03311414920289512
chicago3_r4c3,134616,36340,109357,141,74,33,3,15,58,0.06118004706157466
chicago3_r4c4,137428,41088,105731,148,79,36,2,11,56,0.06002597549268733
chicago4_r0c0,135898,29988,102937,176,98,42,4,22,82,0.09800509283548094
chicago4_r0c1,107720,28326,150953,164,67,26,2,12,55,0.04952278988392892
chicago4_r0c2,37204,12056,39290,39,20,3,1,5,23,0.04683371298405467
chicago4_r0c3,41488,15939,76556,31,14,1,0,5,18,0.024701323861801745
chicago4_r0c4,101914,34382,81429,73,49,12,1,4,42,0.05954530380633037
chicago4_r1c0,69928,13715,101270,129,49,19,0,8,38,0.06924788094964139
chicago4_r1c1,109477,39216,78081,97,64,35,2,17,48,0.04988143631436314
chicago4_r1c2,15143,12946,63561,26,7,2,0,6,11,0.01865284974093264
chicago4_r1c3,72921,22220,95056,53,22,6,2,8,26,0.039421955914649025
chicago4_r1c4,152208,30282,76471,80,50,11,0,11,50,0.056662995594713654
chicago4_r2c0,147839,40017,87562,201,123,71,0,14,66,0.1110676335000428
chicago4_r2c1,103373,31975,172742,186,82,37,0,11,56,0.05127669936686843
chicago4_r2c2,116367,43747,127655,93,37,13,2,10,36,0.03497108356087716
chicago4_r2c3,90345,49198,131696,136,62,25,1,21,59,0.051280610309510095
chicago4_r2c4,140647,59297,104170,197,132,50,1,3,86,0.06088303640588691
chicago4_r3c0,133974,11428,132352,68,36,14,3,3,28,0.08978070948412599
chicago4_r3c1,100070,34681,75765,121,66,31,0,10,45,0.05988108720271801
chicago4_r3c2,43136,31916,78547,61,24,12,0,9,21,0.038224519353647804
chicago4_r3c3,53031,31073,67770,37,23,12,3,11,25,0.050698144085796856
chicago4_r3c4,86160,19783,91954,48,28,5,0,2,25,0.04679607332337898
chicago4_r4c0,159708,36644,115796,137,71,31,1,8,49,0.08395431964134255
chicago4_r4c1,103274,32154,139194,156,77,26,0,19,70,0.058998856769557406
chicago4_r4c2,45484,15725,109196,85,22,2,1,6,27,0.028982770828416334
chicago4_r4c3,108330,45338,109720,137,78,35,4,12,59,0.05217683336386396
chicago4_r4c4,118279,49939,81142,116,69,20,1,9,59,0.04056610146591907
chicago5_r0c0,207155,9436,55527,9,7,0,0,1,8,0.14532243415077203
chicago5_r0c1,78732,24771,110679,188,88,40,0,3,51,0.0570121904114457
chicago5_r0c2,52815,18641,156965,170,43,13,0,10,40,0.03170151701517015
chicago5_r0c3,61258,32905,101032,117,38,10,0,8,36,0.049941014549744395
chicago5_r0c4,99581,53499,69600,119,65,24,3,12,56,0.07464670835590133
chicago5_r1c0,144064,14930,61329,51,32,9,1,4,28,0.1116576209859792
chicago5_r1c1,30638,6103,84524,73,18,6,2,5,19,0.03833707694064796
chicago5_r1c2,62262,10642,91942,68,20,8,1,3,16,0.0489183790920478
chicago5_r1c3,125471,44040,64111,53,36,12,2,8,34,0.05762809141187519
chicago5_r1c4,78858,15703,90459,107,54,23,0,8,39,0.062181986387365364
chicago5_r2c0,139562,21506,89476,87,54,22,2,25,59,0.10393697888866393
chicago5_r2c1,284173,29832,59112,60,30,8,1,6,29,0.036617302834364644
chicago5_r2c2,34445,10498,30445,37,27,10,0,1,18,0.0820029861031354
chicago5_r2c3,38116,9427,59779,17,12,3,1,6,16,0.035909712722298225
chicago5_r2c4,66564,17705,95720,82,41,13,2,9,39,0.030710593183212127
chicago5_r3c0,99802,16859,126458,55,23,9,1,5,20,0.04065453806281126
chicago5_r3c1,122627,20558,117984,62,35,10,1,9,35,0.043986105080330004
chicago5_r3c2,35143,19176,32787,17,15,6,0,2,11,0.0376268060252075
chicago5_r3c3,5016,12307,45064,2,1,0,0,0,1,0.003607317701623293
chicago5_r3c4,6988,1797,9809,9,6,0,0,1,7,0.04016553067185979
chicago5_r4c0,160948,26043,93120,116,69,25,0,11,55,0.09618290519676763
chicago5_r4c1,183010,67318,156883,141,53,26,1,8,36,0.04761498178506375
chicago5_r4c2,42616,11640,21380,29,16,3,0,0,13,0.07077009555930298
chicago5_r4c3,44428,17341,23361,16,13,2,0,5,16,0.04338596258458272
chicago5_r4c4,110970,37981,78851,61,45,7,4,12,54,0.05499688696866215
kitsap1_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c2,2941,1784,3063,4,2,0,0,0,2,0.01633003867640739
kitsap1_r0c3,2473,152,12281,13,2,0,0,0,2,0.09496919917864477
kitsap1_r0c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c2,2009,40,5459,9,1,0,0,0,1,0.11566558441558442
kitsap1_r1c3,1754,148,896,4,2,0,0,0,2,0.2043519394512772
kitsap1_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c3,6483,1210,4842,6,3,0,0,0,3,0.11810291382517049
kitsap1_r4c4,2779,277,4544,7,2,0,0,0,2,0.2067914671310405
kitsap2_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r0c1,6890,696,585,2,2,0,0,0,2,0.3293709757305597
kitsap2_r0c2,24312,6130,5944,11,10,0,0,0,10,0.1642577030812325
kitsap2_r0c3,25836,2895,12554,16,12,0,0,1,13,0.255978355733985
kitsap2_r0c4,17992,3768,989,10,10,1,0,0,9,0.23687943262411348
kitsap2_r1c0,0,0,3845,5,0,0,0,0,0,0.0
kitsap2_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c3,0,0,9772,8,0,0,0,0,0,0.0
kitsap2_r1c4,0,0,6773,7,0,0,0,0,0,0.0
kitsap2_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c1,0,0,3674,4,0,0,0,0,0,0.0
kitsap2_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c3,10584,557,15983,20,6,0,0,1,7,0.18354860639021073
kitsap2_r2c4,10306,1260,11136,15,6,0,0,1,7,0.2255443115608709
kitsap2_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r3c1,6922,1319,11523,15,6,0,0,0,6,0.14027303754266213
kitsap2_r3c2,3807,844,722,2,2,0,0,0,2,0.09495192307692307
kitsap2_r3c3,0,0,2357,4,0,0,0,0,0,0.0
kitsap2_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap2_r4c0,17403,3452,1385,3,3,0,0,0,3,0.13921012437268165
kitsap2_r4c1,4503,743,2640,7,4,0,0,0,4,0.11895910780669144
kitsap2_r4c2,15765,4763,8911,15,7,1,1,1,8,0.1155533274846472
kitsap2_r4c3,1772,218,334,2,1,0,0,0,1,0.24776500638569604
kitsap2_r4c4,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c2,33681,7207,46667,30,15,0,0,3,18,0.08955625280143434
kitsap3_r0c3,50092,19194,53900,38,19,0,0,0,19,0.06638652614456607
kitsap3_r0c4,67381,12248,26737,26,21,2,0,4,23,0.11763847864930897
kitsap3_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r1c1,11561,1584,14301,10,5,0,0,0,5,0.16641337386018237
kitsap3_r1c2,38081,4795,54576,37,16,0,0,3,19,0.14890327971589723
kitsap3_r1c3,62526,10878,52345,33,20,1,0,10,29,0.14643381752897014
kitsap3_r1c4,40065,9321,23035,17,11,1,0,3,13,0.1344614264919942
kitsap3_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r2c1,33175,4253,47477,27,13,0,0,1,14,0.11994912435182467
kitsap3_r2c2,70458,12805,62515,50,27,0,0,5,32,0.1528246494910418
kitsap3_r2c3,17271,3198,34864,16,5,0,0,2,7,0.08013783353949461
kitsap3_r2c4,42262,5974,56486,34,16,0,0,13,29,0.1455087168337561
kitsap3_r3c0,21348,3245,5235,10,8,0,0,0,8,0.19156702328508496
kitsap3_r3c1,29350,2197,64611,33,13,0,1,4,18,0.12229157378510923
kitsap3_r3c2,19238,2280,16246,17,8,0,0,0,8,0.20558836892321672
kitsap3_r3c3,32032,4147,54229,33,14,1,0,2,15,0.13099112755807213
kitsap3_r3c4,35233,3701,37046,30,15,0,0,4,19,0.16983420946219166
kitsap3_r4c0,0,0,10231,3,0,0,0,0,0,0.0
kitsap3_r4c1,16788,3529,7622,11,5,0,0,1,6,0.2151016996377821
kitsap3_r4c2,68137,8566,59891,45,24,0,1,4,29,0.19484941073766915
kitsap3_r4c3,33666,3990,42997,38,17,1,0,1,17,0.15985748218527315
kitsap3_r4c4,17191,2464,16806,16,10,0,0,4,14,0.18423227939656953
kitsap4_r0c0,3402,3978,4972,5,3,0,0,1,4,0.012479652740097666
kitsap4_r0c1,14645,5517,12768,17,8,0,0,1,9,0.048372376026772135
kitsap4_r0c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c3,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c4,0,0,153428,93,0,0,0,0,0,0.0
kitsap4_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c3,0,0,42829,23,0,0,0,0,0,0.0
kitsap4_r1c4,0,0,36337,23,0,0,0,0,0,0.0
kitsap4_r2c0,33845,2150,1647,3,2,0,0,0,2,0.17978100331041508
kitsap4_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c3,0,0,40,1,0,0,0,0,0,0.0
kitsap4_r2c4,0,0,25940,13,0,0,0,0,0,0.0
kitsap4_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c3,0,0,362,1,0,0,0,0,0,0.0
kitsap4_r3c4,20418,2924,10795,11,3,0,0,0,3,0.18915893827950112
kitsap4_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c2,432,4,1451,2,1,0,0,0,1,0.02847571189279732
kitsap4_r4c3,14007,4219,15665,12,8,0,0,1,9,0.03943168948831463
kitsap4_r4c4,39975,10610,38708,27,18,0,0,2,20,0.05154551989513299
kitsap5_r0c0,9892,4152,34369,33,9,0,1,1,11,0.040182719108083
kitsap5_r0c1,19962,8437,25761,37,20,0,0,4,24,0.07473415315154755
kitsap5_r0c2,18645,10697,60883,10,6,1,0,7,12,0.03321232718004171
kitsap5_r0c3,3353,1838,5776,9,3,0,0,0,3,0.03815715093273036
kitsap5_r0c4,1550,489,898,3,2,0,0,1,3,0.042986425339366516
kitsap5_r1c0,4437,2789,3855,4,3,0,0,0,3,0.03908682116914562
kitsap5_r1c1,15417,7423,11107,21,13,1,0,2,14,0.047406239046617595
kitsap5_r1c2,0,0,106,1,0,0,0,0,0,0.0
kitsap5_r1c3,0,0,0,0,0,0,0,0,0,nan
kitsap5_r1c4,0,0,0,0,0,0,0,0,0,nan
