stem,has_gt,n_spur,spur_area,fp_px,ref_fp_inst,ref_fp_px
300831,1,3,404,2633,3,2633
300832,0,0,0,0,0,0
300833,0,0,0,0,0,0
300834,0,0,0,0,0,0
300835,0,0,0,0,0,0
300836,1,0,0,91,0,91
300837,0,0,0,0,0,0
300838,1,6,9226,11290,6,11290
300839,1,0,0,187,0,187
30084,1,3,100,8490,3,8490
300840,1,2,35,283,2,283
300841,1,2,228,4575,2,4575
300842,1,1,6639,12344,1,12344
300843,1,6,1671,8972,6,8972
300844,1,6,1101,11805,6,11805
300845,1,5,5284,11375,5,11375
300846,1,9,2161,11394,9,11394
300847,1,4,400,13494,4,13494
300848,1,3,214,9724,3,9724
300849,1,9,1386,12307,9,12307
30085,1,3,464,16639,3,16639
300850,1,23,4771,15102,23,15102
300851,1,16,3951,11189,16,11189
300852,1,8,3219,10218,8,10218
300853,1,2,1683,2060,2,2060
300854,1,0,0,0,0,0
300855,1,0,0,0,0,0
300856,0,0,0,0,0,0
300857,0,0,0,0,0,0
300858,1,1,16,3178,1,3178
300859,1,1,17,1405,1,1405
30086,1,2,80,16552,2,16552
300860,1,1,2266,3477,1,3477
300861,1,0,0,843,0,843
300862,1,0,0,283,0,283
300863,1,4,188,5663,4,5663
300864,1,4,758,6133,4,6133
300865,1,5,1066,5815,5,5815
300866,1,6,1135,8473,6,8473
300867,1,3,27602,33853,3,33853
300868,1,10,1544,11467,10,11467
300869,1,12,1539,14681,12,14681
30087,1,1,97,8036,1,8036
300870,1,7,1188,6175,7,6175
300871,1,15,3676,13146,15,13146
300872,1,15,2141,11377,15,11377
300873,1,10,897,9112,10,9112
300874,1,7,767,9636,7,9636
300875,1,0,0,791,0,791
300876,1,0,0,16,0,16
300877,1,0,0,182,0,182
300878,0,0,0,0,0,0
300879,0,0,0,0,0,0
30088,0,0,0,0,0,0
300880,1,4,1893,10337,4,10337
300881,1,0,0,3164,0,3164
300882,1,0,0,342,0,342
300883,1,1,241,584,1,584
300884,1,6,846,6380,6,6380
300885,1,6,382,7940,6,7940
300886,1,13,1997,8700,13,8700
300887,1,8,2138,10298,8,10298
300888,1,2,553,13782,2,13782
300889,1,4,1312,12556,4,12556
30089,1,0,0,11,0,11
300890,1,13,3656,14293,13,14293
300891,1,7,1187,11392,7,11392
300892,1,7,1123,10332,7,10332
300893,1,9,1418,10475,9,10475
300894,1,9,1307,10927,9,10927
300895,1,7,1154,6830,7,6830
300896,1,2,337,3598,2,3598
300897,1,1,306,587,1,587
300898,1,0,0,16,0,16
300899,1,0,0,0,0,0
3009,1,3,2259,21441,3,21441
30090,1,1,396,1896,1,1896
300900,1,0,0,509,0,509
300901,0,0,0,0,0,0
300902,1,1,24,3652,1,3652
300903,0,0,0,0,0,0
300904,0,0,0,0,0,0
300905,0,0,0,0,0,0
300906,1,8,1429,5454,8,5454
300907,1,4,682,8436,4,8436
300908,1,9,1412,6404,9,6404
300909,1,4,2095,8051,4,8051
30091,1,5,10922,14758,5,14758
300910,1,3,508,13642,3,13642
300911,1,3,1387,15483,3,15483
300912,1,9,2665,7925,9,7925
300913,1,4,570,5137,4,5137
300914,1,10,1533,13133,10,13133
300915,1,13,1531,13987,13,13987
300916,1,3,343,9887,3,9887
300917,1,3,325,8825,3,8825
300918,1,4,368,8935,4,8935
300919,1,4,383,8429,4,8429
30092,1,25,63865,67135,25,67135
300920,1,3,1032,4664,3,4664
300921,1,0,0,662,0,662
300922,0,0,0,0,0,0
300923,0,0,0,0,0,0
300924,1,0,0,2044,0,2044
300925,1,0,0,47,0,47
300926,0,0,0,0,0,0
300927,0,0,0,0,0,0
300928,1,2,1127,8443,2,8443
300929,1,3,203,9383,3,9383
30093,1,10,5383,11636,10,11636
300930,1,5,832,10613,5,10613
300931,1,2,356,7631,2,7631
300932,1,4,310,7608,4,7608
300933,1,5,910,16541,5,16541
300934,1,7,684,6898,7,6898
300935,1,4,1716,7991,4,7991
300936,1,14,1657,11881,14,11881
300937,1,16,1114,13281,16,13281
300938,1,16,1184,9548,16,9548
300939,1,2,194,11130,2,11130
30094,1,2,49,6379,2,6379
300940,1,3,278,9623,3,9623
300941,1,4,401,9344,4,9344
300942,1,5,1949,7728,5,7728
300943,1,1,151,1695,1,1695
300944,0,0,0,0,0,0
300945,0,0,0,0,0,0
300946,1,0,0,379,0,379
300947,0,0,0,0,0,0
300948,0,0,0,0,0,0
300949,0,0,0,0,0,0
30095,1,3,111,4047,3,4047
300950,1,5,1342,6225,5,6225
300951,1,5,376,12726,5,12726
300952,1,2,66,10219,2,10219
300953,1,3,383,3016,3,3016
300954,1,3,565,1221,3,1221
300955,1,8,1245,8337,8,8337
300956,1,3,394,8790,3,8790
300957,1,13,3236,16142,13,16142
300958,1,15,1964,12602,15,12602
300959,1,7,755,10272,7,10272
30096,1,1,372,1227,1,1227
300960,1,4,221,8172,4,8172
300961,1,8,1071,10436,8,10436
300962,1,7,801,9928,7,9928
300963,1,5,633,4868,5,4868
300964,0,0,0,0,0,0
300965,1,0,0,254,0,254
300966,1,0,0,147,0,147
300967,0,0,0,0,0,0
300968,0,0,0,0,0,0
300969,0,0,0,0,0,0
30097,1,0,0,154,0,154
300970,1,0,0,480,0,480
300971,0,0,0,0,0,0
300972,1,6,301,2908,6,2908
300973,1,3,368,11922,3,11922
300974,1,4,141,13005,4,13005
300975,1,2,212,7460,2,7460
300976,0,0,0,0,0,0
300977,1,0,0,779,0,779
300978,1,3,1037,9106,3,9106
300979,1,8,1482,14876,8,14876
30098,1,0,0,146,0,146
300980,1,8,790,11312,8,11312
300981,1,10,2248,9748,10,9748
300982,1,7,921,9330,7,9330
300983,1,9,790,10980,9,10980
300984,1,14,1973,11215,14,11215
300985,1,6,1052,6184,6,6184
300986,1,0,0,163,0,163
300987,1,0,0,148,0,148
300988,0,0,0,0,0,0
300989,1,0,0,22,0,22
30099,1,3,142,3417,3,3417
300990,1,0,0,271,0,271
300991,0,0,0,0,0,0
300992,0,0,0,0,0,0
300993,1,0,0,332,0,332
300994,1,2,169,2218,2,2218
300995,1,5,572,15061,5,15061
300996,1,2,149,12406,2,12406
300997,1,4,175,9491,4,9491
300998,1,0,0,270,0,270
300999,0,0,0,0,0,0
3100,1,0,0,64,0,64
3101,1,0,0,14,0,14
31010,1,1,72,8640,1,8640
310100,1,3,1194,9256,3,9256
310101,1,0,0,2263,0,2263
310102,0,0,0,0,0,0
310103,0,0,0,0,0,0
310104,0,0,0,0,0,0
310105,0,0,0,0,0,0
310106,1,1,775,794,1,794
310107,1,0,0,4191,0,4191
310108,1,2,22846,9615,2,9615
310109,1,1,283,17877,1,17877
31011,1,3,166,5971,3,5971
310110,1,2,153,4659,2,4659
310111,1,3,2689,15164,3,15164
310112,1,2,2150,17624,2,17624
310113,1,7,23227,28132,7,28132
310114,1,9,1019,7060,9,7060
310115,1,0,0,2325,0,2325
310116,1,1,496,3137,1,3137
310117,1,2,456,9682,2,9682
310118,1,2,84,3679,2,3679
310119,1,10,2185,5231,10,5231
31012,1,4,1427,9200,4,9200
310120,1,1,40,533,1,533
310121,0,0,0,0,0,0
310122,1,3,814,43852,3,43852
310123,1,1,20944,26907,1,26907
310124,1,1,131,9963,1,9963
310125,1,1,1013,14090,1,14090
310126,1,1,276,10611,1,10611
310127,1,4,1184,14438,4,14438
310128,1,7,2907,21769,7,21769
310129,1,7,689,9138,7,9138
31013,1,4,3737,14170,4,14170
310130,1,10,5692,10332,10,10332
310131,1,1,19,7123,1,7123
310132,1,3,1403,4845,3,4845
310133,1,12,2844,8848,12,8848
310134,1,1,21,3692,1,3692
310135,1,0,0,1071,0,1071
310136,1,7,671,2017,7,2017
310137,1,0,0,798,0,798
310138,1,0,0,2704,0,2704
310139,1,3,651,3390,3,3390
31014,1,5,4638,11709,5,11709
310140,1,3,79,3117,3,3117
310141,1,1,259,3179,1,3179
310142,1,2,116,5355,2,5355
310143,1,1,284,4016,1,4016
310144,1,3,168,4523,3,4523
310145,1,5,301,7702,5,7702
310146,1,1,42,8340,1,8340
310147,1,4,1228,8046,4,8046
310148,1,3,311,9903,3,9903
310149,1,5,1492,7175,5,7175
31015,1,5,838,3013,5,3013
310150,1,2,100,5601,2,5601
310151,1,2,64,7150,2,7150
310152,1,1,98,4490,1,4490
310153,1,1,8366,10735,1,10735
310154,0,0,0,0,0,0
310155,1,0,0,840,0,840
310156,1,2,2310,8297,2,8297
310157,1,2,94,10864,2,10864
310158,1,2,1227,6501,2,6501
310159,1,2,242,11271,2,11271
31016,0,0,0,0,0,0
310160,1,4,488,3190,4,3190
310161,1,3,1045,6464,3,6464
310162,1,4,1262,6059,4,6059
310163,1,4,310,5173,4,5173
310164,1,6,352,4780,6,4780
310165,1,5,504,3763,5,3763
310166,1,2,112,3032,2,3032
310167,1,0,0,4027,0,4027
310168,1,5,3895,13310,5,13310
310169,1,2,766,3268,2,3268
31017,1,0,0,11,0,11
310170,1,0,0,106,0,106
310171,0,0,0,0,0,0
310172,0,0,0,3,0,3
310173,1,2,297,1823,2,1823
310174,1,0,0,2289,0,2289
310175,1,0,0,3290,0,3290
310176,1,3,74,6933,3,6933
310177,1,2,331,6245,2,6245
310178,1,4,545,6645,4,6645
310179,1,3,371,6643,3,6643
31018,0,0,0,0,0,0
310180,1,2,69,6103,2,6103
310181,1,1,167,7665,1,7665
310182,1,2,410,4796,2,4796
310183,1,1,23,3513,1,3513
310184,1,2,623,2592,2,2592
310185,1,6,3687,11213,6,11213
310186,1,0,0,944,0,944
310187,0,0,0,0,0,0
310188,0,0,0,0,0,0
310189,1,0,0,741,0,741
31019,0,0,0,0,0,0
310190,1,5,1033,11572,5,11572
310191,1,3,223,2742,3,2742
310192,1,2,2639,8236,2,8236
310193,1,3,529,6800,3,6800
310194,1,4,421,5919,4,5919
310195,1,4,94,4521,4,4521
310196,1,4,260,4995,4,4995
310197,1,4,189,6493,4,6493
310198,1,5,184,7861,5,7861
310199,1,2,356,3610,2,3610
3102,1,0,0,232,0,232
31020,0,0,0,0,0,0
310200,1,2,3640,12845,2,12845
310201,1,3,1128,2196,3,2196
310202,1,10,2846,2805,10,2805
310203,1,0,0,317,0,317
310204,0,0,0,0,0,0
310205,0,0,0,0,0,0
310206,1,6,29014,30434,6,30434
310207,1,3,1449,13331,3,13331
310208,1,3,478,8468,3,8468
310209,1,7,1056,8183,7,8183
31021,1,0,0,9,0,9
310210,1,5,532,9957,5,9957
310211,1,2,84,6185,2,6185
310212,1,5,424,5833,5,5833
310213,1,6,1443,5647,6,5647
310214,1,2,800,6333,2,6333
310215,1,2,403,7200,2,7200
310216,1,1,59,1816,1,1816
310217,1,1,50,336,1,336
310218,1,0,0,1351,0,1351
310219,1,1,17,4009,1,4009
31022,0,0,0,0,0,0
310220,1,1,45,1307,1,1307
310221,0,0,0,0,0,0
310222,1,0,0,296,0,296
310223,1,9,2624,8121,9,8121
310224,1,3,1476,2817,3,2817
310225,1,0,0,757,0,757
310226,1,1,16,7141,1,7141
310227,1,6,818,7797,6,7797
310228,1,2,381,5967,2,5967
310229,1,2,187,3335,2,3335
31023,0,0,0,0,0,0
310230,1,1,220,2501,1,2501
310231,1,3,411,3964,3,3964
310232,1,5,220,7564,5,7564
310233,1,5,516,7589,5,7589
310234,1,6,868,5731,6,5731
310235,1,4,483,1952,4,1952
310236,1,0,0,3288,0,3288
310237,1,0,0,2878,0,2878
310238,0,0,0,0,0,0
310239,1,0,0,317,0,317
31024,0,1,358,358,1,358
310240,1,0,0,636,0,636
310241,1,0,0,878,0,878
310242,1,0,0,268,0,268
310243,1,4,472,4552,4,4552
310244,1,4,452,4852,4,4852
310245,1,3,321,1040,3,1040
310246,1,0,0,94,0,94
310247,1,0,0,85,0,85
310248,1,2,325,2890,2,2890
310249,1,2,306,6490,2,6490
31025,1,1,341,2645,1,2645
310250,1,7,847,10938,7,10938
310251,1,2,155,10981,2,10981
310252,1,4,323,4803,4,4803
310253,1,0,0,4188,0,4188
310254,1,1,231,2311,1,2311
310255,0,1,323,332,1,332
310256,0,0,0,0,0,0
310257,1,3,1028,1457,3,1457
310258,1,0,0,715,0,715
310259,0,0,0,0,0,0
31026,1,2,1585,7849,2,7849
310260,1,0,0,1269,0,1269
310261,1,0,0,697,0,697
310262,0,0,0,0,0,0
310263,1,1,580,585,1,585
310264,1,1,760,930,1,930
310265,1,8,2216,6214,8,6214
310266,1,8,3470,10499,8,10499
310267,1,6,884,9681,6,9681
310268,1,5,598,8593,5,8593
310269,1,5,276,9821,5,9821
31027,1,3,1229,5973,3,5973
310270,1,1,9973,16244,1,16244
310271,1,0,0,478,0,478
310272,0,0,0,0,0,0
310273,0,0,0,0,0,0
310274,1,0,0,367,0,367
310275,1,0,0,215,0,215
310276,0,0,0,0,0,0
310277,0,0,0,0,0,0
310278,0,0,0,0,0,0
310279,0,0,0,0,0,0
31028,1,11,3450,9639,11,9639
310280,0,0,0,0,0,0
310281,1,0,0,59,0,59
310282,1,6,480,5711,6,5711
310283,1,9,1080,10105,9,10105
310284,1,2,60,8763,2,8763
310285,1,3,190,4850,3,4850
310286,1,3,389,3835,3,3835
310287,1,4,8638,15523,4,15523
310288,1,1,85,1651,1,1651
310289,1,0,0,186,0,186
31029,1,15,4692,8718,15,8718
310290,1,0,0,790,0,790
310291,0,0,0,0,0,0
310292,0,0,0,0,0,0
310293,0,0,0,0,0,0
310294,0,0,0,0,0,0
310295,0,0,0,0,0,0
310296,0,0,0,0,0,0
310297,0,0,0,0,0,0
310298,0,0,0,0,0,0
310299,1,3,399,1793,3,1793
3103,0,0,0,0,0,0
31030,1,3,897,7171,3,7171
310300,1,4,552,7738,4,7738
310301,1,6,898,9176,6,9176
310302,1,6,738,12190,6,12190
310303,1,7,910,8854,7,8854
310304,1,6,1099,8994,6,8994
310305,1,6,912,3533,6,3533
310306,1,0,0,212,0,212
310307,1,0,0,1738,0,1738
310308,0,0,0,0,0,0
310309,0,0,0,0,0,0
31031,1,5,1393,4255,5,4255
310310,0,0,0,0,0,0
310311,0,0,0,0,0,0
310312,0,0,0,0,0,0
310313,0,0,0,0,0,0
310314,0,0,0,0,0,0
310315,0,0,0,0,0,0
310316,1,0,0,65,0,65
310317,1,2,428,4813,2,4813
310318,1,5,350,8724,5,8724
310319,1,4,288,12180,4,12180
31032,1,6,1758,6489,6,6489
310320,1,6,806,12566,6,12566
310321,1,8,1358,12086,8,12086
310322,1,1,346,4036,1,4036
310323,0,0,0,0,0,0
310324,1,1,60,197,1,197
310325,1,0,0,124,0,124
310326,0,0,0,0,0,0
310327,0,0,0,0,0,0
310328,0,0,0,0,0,0
310329,0,0,0,0,0,0
31033,0,1,50,51,1,51
310330,0,0,0,0,0,0
310331,0,0,0,0,0,0
310332,0,0,0,0,0,0
310333,0,0,0,0,0,0
310334,1,0,0,2267,0,2267
310335,1,4,483,8654,4,8654
310336,1,6,910,10120,6,10120
310337,1,6,897,14938,6,14938
310338,1,5,334,11447,5,11447
310339,1,1,86,2432,1,2432
31034,0,0,0,0,0,0
310340,1,1,69,83,1,83
310341,1,1,16,262,1,262
310342,1,0,0,312,0,312
310343,0,0,0,0,0,0
310344,0,0,0,0,0,0
310345,0,0,0,0,0,0
310346,0,0,0,0,0,0
310347,0,0,0,0,0,0
310348,0,0,0,0,0,0
310349,0,0,0,0,0,0
31035,0,0,0,0,0,0
310350,1,0,0,76,0,76
310351,1,0,0,264,0,264
310352,1,1,27,1550,1,1550
310353,1,2,446,5683,2,5683
310354,1,4,525,8786,4,8786
310355,1,3,235,9326,3,9326
310356,1,0,0,2399,0,2399
310357,1,2,951,1649,2,1649
310358,1,1,323,903,1,903
310359,1,0,0,455,0,455
31036,0,0,0,0,0,0
310360,1,1,25,126,1,126
310361,0,0,0,0,0,0
310362,0,0,0,0,0,0
310363,0,0,0,0,0,0
310364,0,0,0,0,0,0
310365,0,0,0,0,0,0
310366,0,0,0,0,0,0
310367,1,0,0,1383,0,1383
310368,1,2,252,3695,2,3695
310369,1,0,0,1792,0,1792
31037,1,1,35,0,1,0
310370,1,3,504,4870,3,4870
310371,1,1,49,3338,1,3338
310372,1,1,100,753,1,753
310373,1,1,108,714,1,714
310374,1,1,262,767,1,767
310375,1,0,0,461,0,461
310376,1,0,0,0,0,0
310377,1,2,37,197,2,197
310378,1,0,0,47,0,47
310379,0,0,0,0,0,0
31038,0,0,0,0,0,0
310380,0,0,0,0,0,0
310381,0,0,0,0,0,0
310382,1,0,0,33,0,33
310383,1,0,0,352,0,352
310384,1,0,0,2930,0,2930
310385,1,3,401,6773,3,6773
310386,1,4,1001,6726,4,6726
310387,1,2,255,4838,2,4838
310388,1,5,463,6728,5,6728
310389,1,1,188,934,1,934
31039,0,0,0,0,0,0
310390,1,0,0,684,0,684
310391,1,0,0,222,0,222
310392,1,0,0,504,0,504
310393,0,0,0,0,0,0
310394,1,0,0,794,0,794
310395,1,0,0,1887,0,1887
310396,1,0,0,21,0,21
310397,1,0,0,37,0,37
310398,1,0,0,8,0,8
310399,1,0,0,694,0,694
3104,1,0,0,18,0,18
31040,0,2,824,840,2,840
310400,1,0,0,637,0,637
310401,1,0,0,3175,0,3175
310402,1,2,118,8364,2,8364
310403,1,3,254,7439,3,7439
310404,1,0,0,3883,0,3883
310405,1,1,92,1181,1,1181
310406,1,0,0,860,0,860
310407,1,0,0,613,0,613
310408,1,0,0,91,0,91
310409,1,1,944,1102,1,1102
31041,0,0,0,0,0,0
310410,0,0,0,0,0,0
310411,1,0,0,858,0,858
310412,1,2,562,3179,2,3179
310413,1,1,74,561,1,561
310414,1,0,0,226,0,226
310415,1,0,0,476,0,476
310416,0,0,0,0,0,0
310417,1,0,0,194,0,194
310418,1,0,0,743,0,743
310419,1,0,0,4362,0,4362
31042,0,0,0,0,0,0
310420,1,0,0,5221,0,5221
310421,1,0,0,1464,0,1464
310422,1,0,0,371,0,371
310423,0,0,0,0,0,0
310424,1,0,0,357,0,357
310425,1,1,17,185,1,185
310426,1,2,67,440,2,440
310427,0,0,0,0,0,0
310428,1,0,0,1375,0,1375
310429,1,0,0,3125,0,3125
31043,1,1,90,1738,1,1738
310430,1,1,21,1559,1,1559
310431,1,0,0,721,0,721
310432,1,0,0,363,0,363
310433,0,0,0,0,0,0
310434,0,0,0,0,0,0
310435,0,0,0,0,0,0
310436,1,0,0,0,0,0
310437,1,0,0,1137,0,1137
310438,1,0,0,1617,0,1617
310439,1,0,0,607,0,607
31044,1,1,1045,4457,1,4457
310440,0,0,0,0,0,0
310441,0,0,0,0,0,0
310442,1,0,0,1528,0,1528
310443,1,0,0,149,0,149
310444,1,0,0,1384,0,1384
310445,1,0,0,2265,0,2265
310446,1,1,165,2368,1,2368
310447,0,0,0,0,0,0
310448,1,2,1179,2361,2,2361
310449,1,1,72,584,1,584
31045,1,3,3689,7838,3,7838
310450,1,0,0,486,0,486
310451,1,0,0,48,0,48
310452,0,0,0,0,0,0
310453,1,0,0,422,0,422
310454,1,0,0,3678,0,3678
310455,1,0,0,2063,0,2063
310456,1,2,517,981,2,981
310457,0,0,0,0,0,0
310458,0,0,0,0,0,0
310459,1,1,25,1828,1,1828
31046,1,4,272,6825,4,6825
310460,1,0,0,1563,0,1563
310461,1,2,993,3195,2,3195
310462,1,0,0,399,0,399
310463,1,0,0,194,0,194
310464,1,3,597,911,3,911
310465,1,0,0,230,0,230
310466,1,0,0,909,0,909
310467,1,0,0,228,0,228
310468,1,1,1219,1963,1,1963
310469,1,1,377,2015,1,2015
31047,1,0,0,3268,0,3268
310470,1,0,0,1275,0,1275
310471,1,3,1670,3492,3,3492
310472,1,2,713,4850,2,4850
310473,1,0,0,719,0,719
310474,1,0,0,89,0,89
310475,0,0,0,0,0,0
310476,1,1,82,188,1,188
310477,1,0,0,674,0,674
310478,1,1,341,813,1,813
310479,0,0,0,0,0,0
31048,1,2,658,1896,2,1896
310480,1,0,0,105,0,105
310481,1,1,135,1656,1,1656
310482,1,2,154,717,2,717
310483,1,0,0,395,0,395
310484,1,0,0,344,0,344
310485,1,1,19,1737,1,1737
310486,1,1,205,1576,1,1576
310487,1,0,0,461,0,461
310488,1,1,65,1865,1,1865
310489,1,0,0,683,0,683
31049,1,4,1647,7159,4,7159
310490,1,1,381,657,1,657
310491,1,1,289,685,1,685
