stem,has_gt,n_spur,spur_area,fp_px,ref_fp_inst,ref_fp_px
3001370,0,0,0,0,0,0
3001371,1,0,0,173,0,173
3001372,1,3,625,5511,3,5511
3001373,1,5,1076,9261,5,9261
3001374,1,10,1294,12303,10,12303
3001375,1,4,750,10626,4,10626
3001376,1,2,313,3682,2,3682
3001377,1,2,134,6449,2,6449
3001378,1,8,2138,11895,8,11895
3001379,1,7,1557,12043,7,12043
300138,1,2,43,2691,2,2691
3001380,1,7,1025,9863,7,9863
3001381,1,1,461,5706,1,5706
3001382,1,0,0,384,0,384
3001383,1,1,309,5210,1,5210
3001384,1,4,289,5891,4,5891
3001385,1,0,0,3057,0,3057
3001386,1,6,1214,5949,6,5949
3001387,1,7,1032,8425,7,8425
3001388,1,6,546,12123,6,12123
3001389,1,7,6213,12028,7,12028
300139,1,2,48,4135,2,4135
3001390,1,3,3409,6330,3,6330
3001391,1,2,877,2712,2,2712
3001392,1,1,53,2886,1,2886
3001393,1,2,204,4438,2,4438
3001394,1,6,838,9414,6,9414
3001395,1,11,1040,9166,11,9166
3001396,1,8,1246,9223,8,9223
3001397,1,6,997,8393,6,8393
3001398,1,11,935,10495,11,10495
3001399,1,4,679,9999,4,9999
30014,1,5,861,3030,5,3030
300140,1,2,53899,54504,2,54504
3001400,1,7,2540,5550,7,5550
3001401,1,4,747,8536,4,8536
3001402,1,8,1401,11028,8,11028
3001403,1,1,281,4537,1,4537
3001404,0,0,0,0,0,0
3001405,1,4,265,8590,4,8590
3001406,1,4,681,8684,4,8684
3001407,1,0,0,2176,0,2176
3001408,1,5,1658,4051,5,4051
3001409,1,6,497,7043,6,7043
300141,1,0,0,0,0,0
3001410,1,10,2235,9116,10,9116
3001411,1,1,27,4158,1,4158
3001412,1,2,165,4428,2,4428
3001413,1,2,36,6706,2,6706
3001414,1,4,240,5981,4,5981
3001415,1,1,206,7103,1,7103
3001416,1,7,1192,7400,7,7400
3001417,1,6,1142,6960,6,6960
3001418,1,6,1653,10566,6,10566
3001419,1,8,601,8255,8,8255
300142,0,0,0,0,0,0
3001420,1,10,661,9102,10,9102
3001421,1,2,464,8544,2,8544
3001422,1,6,2929,5815,6,5815
3001423,1,3,261,7526,3,7526
3001424,1,0,0,7735,0,7735
3001425,1,0,0,1493,0,1493
3001426,1,1,43,423,1,423
3001427,1,2,412,7607,2,7607
3001428,1,2,205,9720,2,9720
3001429,1,0,0,732,0,732
300143,0,0,0,0,0,0
3001430,1,2,221,5437,2,5437
3001431,1,3,171,3675,3,3675
3001432,1,4,476,7161,4,7161
3001433,1,7,1468,7694,7,7694
3001434,1,4,758,7398,4,7398
3001435,1,4,694,5489,4,5489
3001436,1,4,725,9210,4,9210
3001437,1,7,891,10575,7,10575
3001438,1,5,450,8519,5,8519
3001439,1,0,0,2394,0,2394
300144,1,0,0,135,0,135
3001440,1,4,656,8407,4,8407
3001441,1,7,1377,10747,7,10747
3001442,1,4,1599,11157,4,11157
3001443,1,1,379,8996,1,8996
3001444,1,3,337,6850,3,6850
3001445,1,3,371,7662,3,7662
3001446,1,3,306,5640,3,5640
3001447,0,0,0,0,0,0
3001448,1,4,362,4970,4,4970
3001449,1,5,873,8586,5,8586
300145,0,0,0,0,0,0
3001450,1,3,273,6367,3,6367
3001451,1,0,0,550,0,550
3001452,1,6,740,6174,6,6174
3001453,1,5,707,5508,5,5508
3001454,1,1,92,8039,1,8039
3001455,1,3,829,8611,3,8611
3001456,1,4,642,5213,4,5213
3001457,1,2,181,4365,2,4365
3001458,1,1,222,6436,1,6436
3001459,1,10,1525,11526,10,11526
300146,1,2,285,438,2,438
3001460,1,4,1171,7248,4,7248
3001461,1,1,240,502,1,502
3001462,1,4,327,4966,4,4966
3001463,1,5,2072,10251,5,10251
3001464,1,7,2143,8990,7,8990
3001465,1,7,714,7751,7,7751
3001466,1,2,73,7877,2,7877
3001467,1,4,541,4367,4,4367
3001468,1,1,334,2910,1,2910
3001469,1,0,0,325,0,325
300147,1,14,5763,6693,14,6693
3001470,1,1,103,2910,1,2910
3001471,1,0,0,933,0,933
3001472,0,0,0,0,0,0
3001473,0,0,0,0,0,0
3001474,1,6,570,8805,6,8805
3001475,1,2,122,6138,2,6138
3001476,1,0,0,1393,0,1393
3001477,1,1,61,3140,1,3140
3001478,1,1,186,7515,1,7515
3001479,1,3,529,6394,3,6394
300148,1,4,363,3382,4,3382
3001480,1,6,411,7646,6,7646
3001481,1,5,780,10173,5,10173
3001482,1,6,1241,11037,6,11037
3001483,1,4,2364,7569,4,7569
3001484,1,5,744,6964,5,6964
3001485,1,7,213,7937,7,7937
3001486,1,3,194,6338,3,6338
3001487,1,6,810,8333,6,8333
3001488,1,2,210,6666,2,6666
3001489,1,1,185,1013,1,1013
300149,1,4,826,6009,4,6009
3001490,1,0,0,1174,0,1174
3001491,0,0,0,0,0,0
3001492,0,0,0,0,0,0
3001493,0,0,0,0,0,0
3001494,0,0,0,0,0,0
3001495,0,0,0,0,0,0
3001496,1,5,170,11712,5,11712
3001497,1,4,410,5282,4,5282
3001498,0,0,0,0,0,0
3001499,1,0,0,5,0,5
30015,1,3,411,2450,3,2450
300150,1,4,332,5959,4,5959
3001500,1,1,51,1476,1,1476
3001501,1,3,277,2294,3,2294
3001502,1,6,323,4416,6,4416
3001503,1,5,217,8228,5,8228
3001504,1,5,358,10893,5,10893
3001505,1,8,921,9410,8,9410
3001506,1,9,1883,11558,9,11558
3001507,1,5,811,8384,5,8384
3001508,1,3,306,8115,3,8115
3001509,1,2,137,6656,2,6656
300151,1,4,940,7522,4,7522
3001510,1,0,0,2567,0,2567
3001511,1,0,0,28,0,28
3001512,0,0,0,0,0,0
3001513,0,0,0,0,0,0
3001514,0,0,0,0,0,0
3001515,0,0,0,0,0,0
3001516,0,0,0,0,0,0
3001517,0,0,0,0,0,0
3001518,1,1,21,4554,1,4554
3001519,1,0,0,1554,0,1554
300152,1,3,554,6142,3,6142
3001520,0,0,0,0,0,0
3001521,1,0,0,0,0,0
3001522,1,0,0,0,0,0
3001523,0,0,0,0,0,0
3001524,0,0,0,0,0,0
3001525,1,1,318,2038,1,2038
3001526,1,8,813,5405,8,5405
3001527,1,2,118,4193,2,4193
3001528,1,3,476,7403,3,7403
3001529,1,4,1903,7918,4,7918
300153,1,1,25,3570,1,3570
3001530,1,3,719,3183,3,3183
3001531,1,0,0,274,0,274
3001532,0,0,0,0,0,0
3001533,0,0,0,0,0,0
3001534,0,0,0,0,0,0
3001535,0,0,0,0,0,0
3001536,0,0,0,0,0,0
3001537,0,0,0,0,0,0
3001538,0,0,0,0,0,0
3001539,0,0,0,0,0,0
300154,1,5,516,2831,5,2831
300155,1,4,2184,3720,4,3720
300156,1,24,48488,50619,24,50619
300157,0,18,57748,57797,18,57797
300158,1,6,2755,3131,6,3131
300159,1,5,1484,2747,5,2747
30016,1,5,1506,7168,5,7168
300160,1,9,947,3846,9,3846
300161,1,2,204,2572,2,2572
300162,1,1,23402,24430,1,24430
300163,1,0,0,635,0,635
300164,1,0,0,790,0,790
300165,0,0,0,0,0,0
300166,0,0,0,0,0,0
300167,0,0,0,0,0,0
300168,0,0,0,0,0,0
300169,1,3,1878,3318,3,3318
30017,1,0,0,12945,0,12945
300170,1,1,57,4543,1,4543
300171,1,2,266,6901,2,6901
300172,1,4,423,8735,4,8735
300173,1,3,268,5607,3,5607
300174,1,5,2023,4688,5,4688
300175,1,4,1335,4231,4,4231
300176,1,5,510,4395,5,4395
300177,1,2,564,3211,2,3211
300178,1,9,17357,18580,9,18580
300179,1,4,6944,8455,4,8455
30018,1,1,17,1063,1,1063
300180,1,7,34831,35846,7,35846
300181,1,5,3666,9078,5,9078
300182,1,1,169,7436,1,7436
300183,1,0,0,516,0,516
300184,0,0,0,0,0,0
300185,0,0,0,0,0,0
300186,1,0,0,32,0,32
300187,1,0,0,37,0,37
300188,0,0,0,0,0,0
300189,0,0,0,0,0,0
30019,0,0,0,0,0,0
300190,0,0,0,0,0,0
300191,1,0,0,195,0,195
300192,1,2,684,4836,2,4836
300193,1,4,1019,7920,4,7920
300194,1,6,3119,8433,6,8433
300195,1,2,237,3743,2,3743
300196,1,3,1617,9069,3,9069
300197,1,3,1686,3227,3,3227
300198,1,5,402,3322,5,3322
300199,1,1,16,3729,1,3729
3002,0,0,0,0,0,0
30020,1,1,17,2551,1,2551
300200,1,1,629,3124,1,3124
300201,1,2,291,4163,2,4163
300202,1,10,2443,4342,10,4342
300203,1,1,41,6502,1,6502
300204,1,0,0,9160,0,9160
300205,1,0,0,334,0,334
300206,0,0,0,0,0,0
300207,0,0,0,0,0,0
300208,0,0,0,0,0,0
300209,0,0,0,0,0,0
30021,1,1,133,2754,1,2754
300210,1,0,0,465,0,465
300211,1,0,0,611,0,611
300212,1,6,497,2191,6,2191
300213,1,4,490,816,4,816
300214,1,2,2933,7504,2,7504
300215,1,7,4884,12350,7,12350
300216,1,5,4527,11379,5,11379
300217,1,4,397,3987,4,3987
300218,1,6,1253,8519,6,8519
300219,1,2,881,1677,2,1677
30022,0,0,0,0,0,0
300220,1,8,2338,13440,8,13440
300221,1,0,0,5755,0,5755
300222,1,1,1772,8364,1,8364
300223,1,5,1275,6742,5,6742
300224,1,1,125,4789,1,4789
300225,1,2,300,4997,2,4997
300226,1,1,7348,10646,1,10646
300227,1,0,0,0,0,0
300228,0,0,0,0,0,0
300229,0,0,0,0,0,0
30023,0,0,0,0,0,0
300230,1,0,0,2139,0,2139
300231,1,0,0,2712,0,2712
300232,1,0,0,1457,0,1457
300233,1,2,839,2715,2,2715
300234,1,0,0,1411,0,1411
300235,1,1,64,279,1,279
300236,1,4,614,2338,4,2338
300237,1,3,85,7310,3,7310
300238,1,3,166,5428,3,5428
300239,1,3,2744,7121,3,7121
30024,0,0,0,0,0,0
300240,1,3,1267,7516,3,7516
300241,1,0,0,2192,0,2192
300242,1,15,4796,15373,15,15373
300243,1,1,163,5923,1,5923
300244,1,5,1863,6795,5,6795
300245,1,10,5371,10646,10,10646
300246,1,7,2385,5575,7,5575
300247,1,0,0,1002,0,1002
300248,0,0,0,0,0,0
300249,0,0,0,0,0,0
30025,1,1,19,3191,1,3191
300250,0,0,0,0,0,0
300251,1,3,28695,31282,3,31282
300252,1,2,22272,30285,2,30285
300253,1,5,9923,33610,5,33610
300254,1,2,670,4959,2,4959
300255,1,1,672,5125,1,5125
300256,1,0,0,1203,0,1203
300257,0,0,0,0,0,0
300258,1,0,0,126,0,126
300259,1,4,351,3257,4,3257
30026,1,5,313,13609,5,13609
300260,1,3,303,7547,3,7547
300261,1,2,152,3509,2,3509
300262,1,6,1140,5207,6,5207
300263,1,3,255,2424,3,2424
300264,1,3,13410,11896,3,11896
300265,1,4,680,6645,4,6645
300266,1,1,345,9330,1,9330
300267,1,9,2831,8525,9,8525
300268,1,8,2063,9002,8,9002
300269,1,1,59,2230,1,2230
30027,1,5,5998,8719,5,8719
300270,1,2,191,1844,2,1844
300271,1,1,257,329,1,329
300272,1,0,0,3651,0,3651
300273,1,7,4022,15379,7,15379
300274,1,11,3871,12092,11,12092
300275,1,3,4180,6048,3,6048
300276,1,1,89,734,1,734
300277,0,2,169,169,2,169
300278,0,0,0,0,0,0
300279,0,0,0,0,0,0
30028,1,0,0,0,0,0
300280,0,0,0,0,0,0
300281,0,0,0,0,0,0
300282,1,0,0,317,0,317
300283,1,1,66,994,1,994
300284,1,0,0,70,0,70
300285,1,0,0,42,0,42
300286,1,7,506,5938,7,5938
300287,1,6,2211,6746,6,6746
300288,1,6,2426,12877,6,12877
300289,1,3,579,6008,3,6008
30029,1,0,0,88,0,88
300290,1,2,50,3135,2,3135
300291,1,2,77,2509,2,2509
300292,1,6,284,5492,6,5492
300293,1,3,704,2951,3,2951
300294,1,5,736,11313,5,11313
300295,1,6,1156,13690,6,13690
300296,1,6,633,3487,6,3487
300297,0,0,0,0,0,0
300298,0,0,0,0,0,0
300299,0,0,0,0,0,0
3003,1,5,923,3079,5,3079
30030,1,4,2543,2169,4,2169
300300,0,0,0,0,0,0
300301,0,0,0,0,0,0
300302,0,0,0,0,0,0
300303,0,0,0,0,0,0
300304,0,0,0,0,0,0
300305,0,0,0,0,0,0
300306,0,0,0,0,0,0
300307,0,0,0,0,0,0
300308,1,6,761,6982,6,6982
300309,1,4,697,3239,4,3239
30031,1,6,790,6975,6,6975
300310,1,5,582,3238,5,3238
300311,1,1,19,5232,1,5232
300312,1,2,38,5128,2,5128
300313,1,5,969,4947,5,4947
300314,1,4,497,3801,4,3801
300315,1,0,0,3275,0,3275
300316,1,6,956,10610,6,10610
300317,1,5,1045,11078,5,11078
300318,1,9,4730,9112,9,9112
300319,0,0,0,0,0,0
30032,1,9,543,7404,9,7404
300320,0,0,0,0,0,0
300321,0,0,0,0,0,0
300322,0,0,0,0,0,0
300323,0,0,0,0,0,0
300324,0,0,0,0,0,0
300325,0,0,0,0,0,0
300326,0,0,0,0,0,0
300327,0,0,0,0,0,0
300328,0,0,0,0,0,0
300329,0,0,0,0,0,0
30033,1,6,2252,8121,6,8121
300330,1,8,1269,10061,8,10061
300331,1,2,167,9007,2,9007
300332,1,8,1067,10642,8,10642
300333,1,11,1745,14795,11,14795
300334,1,6,979,14203,6,14203
300335,1,3,561,5477,3,5477
300336,1,2,918,7483,2,7483
300337,1,3,417,5789,3,5789
