stem,has_gt,n_spur,spur_area,fp_px,ref_fp_inst,ref_fp_px
3001371,1,0,0,133,0,133
3001372,1,5,696,6310,5,6310
3001373,1,4,988,10798,4,10798
3001374,1,8,862,13971,8,13971
3001375,1,5,528,10525,5,10525
3001376,1,2,421,4232,2,4232
3001377,1,1,25,6128,1,6128
3001378,1,6,1114,12011,6,12011
3001379,1,6,1000,15179,6,15179
300138,1,3,183,2539,3,2539
3001380,1,5,909,11487,5,11487
3001381,1,1,369,5834,1,5834
3001382,1,0,0,369,0,369
3001383,1,4,404,5245,4,5245
3001384,1,4,574,6508,4,6508
3001385,1,1,23,3245,1,3245
3001386,1,4,849,5933,4,5933
3001387,1,4,936,9633,4,9633
3001388,1,9,1667,12928,9,12928
3001389,1,9,14588,22305,9,22305
300139,1,0,0,3525,0,3525
3001390,1,3,3497,6467,3,6467
3001391,1,3,743,2383,3,2383
3001392,1,3,2961,7782,3,7782
3001393,1,2,228,5876,2,5876
3001394,1,6,814,10960,6,10960
3001395,1,8,837,9350,8,9350
3001396,1,9,1630,10338,9,10338
3001397,1,2,562,9436,2,9436
3001398,1,7,614,10655,7,10655
3001399,1,3,652,11197,3,11197
30014,1,7,1013,3212,7,3212
300140,1,2,54225,54993,2,54993
3001400,1,6,2986,6798,6,6798
3001401,1,3,689,9519,3,9519
3001402,1,4,1169,11215,4,11215
3001403,1,2,314,4438,2,4438
3001404,0,0,0,0,0,0
3001405,1,3,455,9385,3,9385
3001406,1,7,666,9233,7,9233
3001407,1,1,55,3046,1,3046
3001408,1,6,1665,4108,6,4108
3001409,1,6,1076,7627,6,7627
300141,1,0,0,0,0,0
3001410,1,12,2175,9483,12,9483
3001411,1,6,1488,5831,6,5831
3001412,1,1,77,4149,1,4149
3001413,1,3,125,6817,3,6817
3001414,1,2,181,6217,2,6217
3001415,1,2,445,7540,2,7540
3001416,1,4,1442,8599,4,8599
3001417,1,7,1338,7404,7,7404
3001418,1,5,332,12883,5,12883
3001419,1,6,643,12742,6,12742
300142,0,0,0,0,0,0
3001420,1,6,524,9937,6,9937
3001421,1,6,1403,9382,6,9382
3001422,1,6,2889,5771,6,5771
3001423,1,2,263,7903,2,7903
3001424,1,4,155,7539,4,7539
3001425,1,0,0,1551,0,1551
3001426,1,1,28,476,1,476
3001427,1,2,343,6621,2,6621
3001428,1,3,568,10779,3,10779
3001429,1,0,0,791,0,791
300143,0,0,0,0,0,0
3001430,1,1,238,5877,1,5877
3001431,1,2,143,3823,2,3823
3001432,1,7,428,7896,7,7896
3001433,1,8,1484,8711,8,8711
3001434,1,4,758,7662,4,7662
3001435,1,5,633,5643,5,5643
3001436,1,3,686,9227,3,9227
3001437,1,5,836,10840,5,10840
3001438,1,4,1066,9680,4,9680
3001439,1,0,0,2419,0,2419
300144,1,0,0,167,0,167
3001440,1,2,423,8750,2,8750
3001441,1,9,2232,12981,9,12981
3001442,1,7,1954,13128,7,13128
3001443,1,4,810,9472,4,9472
3001444,1,4,682,7787,4,7787
3001445,1,6,407,7915,6,7915
3001446,1,5,1270,6945,5,6945
3001447,0,0,0,0,0,0
3001448,1,2,103,5041,2,5041
3001449,1,2,455,9238,2,9238
300145,0,0,0,0,0,0
3001450,1,2,187,6385,2,6385
3001451,1,0,0,788,0,788
3001452,1,6,705,6808,6,6808
3001453,1,3,137,5565,3,5565
3001454,1,3,208,8476,3,8476
3001455,1,6,1011,9088,6,9088
3001456,1,4,779,5524,4,5524
3001457,1,3,315,4421,3,4421
3001458,1,1,20,6293,1,6293
3001459,1,5,971,12303,5,12303
300146,1,3,290,497,3,497
3001460,1,5,1239,9465,5,9465
3001461,1,1,236,556,1,556
3001462,1,2,145,5501,2,5501
3001463,1,6,1762,10890,6,10890
3001464,1,6,2015,9720,6,9720
3001465,1,5,952,8779,5,8779
3001466,1,1,39,8940,1,8940
3001467,1,3,596,4530,3,4530
3001468,1,0,0,2594,0,2594
3001469,1,0,0,263,0,263
300147,1,14,5764,7575,14,7575
3001470,1,1,29,3246,1,3246
3001471,1,0,0,1032,0,1032
3001472,0,0,0,0,0,0
3001473,0,0,0,0,0,0
3001474,1,6,594,9397,6,9397
3001475,1,4,938,9814,4,9814
3001476,1,0,0,1351,0,1351
3001477,1,1,534,3622,1,3622
3001478,1,1,71,9253,1,9253
3001479,1,7,639,6670,7,6670
300148,1,4,252,3767,4,3767
3001480,1,3,346,8192,3,8192
3001481,1,5,1050,11008,5,11008
3001482,1,3,58,12588,3,12588
3001483,1,3,1327,8542,3,8542
3001484,1,3,510,7214,3,7214
3001485,1,6,555,8790,6,8790
3001486,1,4,501,7219,4,7219
3001487,1,5,608,9305,5,9305
3001488,1,2,180,7236,2,7236
3001489,1,1,271,1300,1,1300
300149,1,2,287,6151,2,6151
3001490,1,0,0,1162,0,1162
3001491,0,0,0,0,0,0
3001492,0,0,0,0,0,0
3001493,0,0,0,0,0,0
3001494,0,0,0,0,0,0
3001495,0,0,0,0,0,0
3001496,1,4,162,12842,4,12842
3001497,1,3,422,4822,3,4822
3001498,0,0,0,0,0,0
3001499,1,0,0,1,0,1
30015,1,2,398,2622,2,2622
300150,1,4,511,8416,4,8416
3001500,1,1,450,2260,1,2260
3001501,1,0,0,2030,0,2030
3001502,1,3,229,4705,3,4705
3001503,1,3,355,8807,3,8807
3001504,1,5,567,11267,5,11267
3001505,1,6,1021,10091,6,10091
3001506,1,11,2130,11540,11,11540
3001507,1,2,576,8872,2,8872
3001508,1,3,212,8270,3,8270
3001509,1,2,458,6674,2,6674
300151,1,3,382,8195,3,8195
3001510,1,0,0,2727,0,2727
3001511,1,0,0,50,0,50
3001512,0,0,0,0,0,0
3001513,0,0,0,0,0,0
3001514,0,0,0,0,0,0
3001515,0,0,0,0,0,0
3001516,0,0,0,0,0,0
3001517,0,0,0,0,0,0
3001518,1,0,0,4730,0,4730
3001519,1,0,0,1458,0,1458
300152,1,3,293,5736,3,5736
3001520,0,0,0,0,0,0
3001521,1,0,0,0,0,0
3001522,1,0,0,0,0,0
3001523,0,0,0,0,0,0
3001524,0,0,0,0,0,0
3001525,1,3,183,1764,3,1764
3001526,1,2,585,5768,2,5768
3001527,1,2,330,4328,2,4328
3001528,1,3,355,6905,3,6905
3001529,1,7,1353,6875,7,6875
300153,1,0,0,4857,0,4857
3001530,1,2,247,3321,2,3321
3001531,1,1,154,955,1,955
3001532,0,0,0,0,0,0
3001533,0,0,0,0,0,0
3001534,0,0,0,0,0,0
3001535,0,0,0,0,0,0
3001536,0,0,0,0,0,0
3001537,0,0,0,0,0,0
3001538,0,0,0,0,0,0
3001539,0,0,0,0,0,0
300154,1,7,3150,5493,7,5493
300155,1,4,2246,4012,4,4012
300156,1,17,41709,42239,17,42239
300157,0,16,39462,39480,16,39480
300158,1,7,5576,5965,7,5965
300159,1,3,721,2145,3,2145
30016,1,8,1541,7922,8,7922
300160,1,8,1967,5438,8,5438
300161,1,6,408,3323,6,3323
300162,1,1,32860,34213,1,34213
300163,1,0,0,476,0,476
300164,1,0,0,749,0,749
300165,0,0,0,0,0,0
300166,0,0,0,0,0,0
300167,0,0,0,0,0,0
300168,0,0,0,0,0,0
300169,1,2,1317,3378,2,3378
30017,1,0,0,12548,0,12548
300170,1,2,75,4977,2,4977
300171,1,3,198,8153,3,8153
300172,1,6,478,9647,6,9647
300173,1,2,236,8180,2,8180
300174,1,5,861,5280,5,5280
300175,1,3,469,4754,3,4754
300176,1,3,239,4127,3,4127
300177,1,2,378,4348,2,4348
300178,1,11,16726,18423,11,18423
300179,1,4,1473,2514,4,2514
30018,1,3,1858,3132,3,3132
300180,1,8,33000,34061,8,34061
300181,1,5,3313,8601,5,8601
300182,1,0,0,6288,0,6288
300183,1,0,0,691,0,691
300184,0,0,0,0,0,0
300185,0,0,0,0,0,0
300186,1,0,0,30,0,30
300187,1,0,0,31,0,31
300188,0,0,0,0,0,0
300189,0,0,0,0,0,0
30019,0,0,0,0,0,0
300190,0,0,0,0,0,0
300191,1,1,57,207,1,207
300192,1,3,873,6629,3,6629
300193,1,6,1835,8488,6,8488
300194,1,5,1324,7841,5,7841
300195,1,4,322,4722,4,4722
300196,1,3,343,10107,3,10107
300197,1,1,70,3267,1,3267
300198,1,2,139,4316,2,4316
300199,1,1,17,3524,1,3524
3002,0,0,0,0,0,0
30020,1,0,0,3626,0,3626
300200,1,1,530,4031,1,4031
300201,1,6,2570,5363,6,5363
300202,1,8,3306,4693,8,4693
300203,1,2,68,5285,2,5285
300204,1,2,69,11308,2,11308
300205,1,0,0,322,0,322
300206,0,0,0,0,0,0
300207,0,0,0,0,0,0
300208,0,0,0,0,0,0
300209,0,0,0,0,0,0
30021,1,3,172,3712,3,3712
300210,1,0,0,629,0,629
300211,1,1,106,679,1,679
300212,1,5,521,2546,5,2546
300213,1,5,1174,943,5,943
300214,1,1,1097,6336,1,6336
300215,1,8,2501,10800,8,10800
300216,1,5,3795,10312,5,10312
300217,1,1,219,5415,1,5415
300218,1,6,499,7822,6,7822
300219,1,2,1248,2379,2,2379
30022,0,0,0,0,0,0
300220,1,9,2495,12672,9,12672
300221,1,1,125,5477,1,5477
300222,1,2,1912,7852,2,7852
300223,1,9,1539,7046,9,7046
300224,1,0,0,4312,0,4312
300225,1,0,0,5141,0,5141
300226,1,5,7286,16201,5,16201
300227,1,0,0,0,0,0
300228,0,0,0,0,0,0
300229,0,0,0,0,0,0
30023,0,0,0,0,0,0
300230,1,0,0,2052,0,2052
300231,1,0,0,2725,0,2725
300232,1,0,0,1734,0,1734
300233,1,1,36,3080,1,3080
300234,1,2,45,1872,2,1872
300235,1,2,7210,7512,2,7512
300236,1,3,3509,6179,3,6179
300237,1,6,353,7944,6,7944
300238,1,2,127,6453,2,6453
300239,1,2,779,6060,2,6060
30024,0,0,0,0,0,0
300240,1,4,1157,7239,4,7239
300241,1,1,70,2588,1,2588
300242,1,15,5916,16391,15,16391
300243,1,2,264,5698,2,5698
300244,1,11,2701,6387,11,6387
300245,1,9,5800,11379,9,11379
300246,1,5,2333,6075,5,6075
300247,1,2,48,913,2,913
300248,0,0,0,0,0,0
300249,0,0,0,0,0,0
30025,1,1,25,3956,1,3956
300250,0,0,0,0,0,0
300251,1,4,5167,7907,4,7907
300252,1,5,10320,18125,5,18125
300253,1,1,1318,38530,1,38530
300254,1,1,647,6830,1,6830
300255,1,3,737,6095,3,6095
300256,1,0,0,1536,0,1536
300257,0,0,0,0,0,0
300258,1,1,20,147,1,147
300259,1,5,355,3693,5,3693
30026,1,5,27096,41643,5,41643
300260,1,3,242,5942,3,5942
300261,1,4,358,2554,4,2554
300262,1,4,1608,6798,4,6798
300263,1,4,260,2611,4,2611
300264,1,3,13066,10257,3,10257
300265,1,3,257,6583,3,6583
300266,1,5,4333,13942,5,13942
300267,1,11,2614,9511,11,9511
300268,1,12,2404,9307,12,9307
300269,1,2,99,2663,2,2663
30027,1,4,23787,26663,4,26663
300270,1,1,115,2035,1,2035
300271,1,1,202,261,1,261
300272,1,1,256,3957,1,3957
300273,1,5,483,14156,5,14156
300274,1,12,3303,12157,12,12157
300275,1,4,4693,6430,4,6430
300276,1,1,107,769,1,769
300277,0,2,173,186,2,186
300278,0,0,0,0,0,0
300279,0,0,0,0,0,0
30028,1,0,0,0,0,0
300280,0,0,0,0,0,0
300281,0,0,0,0,0,0
300282,1,0,0,313,0,313
300283,1,1,49,1013,1,1013
300284,1,1,90,204,1,204
300285,1,0,0,31,0,31
300286,1,5,213,6278,5,6278
300287,1,5,1690,7629,5,7629
300288,1,3,2735,11186,3,11186
300289,1,8,1232,6529,8,6529
30029,1,0,0,115,0,115
300290,1,0,0,3580,0,3580
300291,1,2,98,2845,2,2845
300292,1,1,35,6427,1,6427
300293,1,5,637,2948,5,2948
300294,1,4,488,11449,4,11449
300295,1,11,3709,16800,11,16800
300296,1,2,299,3358,2,3358
300297,0,0,0,0,0,0
300298,0,0,0,0,0,0
300299,0,0,0,0,0,0
3003,1,2,4323,7083,2,7083
30030,1,3,2385,2478,3,2478
300300,0,0,0,0,0,0
300301,0,0,0,0,0,0
300302,0,0,0,0,0,0
300303,0,0,0,0,0,0
300304,0,0,0,0,0,0
300305,0,0,0,0,0,0
300306,0,0,0,0,0,0
300307,0,0,0,0,0,0
300308,1,4,741,7637,4,7637
300309,1,4,1201,4016,4,4016
30031,1,7,2343,9239,7,9239
300310,1,5,793,3719,5,3719
300311,1,1,47,2294,1,2294
300312,1,1,352,5601,1,5601
300313,1,5,838,6442,5,6442
300314,1,3,278,4546,3,4546
300315,1,2,43,4187,2,4187
300316,1,5,637,12609,5,12609
300317,1,5,1147,11948,5,11948
300318,1,8,5317,9629,8,9629
300319,0,0,0,0,0,0
30032,1,7,1366,10191,7,10191
300320,0,0,0,0,0,0
300321,0,0,0,0,0,0
300322,0,0,0,0,0,0
300323,0,0,0,0,0,0
300324,0,0,0,0,0,0
300325,0,0,0,0,0,0
300326,0,0,0,0,0,0
300327,0,0,0,0,0,0
300328,0,0,0,0,0,0
300329,0,0,0,0,0,0
30033,1,5,2450,9624,5,9624
300330,1,6,930,10983,6,10983
300331,1,1,129,9366,1,9366
300332,1,8,1476,13315,8,13315
300333,1,12,2008,15475,12,15475
300334,1,7,1013,15232,7,15232
300335,1,2,676,5800,2,5800
300336,1,3,2245,11491,3,11491
300337,1,5,892,7001,5,7001
