stem,tp,fp,fn,n_gt,found,merges,splits,fp_inst,n_pred_inst,boundary_iou
austin2_r0c4,24297,6429,270847,152,18,5,1,27,41,0.021183063831975116
austin2_r1c0,40777,5474,79190,39,14,0,0,12,26,0.09931554686408717
austin2_r1c1,88646,19170,135323,44,20,0,0,52,72,0.13382847251574986
austin2_r1c2,37005,3152,126734,77,19,0,0,16,35,0.08671069511094218
austin2_r1c3,4971,336,44328,28,3,0,0,2,5,0.04780183964655609
austin2_r1c4,13422,1835,184962,123,13,0,0,5,18,0.019722579283617595
austin2_r2c0,62546,18081,124434,42,27,4,0,33,56,0.10162366548042705
austin2_r2c1,32219,16793,188145,67,11,1,0,37,47,0.06355559711961097
austin2_r2c2,53063,5592,175252,111,26,1,2,9,36,0.09724950884086445
austin2_r2c3,19711,1425,150650,91,13,1,1,6,19,0.049818173705463716
austin2_r2c4,23598,2501,156027,123,21,0,0,5,26,0.05504905260152155
austin2_r3c0,56416,7024,157324,76,29,0,0,13,42,0.09451176051318604
austin2_r3c1,36589,5662,128081,75,25,1,0,17,41,0.0872949373787264
austin2_r3c2,14391,1080,137172,50,10,0,0,15,25,0.052719665271966525
austin2_r3c3,27791,2737,194593,84,18,0,0,12,30,0.05950572967002623
austin2_r3c4,15830,2790,168713,60,6,0,0,14,20,0.02585870956967099
austin2_r4c0,45112,6753,141817,107,26,3,0,9,32,0.09894959171742697
austin2_r4c1,51339,14794,72489,66,25,3,0,15,37,0.11851815287410222
austin2_r4c2,21583,2184,117316,80,18,0,1,11,30,0.0886514506360583
austin2_r4c3,34816,4179,150962,89,27,0,4,15,46,0.06818726531916594
austin2_r4c4,31484,6048,126283,58,13,0,1,2,16,0.024428029988657427
austin3_r0c0,7756,1178,56286,14,1,0,0,9,10,0.024920999712726228
austin3_r0c1,12726,897,43851,22,8,0,0,5,13,0.10314348848813172
austin3_r0c2,29778,1938,162312,75,15,0,0,13,28,0.07597224230157583
austin3_r0c3,7333,217,126737,65,7,0,0,9,16,0.03181948744135576
austin3_r0c4,17933,2133,151032,96,17,1,0,3,19,0.05514571948998179
austin3_r1c0,14070,621,60156,32,9,0,0,2,11,0.06393953934740883
austin3_r1c1,52288,2847,88150,47,13,2,2,11,24,0.11519723932607077
austin3_r1c2,25056,3245,133974,79,16,0,0,5,21,0.07443490811618857
austin3_r1c3,20471,2055,152703,83,14,0,2,14,30,0.05342904522841371
austin3_r1c4,30077,2927,216290,140,25,1,0,11,35,0.06205225817615504
austin3_r2c0,17433,2543,170580,77,15,0,0,9,24,0.030815353614783506
austin3_r2c1,27671,2643,154894,81,15,0,0,15,30,0.07904168098581177
austin3_r2c2,14821,1453,112946,71,13,0,0,6,19,0.0640657990104938
austin3_r2c3,36537,2732,179842,116,24,1,0,8,31,0.0820543093270366
austin3_r2c4,7641,1007,192926,86,9,0,0,4,13,0.023308435852372585
austin3_r3c0,15336,1455,131660,67,9,0,1,8,18,0.048918760958503796
austin3_r3c1,52270,6082,147943,106,31,1,1,10,41,0.13016680802940345
austin3_r3c2,36688,3286,149617,114,26,0,1,11,38,0.0983120564747735
austin3_r3c3,34902,2165,181393,154,24,1,2,14,38,0.058605472197705205
austin3_r3c4,48699,5114,154976,110,21,1,0,16,36,0.04543536104229746
austin3_r4c0,13979,699,93424,47,7,0,0,1,8,0.0616522290302134
austin3_r4c1,34708,4252,167391,102,23,0,1,11,35,0.09151798172989264
austin3_r4c2,132945,36731,98116,73,41,7,1,22,57,0.1627270737579339
austin3_r4c3,65371,10441,69582,48,16,0,3,12,31,0.09465924241235982
austin3_r4c4,48172,5856,138431,122,34,1,2,17,52,0.07709259191243986
austin4_r0c0,78442,11674,104326,23,5,0,1,8,14,0.029585387874157928
austin4_r0c1,19839,6392,93238,40,8,0,0,13,21,0.08509733007126902
austin4_r0c2,10757,703,69087,31,6,0,0,4,10,0.053575206261899724
austin4_r0c3,0,0,1544,4,0,0,0,0,0,0.0
austin4_r0c4,2670,316,10014,9,2,0,0,0,2,0.05349372920399283
austin4_r1c0,26359,2111,154154,23,8,0,1,17,26,0.040341271707366226
austin4_r1c1,5197,1304,61690,18,4,0,0,8,12,0.030730037417403072
austin4_r1c2,5234,0,50380,5,1,0,0,1,2,0.0
austin4_r1c3,4424,251,6395,2,2,0,0,2,4,0.1288265306122449
austin4_r1c4,0,0,0,0,0,0,0,0,0,nan
austin4_r2c0,54864,4726,40631,12,9,0,2,8,19,0.09088095729317103
austin4_r2c1,25865,1396,95320,20,7,0,0,11,18,0.08397132686399766
austin4_r2c2,54881,4652,198225,12,5,0,0,28,33,0.039957292610327426
austin4_r2c3,3615,38,17574,3,1,0,0,0,1,0.135678391959799
austin4_r2c4,10381,882,8352,4,3,0,0,0,3,0.08593033913840513
austin4_r3c0,81889,10970,139763,25,14,0,1,5,20,0.07622921825256455
austin4_r3c1,6644,242,66357,21,6,0,1,8,15,0.03617051815702598
austin4_r3c2,9586,845,60934,29,7,0,0,0,7,0.05181316746860697
austin4_r3c3,16835,2869,114458,49,11,0,0,2,13,0.05145764664469263
austin4_r3c4,111052,24844,116667,72,45,2,3,16,62,0.12872445616348055
austin4_r4c0,103826,16662,73643,54,35,0,1,9,45,0.09661298231056463
austin4_r4c1,14277,1364,78528,35,9,0,0,10,19,0.0766916597241507
austin4_r4c2,30659,1580,143170,63,15,0,0,17,32,0.07575481756950043
austin4_r4c3,19732,1173,190163,87,11,0,0,6,17,0.05264558931935458
austin4_r4c4,56871,5279,171932,88,30,0,1,12,43,0.08369792657409168
austin5_r0c0,24002,2543,72776,36,13,0,0,5,18,0.11185315524274174
austin5_r0c1,755,325,34094,8,1,0,0,10,11,0.030878859857482184
austin5_r0c2,1698,82,15966,7,1,0,0,0,1,0.1107130060910068
austin5_r0c3,25697,1128,20570,12,4,0,1,6,11,0.1298729741568112
austin5_r0c4,76473,7120,146334,126,24,2,0,9,31,0.04865197300621655
austin5_r1c0,21478,2166,113842,52,13,0,2,11,26,0.060615328154627196
austin5_r1c1,17014,3768,102307,44,9,0,0,17,26,0.07832810398924249
austin5_r1c2,4028,102,14185,8,2,0,0,7,9,0.06339735222823047
austin5_r1c3,0,0,9808,4,0,0,0,0,0,0.0
austin5_r1c4,9790,1239,172773,53,1,0,0,10,11,0.005922425432674604
austin5_r2c0,27003,3192,92459,53,18,1,0,6,23,0.07282696339300113
austin5_r2c1,33090,4175,95977,46,15,0,1,9,25,0.09025882352941177
austin5_r2c2,36868,2139,55807,31,16,0,3,5,24,0.17648273583347102
austin5_r2c3,3949,255,10510,7,1,0,0,0,1,0.10923927349302448
austin5_r2c4,9841,2478,109980,24,7,0,0,0,7,0.02123293781782496
austin5_r3c0,8375,761,58175,38,5,0,0,6,11,0.05384766007440767
austin5_r3c1,15909,1299,115145,44,12,0,0,8,20,0.05782769024472008
austin5_r3c2,31903,3278,70232,34,17,0,1,8,26,0.12581712215483973
austin5_r3c3,10913,2510,66116,28,6,0,0,9,15,0.07402570264340194
austin5_r3c4,5,5918,606,4,0,0,0,2,2,0.0
austin5_r4c0,13441,3839,139204,54,10,0,0,8,18,0.02701624962615891
austin5_r4c1,32540,3210,97672,47,15,0,1,9,25,0.11118677042801556
austin5_r4c2,32105,1773,101784,42,13,0,0,8,21,0.08968115409354038
austin5_r4c3,12867,850,74659,27,7,0,0,6,13,0.07179115300942712
austin5_r4c4,9442,2317,14390,12,5,0,1,3,9,0.04403574666493978
chicago1_r0c0,133805,50281,167548,348,189,89,2,66,168,0.10832360949047064
chicago1_r0c1,153339,71282,149576,312,176,91,3,62,150,0.11845813204508857
chicago1_r0c2,104140,32769,173810,326,137,46,3,39,133,0.11474915932901822
chicago1_r0c3,94451,45567,137275,187,106,66,3,27,70,0.09352018870542528
chicago1_r0c4,65398,5757,187986,79,25,7,0,17,35,0.07584861735929782
chicago1_r1c0,85198,27405,232696,207,82,47,0,43,78,0.06843194632788523
chicago1_r1c1,54215,15476,98090,169,72,20,1,19,72,0.10864285180479785
chicago1_r1c2,65165,33241,99275,205,95,28,1,25,93,0.10508072878092134
chicago1_r1c3,109634,42014,117315,62,21,6,0,35,50,0.050832561343499845
chicago1_r1c4,0,49810,105816,3,0,0,0,35,35,0.0
chicago1_r2c0,124895,12555,91325,9,3,0,0,30,33,0.022616699539776464
chicago1_r2c1,20280,9718,20973,14,2,0,0,14,16,0.01925280770112308
chicago1_r2c2,102377,7908,100089,6,3,0,0,12,15,0.012804794987058984
chicago1_r2c3,22109,75610,145887,21,5,0,0,42,47,0.011397438707455302
chicago1_r2c4,0,99699,54369,5,0,0,0,19,19,0.0
chicago1_r3c0,1337,443,8823,5,2,0,0,1,3,0.016158648549394052
chicago1_r3c1,95282,2012,186298,13,2,0,0,31,33,0.00893643801132788
chicago1_r3c2,1221,380,46084,22,3,0,0,2,5,0.01964061847053907
chicago1_r3c3,5205,6674,18021,10,3,0,0,6,9,0.023894330661917484
chicago1_r3c4,3259,6272,4411,3,2,0,0,14,16,0.027960177928404998
chicago1_r4c0,0,696,4073,4,0,0,0,2,2,0.0
chicago1_r4c1,1835,137,7205,3,1,0,1,0,2,0.049087221095334685
chicago1_r4c2,0,0,18442,6,0,0,0,0,0,0.0
chicago1_r4c3,55770,14044,24494,10,2,0,0,13,15,0.03472813055920798
chicago1_r4c4,59857,9361,111724,20,5,0,0,22,27,0.03127416860015468
chicago2_r0c0,261742,17689,146591,47,16,3,4,37,54,0.05279533619362657
chicago2_r0c1,32776,8907,136491,72,18,1,1,3,21,0.04893273542600897
chicago2_r0c2,57054,10161,186617,229,68,6,0,20,82,0.07371405979468583
chicago2_r0c3,77601,8206,179718,189,56,11,0,22,67,0.07220371763188997
chicago2_r0c4,75977,13056,256385,327,87,18,1,20,90,0.06906325475558395
chicago2_r1c0,91951,17647,188905,257,77,12,3,18,86,0.052179065633387166
chicago2_r1c1,49612,14039,267109,261,56,5,0,16,67,0.0311985729903907
chicago2_r1c2,56130,13851,255057,312,73,12,2,30,93,0.03887132287720836
chicago2_r1c3,63211,14188,234258,238,76,10,0,15,81,0.04311638862108102
chicago2_r1c4,84402,18517,253086,292,87,17,2,27,99,0.05298515443471159
chicago2_r2c0,101980,45785,263074,289,115,61,2,36,92,0.05027785849193665
chicago2_r2c1,127226,37952,284784,217,94,49,4,51,100,0.053054709040777824
chicago2_r2c2,144201,57699,238608,285,137,66,3,43,117,0.050592891800294214
chicago2_r2c3,206307,93981,198376,247,153,99,3,30,87,0.062258483657042576
chicago2_r2c4,104447,38029,279793,276,120,65,7,53,115,0.04524032266605475
chicago2_r3c0,119250,60851,202888,337,189,120,6,37,112,0.062189454794775646
chicago2_r3c1,168962,82968,153185,342,237,173,3,51,118,0.07988385171948914
chicago2_r3c2,134670,83328,175644,339,184,133,2,56,109,0.05745943229529723
chicago2_r3c3,151170,101456,165889,286,191,131,1,53,114,0.06006600137700715
chicago2_r3c4,74978,40090,257253,347,129,69,3,37,100,0.04245887826501081
chicago2_r4c0,156896,102175,175802,340,216,164,0,51,103,0.06838482596793118
chicago2_r4c1,220254,150993,125639,402,300,255,2,57,104,0.07260982080581974
chicago2_r4c2,134832,68669,192230,312,185,129,3,54,113,0.06497750578608393
chicago2_r4c3,174866,120432,142731,346,218,167,4,46,101,0.07047634019808206
chicago2_r4c4,101685,50832,245447,398,154,92,4,61,127,0.0539307754225919
chicago3_r0c0,21734,4208,127879,133,22,5,0,11,28,0.04057866184448463
chicago3_r0c1,41391,5176,151388,117,19,1,0,12,30,0.028871705250053864
chicago3_r0c2,53620,17646,123482,68,28,2,1,15,42,0.05288980914656104
chicago3_r0c3,34791,21498,131071,95,25,4,0,9,30,0.03571813730776697
chicago3_r0c4,60613,14667,121375,87,15,3,3,11,26,0.026796561069058967
chicago3_r1c0,39113,7582,195045,213,36,8,2,20,50,0.04876174078799711
chicago3_r1c1,31174,7695,178111,174,34,10,2,14,40,0.038558653340347186
chicago3_r1c2,32462,15326,191674,157,25,3,2,13,37,0.027962347729789592
chicago3_r1c3,39187,15186,164595,171,42,8,2,17,53,0.046799024279921816
chicago3_r1c4,76278,28182,115012,149,60,22,2,5,45,0.07655121867544092
chicago3_r2c0,27535,6983,137130,162,41,11,0,18,48,0.04092213114754099
chicago3_r2c1,25907,5990,193944,134,32,2,0,16,46,0.02708286456522184
chicago3_r2c2,26967,11354,171296,144,26,2,1,22,47,0.03397726222386542
chicago3_r2c3,38527,14559,234885,185,32,4,0,26,54,0.02285781440512391
chicago3_r2c4,56904,18853,171147,188,55,14,3,22,66,0.048024332692281464
chicago3_r3c0,78867,8793,178011,214,63,6,0,3,60,0.092491559756921
chicago3_r3c1,58106,12127,186770,162,31,6,4,15,44,0.0372420028683669
chicago3_r3c2,43022,13483,230823,211,51,16,1,16,52,0.03137224821661425
chicago3_r3c3,34017,13799,186547,139,33,7,6,12,44,0.037926609322974474
chicago3_r3c4,60223,11183,152360,119,46,12,2,6,42,0.05835076708507671
chicago3_r4c0,69354,17995,221718,273,81,3,1,19,98,0.053191605580257165
chicago3_r4c1,51139,13493,197509,124,39,5,1,27,62,0.036319975986792735
chicago3_r4c2,76852,14433,163813,121,43,3,4,9,53,0.03299532979335935
chicago3_r4c3,79846,15209,164127,141,45,10,2,19,56,0.04522498452315011
chicago3_r4c4,67645,13154,175514,148,50,10,1,13,54,0.04260292079048325
chicago4_r0c0,52426,5575,186409,176,43,5,4,15,57,0.07183025446991617
chicago4_r0c1,62248,16899,196425,164,55,6,3,9,61,0.04911135683270854
chicago4_r0c2,30915,7909,45579,39,16,1,1,2,18,0.045178028269815707
chicago4_r0c3,22717,8797,95327,31,13,1,1,5,18,0.02649273803119957
chicago4_r0c4,44904,13045,138439,73,32,5,2,7,36,0.051597633136094674
chicago4_r1c0,25110,3308,146088,129,26,3,0,10,33,0.0502620500042959
chicago4_r1c1,34302,9149,153256,97,22,1,2,12,35,0.026794157822843334
chicago4_r1c2,10202,3752,68502,26,6,1,0,4,9,0.027447563328561648
chicago4_r1c3,21204,8436,146773,53,19,5,2,13,29,0.018614018491959355
chicago4_r1c4,67105,13040,161574,80,35,3,0,23,55,0.03174840045514746
chicago4_r2c0,53930,7426,181471,201,57,9,0,7,55,0.07906803994114538
chicago4_r2c1,74556,16568,201559,186,59,16,2,7,52,0.0410543893129771
chicago4_r2c2,44979,20275,199043,93,32,8,1,10,35,0.03287890938251804
chicago4_r2c3,32605,19926,189436,136,38,12,2,19,47,0.03408926533695495
chicago4_r2c4,61688,20503,183129,197,65,14,1,15,67,0.04491227162155168
chicago4_r3c0,30929,4944,235397,68,16,1,1,12,28,0.05041048963439844
chicago4_r3c1,39593,8776,136242,121,33,5,3,9,40,0.039163956888970695
chicago4_r3c2,17716,6540,103967,61,16,6,1,16,27,0.032926673479816045
chicago4_r3c3,3168,2288,117633,37,6,2,0,3,7,0.014590986702540488
chicago4_r3c4,22044,6378,156070,48,16,2,0,4,18,0.047282219696012796
chicago4_r4c0,50734,4449,224770,137,26,4,0,35,57,0.03974642437642507
chicago4_r4c1,41410,12783,201058,156,40,8,1,30,63,0.03412768904210637
chicago4_r4c2,28279,8717,126401,85,21,4,2,8,27,0.02108724135373662
chicago4_r4c3,38850,16961,179200,137,29,6,0,22,45,0.02294542142506831
chicago4_r4c4,50813,17771,148608,116,34,3,0,10,41,0.020432643435123816
chicago5_r0c0,5408,765,257274,9,1,0,0,6,7,0.03015030150301503
chicago5_r0c1,13796,3369,175615,188,19,3,0,8,24,0.018149749658625397
chicago5_r0c2,28454,6574,181326,170,27,5,2,8,32,0.022821720459897492
chicago5_r0c3,20328,17401,141962,117,13,1,2,12,26,0.016428889879625503
chicago5_r0c4,60018,33722,109163,119,42,11,0,20,51,0.05146798726565264
chicago5_r1c0,33858,3253,171535,51,16,2,0,5,19,0.05562769083578214
chicago5_r1c1,16412,3923,98750,73,10,2,1,15,24,0.023591756624141313
chicago5_r1c2,5272,1263,148932,68,6,2,0,6,10,0.015648227838197325
chicago5_r1c3,17164,7787,172418,53,14,4,1,11,22,0.017944968762461783
chicago5_r1c4,37092,6914,132225,107,33,5,1,7,36,0.040673445574262376
chicago5_r2c0,59159,4902,169879,87,23,3,2,22,44,0.046938531451805786
chicago5_r2c1,74728,7548,268557,60,16,1,0,50,65,0.018235726865372184
chicago5_r2c2,10974,1283,53916,37,3,0,1,7,11,0.013526939243408483
chicago5_r2c3,10608,5199,87287,17,9,3,1,15,22,0.02669222828491373
chicago5_r2c4,44269,14113,118015,82,30,6,4,11,39,0.033686150250567426
chicago5_r3c0,53756,3365,172504,55,9,0,2,18,29,0.022677096677478262
chicago5_r3c1,38512,16097,202099,62,17,0,0,23,40,0.028979340991821492
chicago5_r3c2,3390,851,64540,17,1,0,0,4,5,0.0070921985815602835
chicago5_r3c3,0,0,50080,2,0,0,0,0,0,0.0
chicago5_r3c4,4648,1256,12149,9,5,1,0,0,4,0.022720897615708276
chicago5_r4c0,41622,4991,212446,116,35,9,0,17,43,0.059571425811064095
chicago5_r4c1,37671,21708,302222,141,39,4,3,19,57,0.03312818174910721
chicago5_r4c2,19683,4505,44313,29,6,0,0,5,11,0.027300633531447977
chicago5_r4c3,7825,4744,59964,16,7,0,0,3,10,0.02680914885639295
chicago5_r4c4,64675,18590,125146,61,34,2,3,13,48,0.03660949195406987
kitsap1_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c2,0,0,6004,4,0,0,0,0,0,0.0
kitsap1_r0c3,0,0,14754,13,0,0,0,0,0,0.0
kitsap1_r0c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c2,0,0,7468,9,0,0,0,0,0,0.0
kitsap1_r1c3,0,0,2650,4,0,0,0,0,0,0.0
kitsap1_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c3,0,0,11325,6,0,0,0,0,0,0.0
kitsap1_r4c4,0,0,7323,7,0,0,0,0,0,0.0
kitsap2_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r0c1,0,0,7475,2,0,0,0,0,0,0.0
kitsap2_r0c2,0,0,30256,11,0,0,0,0,0,0.0
kitsap2_r0c3,0,0,38390,16,0,0,0,0,0,0.0
kitsap2_r0c4,0,0,18981,10,0,0,0,0,0,0.0
kitsap2_r1c0,0,0,3845,5,0,0,0,0,0,0.0
kitsap2_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c3,0,0,9772,8,0,0,0,0,0,0.0
kitsap2_r1c4,0,0,6773,7,0,0,0,0,0,0.0
kitsap2_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c1,0,0,3674,4,0,0,0,0,0,0.0
kitsap2_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c3,0,0,26567,20,0,0,0,0,0,0.0
kitsap2_r2c4,0,0,21442,15,0,0,0,0,0,0.0
kitsap2_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r3c1,0,0,18445,15,0,0,0,0,0,0.0
kitsap2_r3c2,0,0,4529,2,0,0,0,0,0,0.0
kitsap2_r3c3,0,0,2357,4,0,0,0,0,0,0.0
kitsap2_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap2_r4c0,0,0,18788,3,0,0,0,0,0,0.0
kitsap2_r4c1,0,0,7143,7,0,0,0,0,0,0.0
kitsap2_r4c2,0,0,24676,15,0,0,0,0,0,0.0
kitsap2_r4c3,0,0,2106,2,0,0,0,0,0,0.0
kitsap2_r4c4,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c2,0,0,80348,30,0,0,0,0,0,0.0
kitsap3_r0c3,0,0,103992,38,0,0,0,0,0,0.0
kitsap3_r0c4,0,0,94118,26,0,0,0,0,0,0.0
kitsap3_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r1c1,0,0,25862,10,0,0,0,0,0,0.0
kitsap3_r1c2,0,0,92657,37,0,0,0,0,0,0.0
kitsap3_r1c3,0,0,114871,33,0,0,0,0,0,0.0
kitsap3_r1c4,0,0,63100,17,0,0,0,0,0,0.0
kitsap3_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r2c1,0,0,80652,27,0,0,0,0,0,0.0
kitsap3_r2c2,0,0,132973,50,0,0,0,0,0,0.0
kitsap3_r2c3,0,0,52135,16,0,0,0,0,0,0.0
kitsap3_r2c4,0,0,98748,34,0,0,0,0,0,0.0
kitsap3_r3c0,0,0,26583,10,0,0,0,0,0,0.0
kitsap3_r3c1,0,0,93961,33,0,0,0,0,0,0.0
kitsap3_r3c2,0,0,35484,17,0,0,0,0,0,0.0
kitsap3_r3c3,0,0,86261,33,0,0,0,0,0,0.0
kitsap3_r3c4,0,0,72279,30,0,0,0,0,0,0.0
kitsap3_r4c0,0,0,10231,3,0,0,0,0,0,0.0
kitsap3_r4c1,0,0,24410,11,0,0,0,0,0,0.0
kitsap3_r4c2,0,0,128028,45,0,0,0,0,0,0.0
kitsap3_r4c3,0,0,76663,38,0,0,0,0,0,0.0
kitsap3_r4c4,0,0,33997,16,0,0,0,0,0,0.0
kitsap4_r0c0,2642,1285,5732,5,3,0,0,0,3,0.022296884544899205
kitsap4_r0c1,5599,2489,21814,17,6,0,0,9,15,0.025866874790946594
kitsap4_r0c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c3,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c4,0,0,153428,93,0,0,0,0,0,0.0
kitsap4_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c3,0,0,42829,23,0,0,0,0,0,0.0
kitsap4_r1c4,0,0,36337,23,0,0,0,0,0,0.0
kitsap4_r2c0,181,1036,35311,3,1,0,0,3,4,0.005865102639296188
kitsap4_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c3,0,0,40,1,0,0,0,0,0,0.0
kitsap4_r2c4,0,0,25940,13,0,0,0,0,0,0.0
kitsap4_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c3,0,0,362,1,0,0,0,0,0,0.0
kitsap4_r3c4,2927,26,28286,11,1,0,0,4,5,0.05756968482419384
kitsap4_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c2,0,0,1883,2,0,0,0,0,0,0.0
kitsap4_r4c3,0,0,29672,12,0,0,0,0,0,0.0
kitsap4_r4c4,213,478,78470,27,0,0,0,4,4,0.0041071777821239976
kitsap5_r0c0,3229,2986,41032,33,4,0,0,6,10,0.023989695701175335
kitsap5_r0c1,1874,840,43849,37,3,0,0,1,4,0.016911702218067478
kitsap5_r0c2,11167,2762,68361,10,2,0,0,10,12,0.025580517273928637
kitsap5_r0c3,0,0,9129,9,0,0,0,0,0,0.0
kitsap5_r0c4,1429,452,1019,3,1,0,0,0,1,0.011295180722891566
kitsap5_r1c0,1513,1489,6779,4,1,0,0,0,1,0.010018214936247723
kitsap5_r1c1,4164,1752,22360,21,4,0,0,2,6,0.024464091074240038
kitsap5_r1c2,0,0,106,1,0,0,0,0,0,0.0
kitsap5_r1c3,0,0,0,0,0,0,0,0,0,nan
kitsap5_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r2c0,1289,731,6667,6,1,0,0,0,1,0.008068130883012102
kitsap5_r2c1,0,0,8818,7,0,0,0,0,0,0.0
kitsap5_r2c2,4322,1245,9795,19,5,0,0,1,6,0.06228505922812381
kitsap5_r2c3,0,52,256,2,0,0,0,2,2,0.0
kitsap5_r2c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap5_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap5_r3c2,5134,809,5043,8,5,0,0,0,5,0.0807899461400359
kitsap5_r3c3,0,4,0,0,0,0,0,0,0,nan
kitsap5_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r4c0,0,0,9774,9,0,0,0,0,0,0.0
