stem,tp,fp,fn,n_gt,found,merges,splits,fp_inst,n_pred_inst,boundary_iou
austin3_r2c0,44803,4183,143210,77,26,1,0,7,32,0.08385248510754399
austin3_r2c1,47406,4755,135159,81,23,0,0,2,25,0.11684712403410293
austin3_r2c2,33542,5958,94225,71,25,3,0,11,33,0.10459842700499454
austin3_r2c3,64495,8044,151884,116,35,1,1,9,44,0.11527887875056923
austin3_r2c4,31204,3524,169363,86,22,0,1,5,27,0.06446659979118471
austin3_r3c0,19621,3955,127375,67,11,0,0,1,12,0.06583127950826974
austin3_r3c1,86336,10483,113877,106,44,4,0,11,50,0.1699193476912169
austin3_r3c2,64339,11872,121966,114,44,4,0,12,52,0.13215040567259834
austin3_r3c3,80562,14188,135733,154,46,4,3,12,57,0.10529277611586649
austin3_r3c4,80549,11980,123126,110,36,2,1,7,42,0.06923565176722123
austin3_r4c0,25741,2751,81662,47,10,0,0,1,11,0.10366800098031206
austin3_r4c1,62980,8792,139119,102,39,3,1,5,42,0.14522268070574842
austin3_r4c2,158391,45664,72670,73,43,10,2,8,43,0.18362432269717038
austin3_r4c3,90929,12555,44024,48,26,0,2,6,34,0.14318435906525237
austin3_r4c4,87791,14817,98812,122,53,3,1,7,58,0.10963082130946994
austin4_r0c0,120972,26319,61796,23,10,1,0,5,14,0.05752944290062194
austin4_r0c1,42324,4306,70753,40,16,0,1,1,18,0.1577410984575465
austin4_r0c2,11672,1464,68172,31,7,0,1,0,8,0.0444837083614821
austin4_r0c3,59,105,1485,4,1,0,0,2,3,0.05864197530864197
austin4_r0c4,10314,1167,2370,9,8,0,0,0,8,0.24943217014247368
austin4_r1c0,77218,10140,103295,23,11,0,2,5,18,0.06732620479251207
austin4_r1c1,46412,14386,20475,18,11,3,0,8,16,0.11048625312428993
austin4_r1c2,16876,387,38738,5,3,0,0,1,4,0.08124186651794013
austin4_r1c3,10257,1460,562,2,2,0,0,0,2,0.2176810306530431
austin4_r1c4,0,0,0,0,0,0,0,0,0,nan
austin4_r2c0,45271,9058,50224,12,8,0,0,12,20,0.08440389002281186
austin4_r2c1,44663,7467,76522,20,10,1,0,4,13,0.12140515222482436
austin4_r2c2,206575,15711,46531,12,11,1,0,3,13,0.10829139560574444
austin4_r2c3,19024,2208,2165,3,2,0,0,0,2,0.15847140566541956
austin4_r2c4,15445,2571,3288,4,4,0,0,0,4,0.09900571186799238
austin4_r3c0,170057,34024,51595,25,16,0,0,2,18,0.05075674152987272
austin4_r3c1,25073,4738,47928,21,11,0,0,6,17,0.10206236799602435
austin4_r3c2,34787,7785,35733,29,15,1,0,3,17,0.11037344398340249
austin4_r3c3,49956,13792,81337,49,23,4,0,2,21,0.09401991527754855
austin4_r3c4,141066,26115,86653,72,54,2,2,14,68,0.15743226751281425
austin4_r4c0,99059,18301,78410,54,35,0,0,11,46,0.09873764372667079
austin4_r4c1,34232,4729,58573,35,16,0,0,4,20,0.10871864292059732
austin4_r4c2,73307,11204,100522,63,27,0,0,5,32,0.12638492824084896
austin4_r4c3,49140,5850,160755,87,21,1,0,14,34,0.09862770636313872
austin4_r4c4,120382,18865,108421,88,51,2,1,7,57,0.15126450187219936
austin5_r0c0,60832,15243,35946,36,25,1,1,6,31,0.14445558322284383
austin5_r0c1,25023,7145,9826,8,5,1,0,1,5,0.1047833427124367
austin5_r0c2,16760,862,904,7,2,0,0,0,2,0.41797221401123263
austin5_r0c3,37738,3176,8529,12,5,0,0,1,6,0.18859245630174792
austin5_r0c4,86204,7326,136603,126,27,1,0,3,29,0.06283014091637837
austin5_r1c0,51163,11346,84157,52,25,0,0,3,28,0.08649460750120727
austin5_r1c1,67073,9935,52248,44,27,1,0,7,33,0.15424101686629185
austin5_r1c2,13781,4839,4432,8,3,0,0,0,3,0.11767702496179318
austin5_r1c3,5441,878,4367,4,1,0,0,0,1,0.03859060402684564
austin5_r1c4,40908,5877,141655,53,11,0,0,20,31,0.02995574428896677
austin5_r2c0,50854,9238,68608,53,30,3,0,5,32,0.10826519274053392
austin5_r2c1,71022,13635,58045,46,27,0,0,2,29,0.1458630919679156
austin5_r2c2,54760,7665,37915,31,19,0,2,2,23,0.21251340174605607
austin5_r2c3,4264,668,10195,7,1,0,0,0,1,0.10698404394454616
austin5_r2c4,21787,7021,98034,24,9,1,0,1,9,0.04485193904101103
austin5_r3c0,22028,3420,44522,38,10,0,0,2,12,0.09062189200257416
austin5_r3c1,48077,7553,82977,44,21,0,1,9,31,0.10215084765309652
austin5_r3c2,55257,11989,46878,34,20,0,0,4,24,0.1597188829295358
austin5_r3c3,30205,6144,46824,28,12,0,0,14,26,0.13286170698311273
austin5_r3c4,0,0,611,4,0,0,0,0,0,0.0
austin5_r4c0,38261,10578,114384,54,18,0,0,8,26,0.04847507331378299
austin5_r4c1,59063,9241,71149,47,24,2,1,2,25,0.1366340097970609
austin5_r4c2,72057,10169,61832,42,21,0,1,3,25,0.15881206283683064
austin5_r4c3,31124,4434,56402,27,15,1,2,9,25,0.13409451860754604
austin5_r4c4,13591,3663,10241,12,5,0,2,2,9,0.08819018404907976
chicago1_r0c0,127512,29794,173841,348,189,73,2,24,142,0.10562282020018714
chicago1_r0c1,151105,54240,151810,312,185,63,5,29,156,0.12332779079434661
chicago1_r0c2,121803,28943,156147,326,171,54,3,37,157,0.1140909269519431
chicago1_r0c3,153286,27474,78440,187,124,64,1,18,79,0.14022671384873747
chicago1_r0c4,117879,8666,135505,79,34,12,0,11,33,0.09707909643076502
chicago1_r1c0,210846,19722,107048,207,112,35,0,26,103,0.10941197349739706
chicago1_r1c1,58679,14213,93626,169,71,14,0,14,71,0.10608506252309367
chicago1_r1c2,94997,24824,69443,205,140,27,1,18,132,0.12824929533354212
chicago1_r1c3,160797,46484,66152,62,32,14,0,7,25,0.08040886893748674
chicago1_r1c4,47923,1789,57893,3,2,0,0,0,2,0.046556411418214774
chicago1_r2c0,121031,6936,95189,9,3,0,0,9,12,0.03311307446729527
chicago1_r2c1,24820,14400,16433,14,5,0,0,3,8,0.05215785829679206
chicago1_r2c2,159445,9044,43021,6,5,0,2,0,7,0.020622479263374172
chicago1_r2c3,99508,40369,68488,21,11,1,0,9,19,0.0420264093448451
chicago1_r2c4,31234,41664,23135,5,4,0,0,9,13,0.05404044038281643
chicago1_r3c0,4668,1729,5492,5,2,0,0,1,3,0.049523223623500465
chicago1_r3c1,231822,101363,49758,13,7,5,0,5,7,0.016914332671368895
chicago1_r3c2,7713,1427,39592,22,5,0,0,2,7,0.02812589687171147
chicago1_r3c3,4286,1753,18940,10,2,0,0,3,5,0.027484608619173262
chicago1_r3c4,6295,29878,1375,3,2,0,0,4,6,0.041093197011403855
chicago1_r4c0,2080,576,1993,4,1,0,0,0,1,0.038196618659987476
chicago1_r4c1,2013,106,7027,3,1,0,0,1,2,0.05472636815920398
chicago1_r4c2,5092,527,13350,6,1,0,0,1,2,0.0988917306052856
chicago1_r4c3,64578,9353,15686,10,2,0,0,2,4,0.03822194066096505
chicago1_r4c4,100474,23566,71107,20,7,1,0,5,11,0.03446803969693736
chicago2_r0c0,300317,42125,108016,47,21,7,2,10,26,0.08619608826479438
chicago2_r0c1,112663,24030,56604,72,20,3,0,5,22,0.07342813088915538
chicago2_r0c2,96780,18261,146891,229,100,19,1,35,117,0.10542478269145358
chicago2_r0c3,149178,29072,108141,189,117,36,3,25,109,0.11344176382621124
chicago2_r0c4,132159,31225,200203,327,156,66,2,36,128,0.08850050294582555
chicago2_r1c0,157703,46182,123153,257,142,50,1,18,111,0.07405275384963303
chicago2_r1c1,160580,57505,156141,261,147,65,1,26,109,0.07794885501283874
chicago2_r1c2,124492,37644,186695,312,158,43,0,38,152,0.07286279143753124
chicago2_r1c3,129594,31050,167875,238,118,29,1,23,113,0.0654946986760424
chicago2_r1c4,126757,38626,210731,292,133,53,3,17,100,0.05858643885625336
chicago2_r2c0,234432,116598,130622,289,221,159,3,36,101,0.061731099801139236
chicago2_r2c1,269046,81299,142964,217,151,110,3,15,59,0.06483939276447255
chicago2_r2c2,282344,138076,100465,285,229,171,0,13,71,0.0628304695988089
chicago2_r2c3,290538,131895,114145,247,185,132,3,33,89,0.06923302497933939
chicago2_r2c4,214707,70382,169533,276,180,121,8,20,87,0.059010632546404755
chicago2_r3c0,196730,84481,125408,337,242,160,5,32,119,0.07344129689424453
chicago2_r3c1,189481,77056,132666,342,245,168,7,26,110,0.07618741809787467
chicago2_r3c2,155108,67245,155206,339,197,128,5,21,95,0.05748115299334811
chicago2_r3c3,181235,85570,135824,286,201,116,5,31,121,0.07019703358388113
chicago2_r3c4,129512,47383,202719,347,186,105,3,34,118,0.05775381442578255
chicago2_r4c0,203675,95688,129023,340,212,142,1,21,92,0.08083537441055724
chicago2_r4c1,198773,77435,147120,402,259,165,7,34,135,0.0786998023503455
chicago2_r4c2,179041,73183,148021,312,167,90,2,11,90,0.06568214740567184
chicago2_r4c3,169357,58465,148240,346,194,104,2,23,115,0.07036801864882966
chicago2_r4c4,146317,47271,200815,398,203,119,4,38,126,0.0719200353257597
chicago3_r0c0,49691,12905,99922,133,52,16,0,15,51,0.06320610027433954
chicago3_r0c1,99282,21191,93497,117,43,10,1,9,43,0.059022371547980006
chicago3_r0c2,82145,32212,94957,68,27,4,0,10,33,0.055184804928131416
chicago3_r0c3,63504,44241,102358,95,33,16,1,11,29,0.029701944202628196
chicago3_r0c4,109434,38568,72554,87,32,12,0,5,25,0.0475229477247575
chicago3_r1c0,89647,30522,144511,213,97,36,0,23,84,0.07445415141981393
chicago3_r1c1,52976,20085,156309,174,41,15,3,10,39,0.03767758889710109
chicago3_r1c2,68732,23068,155404,157,31,3,1,13,42,0.029837564506632493
chicago3_r1c3,29562,16733,174220,171,38,5,0,21,54,0.04269940672379697
chicago3_r1c4,72023,28542,119267,149,63,21,0,16,58,0.07945924006369227
chicago3_r2c0,59725,16930,104940,162,68,19,1,11,61,0.06322091618147864
chicago3_r2c1,69100,27577,150751,134,37,5,0,14,46,0.032837925160077545
chicago3_r2c2,44961,18981,153302,144,37,9,0,10,38,0.03253492297195389
chicago3_r2c3,69990,25820,203422,185,38,14,0,12,36,0.021687772381106106
chicago3_r2c4,68585,24411,159466,188,75,26,1,25,75,0.03834666812801403
chicago3_r3c0,74606,7905,182272,214,55,6,3,19,71,0.06720262465768281
chicago3_r3c1,74938,21944,169938,162,57,17,1,12,53,0.04738828502415459
chicago3_r3c2,33585,13730,240260,211,42,11,3,9,43,0.030224240104530998
chicago3_r3c3,66101,25882,154463,139,58,20,3,16,57,0.04949374152913976
chicago3_r3c4,68301,16873,144282,119,55,14,4,15,60,0.0651845822522935
chicago3_r4c0,86759,24066,204313,273,86,24,2,18,82,0.06196013829130044
chicago3_r4c1,49766,14305,198882,124,29,3,1,19,46,0.027126242035968303
chicago3_r4c2,102589,24983,138076,121,42,5,1,21,59,0.041643130609426975
chicago3_r4c3,117340,26284,126633,141,67,27,1,22,63,0.0606088405730624
chicago3_r4c4,120072,35417,123087,148,67,20,0,16,62,0.05234359940094011
chicago4_r0c0,81315,11487,157520,176,72,18,1,19,74,0.0847740982738684
chicago4_r0c1,65323,15785,193350,164,45,9,0,16,52,0.03819845924522519
chicago4_r0c2,33395,12089,43099,39,15,3,3,10,25,0.03957832439430368
chicago4_r0c3,35353,13970,82691,31,13,2,0,2,13,0.025617803079311684
chicago4_r0c4,78744,23924,104599,73,41,8,1,11,45,0.05335451498537304
chicago4_r1c0,52418,8450,118780,129,35,8,0,17,44,0.051135340602180654
chicago4_r1c1,67003,17795,120555,97,37,11,0,17,43,0.03654250201268482
chicago4_r1c2,14285,4915,64419,26,8,1,0,9,16,0.03125928567183693
chicago4_r1c3,71288,22447,96689,53,21,6,2,11,28,0.03601222433303048
chicago4_r1c4,131463,27452,97216,80,44,5,2,11,52,0.046147205645009945
chicago4_r2c0,95130,16330,140271,201,71,28,0,11,54,0.09365814980382507
chicago4_r2c1,67721,20530,208394,186,60,27,1,15,49,0.03990089172912041
chicago4_r2c2,111766,40708,132256,93,35,14,0,22,43,0.02742369610481946
chicago4_r2c3,75899,43349,146142,136,52,19,2,19,54,0.03968437148380024
chicago4_r2c4,109029,41108,135788,197,108,36,0,23,95,0.054225440304199825
chicago4_r3c0,109873,9051,156453,68,35,11,2,2,28,0.08183816388079537
chicago4_r3c1,84760,23703,91075,121,55,23,1,16,49,0.06807899079150477
chicago4_r3c2,38391,15185,83292,61,21,10,1,9,21,0.04062602084756333
chicago4_r3c3,39608,28377,81193,37,20,9,2,7,20,0.04496112384028847
chicago4_r3c4,53467,14861,124647,48,26,4,0,8,30,0.057198536702109476
chicago4_r4c0,148827,32359,126677,137,58,21,0,7,44,0.07578700656574575
chicago4_r4c1,80453,22997,162015,156,56,14,1,34,77,0.056516267692264185
chicago4_r4c2,26909,9068,127771,85,19,2,1,8,26,0.024471605465414176
chicago4_r4c3,90086,34522,127964,137,56,25,2,14,47,0.04143184796854522
chicago4_r4c4,108340,40858,91081,116,62,14,1,23,72,0.04104954894304565
chicago5_r0c0,136014,14375,126668,9,7,0,0,1,8,0.08786687952842932
chicago5_r0c1,64602,17599,124809,188,71,32,2,14,55,0.050749932259041425
chicago5_r0c2,37875,14700,171905,170,30,8,0,12,34,0.024359688195991092
chicago5_r0c3,43896,26505,118394,117,23,6,0,3,20,0.03033223100676726
chicago5_r0c4,69965,34257,99216,119,54,15,0,17,56,0.06755256277087288
chicago5_r1c0,120838,11734,84555,51,33,9,0,8,32,0.10145618809797705
chicago5_r1c1,32956,6255,82206,73,22,8,1,5,20,0.04702541216390661
chicago5_r1c2,56017,7402,98187,68,17,4,2,8,23,0.03757732129271278
chicago5_r1c3,113143,31605,76439,53,26,9,3,10,30,0.05927316250476035
chicago5_r1c4,76062,13720,93255,107,51,18,1,10,44,0.07085721903746167
chicago5_r2c0,128326,18217,100712,87,51,19,1,7,40,0.08864929046096098
chicago5_r2c1,266556,27860,76729,60,28,4,1,13,38,0.03713251922207146
chicago5_r2c2,39234,10280,25656,37,26,9,0,4,21,0.07910089224433768
chicago5_r2c3,70585,16378,27310,17,7,1,0,16,22,0.04425150539140176
chicago5_r2c4,55248,12492,107036,82,31,6,1,8,34,0.023154085745694393
chicago5_r3c0,78526,9303,147734,55,19,6,1,6,20,0.035048838545514244
chicago5_r3c1,110174,17691,130437,62,38,9,2,12,43,0.050955414012738856
chicago5_r3c2,37678,15275,30252,17,13,6,0,2,8,0.025646357524086782
chicago5_r3c3,201,1,49879,2,0,0,0,3,3,0.0
chicago5_r3c4,5798,1812,10999,9,6,1,0,0,5,0.020052083333333335
chicago5_r4c0,113985,13386,140083,116,53,13,2,18,60,0.08228745289216195
chicago5_r4c1,114526,16471,225367,141,26,6,0,6,26,0.025625059871635214
chicago5_r4c2,34280,10900,29716,29,13,4,0,6,15,0.04746098299557419
chicago5_r4c3,44369,13104,23420,16,12,2,1,3,14,0.05169753086419753
chicago5_r4c4,102369,33323,87452,61,40,6,3,10,47,0.04484777517564403
kitsap1_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c2,2903,1674,3101,4,2,0,0,0,2,0.021212121212121213
kitsap1_r0c3,2934,275,11820,13,3,0,1,0,4,0.12057086614173228
kitsap1_r0c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c2,2009,39,5459,9,1,0,0,0,1,0.11566558441558442
kitsap1_r1c3,2222,282,428,4,3,1,0,0,2,0.26064291920069504
kitsap1_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c3,6347,858,4978,6,3,0,0,0,3,0.13816189896530737
kitsap1_r4c4,2814,272,4509,7,2,0,0,0,2,0.22985468956406868
kitsap2_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r0c1,4319,292,3156,2,2,0,0,1,3,0.13321412606168975
kitsap2_r0c2,20772,7029,9484,11,10,1,0,1,10,0.15580321963300686
kitsap2_r0c3,27731,2028,10659,16,13,0,0,1,14,0.29221567267683773
kitsap2_r0c4,9998,1408,8983,10,5,0,0,0,5,0.19952838744785054
kitsap2_r1c0,0,0,3845,5,0,0,0,0,0,0.0
kitsap2_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c3,0,0,9772,8,0,0,0,0,0,0.0
kitsap2_r1c4,0,0,6773,7,0,0,0,0,0,0.0
kitsap2_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c1,0,0,3674,4,0,0,0,0,0,0.0
kitsap2_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c3,16649,1662,9918,20,11,0,0,0,11,0.21273840357899693
kitsap2_r2c4,8423,852,13019,15,5,0,0,2,7,0.1930746637811099
kitsap2_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r3c1,7864,2634,10581,15,6,1,0,0,5,0.14290557721647737
kitsap2_r3c2,2475,718,2054,2,1,0,0,0,1,0.005398110661268556
kitsap2_r3c3,0,0,2357,4,0,0,0,0,0,0.0
kitsap2_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap2_r4c0,8511,2012,10277,3,2,0,0,1,3,0.1268696581196581
kitsap2_r4c1,5715,944,1428,7,4,0,0,0,4,0.23627287853577372
kitsap2_r4c2,14611,4247,10065,15,5,1,0,1,5,0.08466666666666667
kitsap2_r4c3,0,0,2106,2,0,0,0,0,0,0.0
kitsap2_r4c4,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c2,30254,6701,50094,30,15,0,0,1,16,0.07796081923419412
kitsap3_r0c3,41678,12731,62314,38,16,1,0,6,21,0.058567650334075724
kitsap3_r0c4,55520,9980,38598,26,17,2,0,3,18,0.10431432973805856
kitsap3_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r1c1,12344,937,13518,10,5,0,0,0,5,0.20928377731695647
kitsap3_r1c2,35003,4918,57654,37,16,1,0,6,21,0.13571044022031722
kitsap3_r1c3,29169,3101,85702,33,10,0,0,2,12,0.1047312993650302
kitsap3_r1c4,31981,7438,31119,17,8,1,0,1,8,0.1093994778067885
kitsap3_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r2c1,41690,4619,38962,27,13,0,0,6,19,0.17368367657502282
kitsap3_r2c2,59121,9555,73852,50,26,0,0,3,29,0.14440876727628088
kitsap3_r2c3,13488,1611,38647,16,5,0,0,2,7,0.08375148252896633
kitsap3_r2c4,32134,3829,66614,34,13,0,0,5,18,0.12867230407113592
kitsap3_r3c0,9454,2500,17129,10,3,0,0,0,3,0.1024785510009533
kitsap3_r3c1,40596,4279,53365,33,16,0,0,3,19,0.164904135499957
kitsap3_r3c2,18810,2551,16674,17,7,0,0,0,7,0.1867562802996915
kitsap3_r3c3,24989,2139,61272,33,12,0,0,6,18,0.12210051546391752
kitsap3_r3c4,21237,2417,51042,30,10,0,0,5,15,0.1329802380545589
kitsap3_r4c0,0,0,10231,3,0,0,0,0,0,0.0
kitsap3_r4c1,16670,3494,7740,11,5,0,0,0,5,0.2313955149264391
kitsap3_r4c2,61075,6835,66953,45,21,0,0,7,28,0.19222215543667728
kitsap3_r4c3,25627,1976,51036,38,16,0,0,4,20,0.16456335184250379
kitsap3_r4c4,11906,1308,22091,16,6,0,0,2,8,0.17470300489168414
kitsap4_r0c0,6098,4123,2276,5,5,0,0,0,5,0.06607518094793369
kitsap4_r0c1,14085,6519,13328,17,9,1,0,5,13,0.03954214360041623
kitsap4_r0c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c3,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c4,0,0,153428,93,0,0,0,0,0,0.0
kitsap4_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c3,0,0,42829,23,0,0,0,0,0,0.0
kitsap4_r1c4,0,0,36337,23,0,0,0,0,0,0.0
kitsap4_r2c0,32905,2830,2587,3,2,0,0,2,4,0.16002811621368324
kitsap4_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c3,0,0,40,1,0,0,0,0,0,0.0
kitsap4_r2c4,0,0,25940,13,0,0,0,0,0,0.0
kitsap4_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c3,0,0,362,1,0,0,0,0,0,0.0
kitsap4_r3c4,19741,2341,11472,11,3,0,0,0,3,0.20419280290524927
kitsap4_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c2,355,3,1528,2,1,0,0,0,1,0.02512562814070352
kitsap4_r4c3,13180,4460,16492,12,7,0,0,3,10,0.04185441073395414
kitsap4_r4c4,33828,9802,44855,27,18,0,1,6,25,0.048180924287118974
kitsap5_r0c0,12880,4959,31381,33,11,2,1,4,14,0.04753991763600896
kitsap5_r0c1,17667,7296,28056,37,22,1,0,2,23,0.08996934911953844
kitsap5_r0c2,16813,6939,62715,10,5,0,0,5,10,0.042014700968927496
kitsap5_r0c3,2519,2734,6610,9,2,0,0,0,2,0.029489826010026542
kitsap5_r0c4,1504,498,944,3,1,0,0,1,2,0.01347305389221557
kitsap5_r1c0,4759,2810,3533,4,3,0,0,0,3,0.030938466827088347
kitsap5_r1c1,13875,9572,12649,21,12,0,0,2,14,0.03899142188718482
kitsap5_r1c2,0,0,106,1,0,0,0,0,0,0.0
kitsap5_r1c3,0,0,0,0,0,0,0,0,0,nan
kitsap5_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r2c0,3935,2550,4021,6,3,0,0,0,3,0.015483870967741935
kitsap5_r2c1,1739,1323,7079,7,1,0,0,2,3,0.018036072144288578
