stem,tp,fp,fn,n_gt,found,merges,splits,fp_inst,n_pred_inst,boundary_iou
kitsap3_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c2,14564,1964,65784,30,8,0,0,3,11,0.05195755579948774
kitsap3_r0c3,16194,4756,87798,38,7,0,0,0,7,0.027697609304329098
kitsap3_r0c4,54541,9567,39577,26,17,2,0,1,16,0.10515396818939918
kitsap3_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r1c1,5304,300,20558,10,2,0,0,1,3,0.06864466292134831
kitsap3_r1c2,16789,1252,75868,37,9,0,0,1,10,0.07444733420026008
kitsap3_r1c3,14850,1550,100021,33,6,0,0,3,9,0.05595247985378417
kitsap3_r1c4,12283,1692,50817,17,4,0,0,0,4,0.04911682677409358
kitsap3_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r2c1,13057,572,67595,27,6,0,0,0,6,0.06071240568520793
kitsap3_r2c2,34897,4332,98076,50,16,0,0,1,17,0.08866498740554156
kitsap3_r2c3,3694,233,48441,16,1,0,0,0,1,0.0289977775425971
kitsap3_r2c4,21265,2516,77483,34,10,0,0,2,12,0.06401556279406442
kitsap3_r3c0,0,0,26583,10,0,0,0,0,0,0.0
kitsap3_r3c1,17274,1364,76687,33,8,0,0,2,10,0.08349466368826011
kitsap3_r3c2,15566,2114,19918,17,6,0,0,0,6,0.16772996172137802
kitsap3_r3c3,22598,2760,63663,33,10,1,0,2,11,0.09514916439208926
kitsap3_r3c4,16636,1451,55643,30,8,0,0,1,9,0.08659890723224252
kitsap3_r4c0,0,0,10231,3,0,0,0,0,0,0.0
kitsap3_r4c1,13948,2695,10462,11,4,0,0,0,4,0.17632204396910278
kitsap3_r4c2,31916,4016,96112,45,14,0,1,0,15,0.09955418606175834
kitsap3_r4c3,5091,352,71572,38,4,0,0,1,5,0.03259821985373321
kitsap3_r4c4,7819,928,26178,16,5,0,0,0,5,0.0972289156626506
kitsap4_r0c0,3216,3001,5158,5,3,0,0,2,5,0.016428763802854834
kitsap4_r0c1,6853,3493,20560,17,7,2,1,1,7,0.029902242668200116
kitsap4_r0c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c3,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c4,0,0,153428,93,0,0,0,0,0,0.0
kitsap4_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c3,0,0,42829,23,0,0,0,0,0,0.0
kitsap4_r1c4,0,0,36337,23,0,0,0,0,0,0.0
kitsap4_r2c0,32947,6222,2545,3,2,0,0,0,2,0.11347197106690778
kitsap4_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c3,0,0,40,1,0,0,0,0,0,0.0
kitsap4_r2c4,0,0,25940,13,0,0,0,0,0,0.0
kitsap4_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c3,0,0,362,1,0,0,0,0,0,0.0
kitsap4_r3c4,19240,2312,11973,11,2,0,0,0,2,0.17721094143312635
kitsap4_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c2,161,0,1722,2,0,0,0,1,1,0.0
kitsap4_r4c3,17907,6056,11765,12,10,0,0,5,15,0.06011183597390494
kitsap4_r4c4,51385,14667,27298,27,23,0,0,3,26,0.0724424676078128
kitsap5_r0c0,7837,2987,36424,33,7,1,0,5,11,0.03877762706454959
kitsap5_r0c1,19108,7776,26615,37,22,0,0,1,23,0.07052236583477277
kitsap5_r0c2,12954,2935,66574,10,4,0,0,1,5,0.04068751213827928
kitsap5_r0c3,2431,1546,6698,9,2,0,0,2,4,0.024954900781719785
kitsap5_r0c4,1816,709,632,3,3,1,0,0,2,0.044086773967809655
kitsap5_r1c0,4661,2985,3631,4,3,0,0,0,3,0.03329935440027183
kitsap5_r1c1,16287,8828,10237,21,14,3,0,3,14,0.045686127119351876
kitsap5_r1c2,0,0,106,1,0,0,0,0,0,0.0
kitsap5_r1c3,0,0,0,0,0,0,0,0,0,nan
kitsap5_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r2c0,4101,2872,3855,6,3,0,0,0,3,0.024390243902439025
kitsap5_r2c1,2849,1792,5969,7,2,0,0,0,2,0.02857142857142857
kitsap5_r2c2,8936,2768,5181,19,6,0,0,0,6,0.08598949211908932
kitsap5_r2c3,0,0,256,2,0,0,0,0,0,0.0
kitsap5_r2c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap5_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap5_r3c2,6738,2276,3439,8,6,1,0,0,5,0.10913436006372809
kitsap5_r3c3,0,0,0,0,0,0,0,0,0,nan
kitsap5_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r4c0,1904,938,7870,9,2,0,0,0,2,0.020053475935828877
kitsap5_r4c1,7749,2189,8090,17,6,0,0,3,9,0.07057772483621202
kitsap5_r4c2,0,0,0,0,0,0,0,0,0,nan
kitsap5_r4c3,0,0,0,0,0,0,0,0,0,nan
kitsap5_r4c4,0,0,50587,29,0,0,0,0,0,0.0
tyrol-w1_r0c0,0,0,0,0,0,0,0,0,0,nan
tyrol-w1_r0c1,0,0,0,0,0,0,0,0,0,nan
tyrol-w1_r0c2,0,0,0,0,0,0,0,0,0,nan
tyrol-w1_r0c3,79,749,1527,4,1,0,0,0,1,0.019267822736030827
tyrol-w1_r0c4,56001,9103,41924,54,35,2,2,2,37,0.13419888384466355
tyrol-w1_r1c0,0,0,0,0,0,0,0,0,0,nan
tyrol-w1_r1c1,0,0,0,0,0,0,0,0,0,nan
tyrol-w1_r1c2,15266,1433,6553,11,7,0,0,1,8,0.237739374124241
tyrol-w1_r1c3,53347,4037,38774,48,29,1,0,3,31,0.20698496292703208
tyrol-w1_r1c4,57616,11877,72747,67,37,3,1,5,40,0.13349747630185893
tyrol-w1_r2c0,0,0,411,1,0,0,0,0,0,0.0
tyrol-w1_r2c1,0,0,0,0,0,0,0,0,0,nan
tyrol-w1_r2c2,6003,882,8602,10,5,1,0,2,6,0.10497350183448838
tyrol-w1_r2c3,109065,10933,96385,86,45,2,3,5,50,0.15648022913517384
tyrol-w1_r2c4,148834,34653,152234,88,55,9,5,10,61,0.12168273558406628
tyrol-w1_r3c0,23977,3704,17881,18,10,0,0,3,13,0.05951147298297557
tyrol-w1_r3c1,0,0,362,1,0,0,0,0,0,0.0
tyrol-w1_r3c2,7490,465,3297,6,3,0,0,1,4,0.1160012574662056
tyrol-w1_r3c3,79858,14082,73126,59,31,4,1,1,29,0.09659102992152777
tyrol-w1_r3c4,117778,19240,173562,70,38,2,4,13,53,0.06707850571360395
tyrol-w1_r4c0,40729,3993,16424,26,15,0,0,0,15,0.14260815437286026
tyrol-w1_r4c1,0,0,0,0,0,0,0,0,0,nan
tyrol-w1_r4c2,11255,536,12007,9,3,0,0,1,4,0.12367491166077739
tyrol-w1_r4c3,52584,4820,102283,55,25,0,0,4,29,0.08494191727282598
tyrol-w1_r4c4,106754,14290,206250,95,40,8,6,17,55,0.07186171325015683
tyrol-w2_r0c0,53588,6430,38178,55,37,4,3,3,39,0.15151957919345413
tyrol-w2_r0c1,19423,2827,5883,11,5,0,0,1,6,0.1762436268430481
tyrol-w2_r0c2,832,42,3194,7,2,0,0,0,2,0.06792237442922375
tyrol-w2_r0c3,0,0,3982,8,0,0,0,0,0,0.0
tyrol-w2_r0c4,0,0,3749,7,0,0,0,0,0,0.0
tyrol-w2_r1c0,60042,6478,87727,61,28,1,1,4,32,0.15367680618573307
tyrol-w2_r1c1,32727,2183,5061,15,10,1,0,0,9,0.22866379310344828
tyrol-w2_r1c2,23236,2010,6578,13,6,1,1,0,6,0.20947985087875023
tyrol-w2_r1c3,1043,40,5500,9,2,0,0,0,2,0.07544264819091609
tyrol-w2_r1c4,2516,338,5050,7,2,0,0,1,3,0.07483693786474425
tyrol-w2_r2c0,65221,6234,93350,71,34,3,2,8,41,0.14112634229271126
tyrol-w2_r2c1,61545,5629,50955,44,23,0,0,3,26,0.13845085787959932
tyrol-w2_r2c2,6316,359,8563,17,6,0,0,1,7,0.10077519379844961
tyrol-w2_r2c3,1,0,8786,15,0,0,0,0,0,0.0
tyrol-w2_r2c4,0,0,2876,5,0,0,0,0,0,0.0
tyrol-w2_r3c0,60468,6231,71454,59,33,0,1,5,39,0.09630258658281884
tyrol-w2_r3c1,24168,3691,16638,18,12,2,2,0,12,0.12689645013993225
tyrol-w2_r3c2,0,7829,1485,4,0,0,0,1,1,0.0
tyrol-w2_r3c3,0,0,2555,7,0,0,0,0,0,0.0
tyrol-w2_r3c4,0,0,520,1,0,0,0,0,0,0.0
tyrol-w2_r4c0,62392,7056,37797,41,24,1,0,3,26,0.16762346105962098
tyrol-w2_r4c1,62753,6299,64175,35,20,2,0,5,23,0.13496273417041563
tyrol-w2_r4c2,4075,17679,7362,5,2,0,0,0,2,0.05720758991787029
tyrol-w2_r4c3,2913,327,4106,6,1,0,0,0,1,0.07016769638128861
tyrol-w2_r4c4,0,0,0,0,0,0,0,0,0,nan
tyrol-w3_r0c0,264,0,837,1,1,0,0,0,1,0.03254437869822485
tyrol-w3_r0c1,0,0,0,0,0,0,0,0,0,nan
tyrol-w3_r0c2,13729,1223,24599,12,6,0,0,1,7,0.10850260283760335
tyrol-w3_r0c3,92217,12204,122290,77,38,3,2,7,44,0.13171936928435393
tyrol-w3_r0c4,200458,69170,193990,85,48,21,3,16,46,0.1006411578151541
tyrol-w3_r1c0,0,0,0,0,0,0,0,0,0,nan
tyrol-w3_r1c1,228,0,769,2,1,0,0,0,1,0.01312910284463895
tyrol-w3_r1c2,56712,7127,44725,55,28,2,0,5,31,0.1328305920076005
tyrol-w3_r1c3,116373,22156,65014,85,56,2,2,11,67,0.15520032375556456
tyrol-w3_r1c4,91845,28831,120094,45,25,1,2,3,29,0.09029368881483024
tyrol-w3_r2c0,45310,4342,25203,29,18,0,0,3,21,0.15352170166447457
tyrol-w3_r2c1,98649,13290,72311,95,60,2,1,6,65,0.1264013501179631
tyrol-w3_r2c2,86692,17077,60276,60,38,0,0,3,41,0.10591434731477851
tyrol-w3_r2c3,58433,8312,140419,56,25,0,1,6,32,0.08626663799077593
tyrol-w3_r2c4,102627,12013,105647,90,55,1,3,9,66,0.109537954860999
tyrol-w3_r3c0,49921,6196,32797,44,26,1,2,2,29,0.15886035821841812
tyrol-w3_r3c1,141847,16513,63142,104,73,4,2,0,71,0.2148030543585091
tyrol-w3_r3c2,77214,14587,51403,69,39,3,1,3,40,0.14578704494958128
tyrol-w3_r3c3,5478,546,15830,12,6,0,0,0,6,0.06668867613073622
tyrol-w3_r3c4,28821,2650,23512,36,19,1,0,4,22,0.14337322194626326
tyrol-w3_r4c0,34742,3538,32841,33,20,0,0,5,25,0.14069627851140457
tyrol-w3_r4c1,105166,13121,48615,77,45,6,1,2,42,0.22670019632497299
tyrol-w3_r4c2,31178,6132,44050,42,16,3,0,2,15,0.09317491513310702
tyrol-w3_r4c3,1439,740,1927,4,1,0,0,0,1,0.09693053311793215
tyrol-w3_r4c4,1277,27,811,2,1,0,0,0,1,0.23374827109266944
tyrol-w4_r0c0,100467,18757,58471,56,32,3,1,10,40,0.1588270817956116
tyrol-w4_r0c1,56792,5046,73166,44,22,1,2,7,30,0.1360763034235847
tyrol-w4_r0c2,9574,377,2660,5,1,0,0,0,1,0.24342955622576476
tyrol-w4_r0c3,0,0,0,0,0,0,0,0,0,nan
tyrol-w4_r0c4,0,0,0,0,0,0,0,0,0,nan
tyrol-w4_r1c0,83360,11946,66722,54,29,4,1,7,33,0.13968902621349547
tyrol-w4_r1c1,68525,6353,86825,46,20,0,1,3,24,0.13660866780529463
tyrol-w4_r1c2,23993,8723,47019,11,4,1,0,1,4,0.06967447173043975
tyrol-w4_r1c3,0,0,0,0,0,0,0,0,0,nan
tyrol-w4_r1c4,0,0,0,0,0,0,0,0,0,nan
tyrol-w4_r2c0,104591,74396,86326,38,22,3,2,3,24,0.07640648011782032
tyrol-w4_r2c1,59062,20030,61824,43,27,3,1,4,29,0.09521623659792125
tyrol-w4_r2c2,8679,2432,4094,10,4,0,0,0,4,0.126
tyrol-w4_r2c3,0,0,2709,7,0,0,0,0,0,0.0
tyrol-w4_r2c4,0,0,1867,4,0,0,0,0,0,0.0
tyrol-w4_r3c0,47842,2456,124202,47,17,0,1,3,21,0.07838970883822431
tyrol-w4_r3c1,215289,26785,54106,13,12,5,0,0,7,0.07911201567917986
tyrol-w4_r3c2,123668,2811,4780,4,4,1,0,0,3,0.1548956661316212
tyrol-w4_r3c3,0,0,278,1,0,0,0,0,0,0.0
tyrol-w4_r3c4,0,0,4760,14,0,0,0,0,0,0.0
tyrol-w4_r4c0,85189,11927,64007,42,21,1,0,3,23,0.14962717916404117
tyrol-w4_r4c1,100067,11387,105068,32,16,2,0,3,17,0.10012037315678604
tyrol-w4_r4c2,42,0,3770,2,0,0,0,1,1,0.0
tyrol-w4_r4c3,0,0,350,1,0,0,0,0,0,0.0
tyrol-w4_r4c4,4152,383,14757,20,2,0,0,0,2,0.07110665998998497
tyrol-w5_r0c0,22406,2455,30456,31,12,0,1,0,13,0.12120293457830594
tyrol-w5_r0c1,1861,1297,3923,7,2,0,0,0,2,0.06500198176773682
tyrol-w5_r0c2,1834,11,5677,11,1,0,0,0,1,0.06041335453100159
tyrol-w5_r0c3,3897,209,4621,5,2,0,0,0,2,0.11090775988286969
tyrol-w5_r0c4,805,15,6349,8,2,0,0,0,2,0.08706467661691543
tyrol-w5_r1c0,37,0,1008,2,0,0,0,1,1,0.0
tyrol-w5_r1c1,0,0,15322,12,0,0,0,0,0,0.0
tyrol-w5_r1c2,0,0,1928,3,0,0,0,0,0,0.0
tyrol-w5_r1c3,0,0,0,0,0,0,0,0,0,nan
tyrol-w5_r1c4,13331,2020,4450,14,10,0,0,0,10,0.16455078125
tyrol-w5_r2c0,0,1490,12532,9,0,0,0,2,2,0.0
tyrol-w5_r2c1,97089,13847,79252,20,7,0,0,6,13,0.07196642873950898
tyrol-w5_r2c2,143702,103482,65130,19,12,5,1,6,14,0.047924364268637255
tyrol-w5_r2c3,273364,116478,20109,22,16,9,0,1,8,0.11266821991167368
tyrol-w5_r2c4,180499,20808,109649,50,34,4,2,10,42,0.08571307784988057
tyrol-w5_r3c0,57991,3156,23854,9,5,0,0,0,5,0.10853540252182348
tyrol-w5_r3c1,172513,36806,5328,8,6,4,0,0,2,0.12318171323020087
tyrol-w5_r3c2,173215,37300,9433,15,14,11,1,2,6,0.08225937536282364
tyrol-w5_r3c3,73877,5250,45106,9,3,0,0,1,4,0.055322715842414084
tyrol-w5_r3c4,75181,22631,17784,9,4,0,0,1,5,0.07200265142099593
tyrol-w5_r4c0,7459,1378,3258,6,4,0,1,2,7,0.15642002176278563
tyrol-w5_r4c1,0,0,0,0,0,0,0,0,0,nan
tyrol-w5_r4c2,0,0,0,0,0,0,0,0,0,nan
tyrol-w5_r4c3,0,0,0,0,0,0,0,0,0,nan
tyrol-w5_r4c4,0,0,0,0,0,0,0,0,0,nan
vienna1_r0c0,104202,21650,49069,166,84,3,2,4,87,0.20267554009087377
vienna1_r0c1,90521,13657,69871,196,85,0,2,13,100,0.17207874361093775
vienna1_r0c2,92141,20100,83191,182,74,1,0,17,90,0.13468531926743768
vienna1_r0c3,169170,36916,55349,80,46,0,1,8,55,0.13424694662307524
vienna1_r0c4,172721,25315,72300,46,21,0,0,9,30,0.12152006515622686
vienna1_r1c0,123944,20990,63948,289,154,3,3,8,162,0.20432326863965733
vienna1_r1c1,114828,26716,74060,336,190,5,2,15,202,0.1871667161438577
vienna1_r1c2,132867,22139,62850,144,82,0,1,17,100,0.1426632074333293
vienna1_r1c3,228336,46525,65285,81,53,2,0,8,59,0.09938943872814988
vienna1_r1c4,194241,42242,137451,55,25,0,5,14,44,0.08096223856092512
vienna1_r2c0,68119,10071,54154,188,91,2,0,4,93,0.19484373550959844
vienna1_r2c1,110800,16675,74408,252,136,3,1,7,141,0.1962493526989372
vienna1_r2c2,100610,21124,61422,288,153,2,4,7,162,0.19254182624470872
vienna1_r2c3,49060,24997,53492,75,29,1,1,10,39,0.09708827893175075
vienna1_r2c4,176811,36329,81569,64,51,1,1,8,59,0.1322128684001974
vienna1_r3c0,138723,20303,51089,93,50,2,2,16,66,0.17370648058792962
vienna1_r3c1,177469,30600,58438,120,71,2,2,8,79,0.17631284916201118
vienna1_r3c2,24979,4734,14017,79,41,0,0,4,45,0.2026333180824564
vienna1_r3c3,48577,7952,33733,214,93,4,0,2,90,0.21092361319513378
vienna1_r3c4,98471,18980,42071,242,114,2,0,12,124,0.22793161886898003
vienna1_r4c0,135441,25895,66338,121,77,3,3,13,90,0.14088976796362992
vienna1_r4c1,171995,38058,148070,71,42,4,0,18,56,0.09332590182633606
vienna1_r4c2,149315,63012,115085,21,13,5,0,4,12,0.04534059305104
vienna1_r4c3,53312,16668,46900,19,12,6,0,2,8,0.04548384126691833
vienna1_r4c4,79253,15123,28782,33,9,1,0,1,9,0.06720647773279352
vienna2_r0c0,241325,62671,92705,72,31,6,2,18,45,0.1253848341349423
vienna2_r0c1,97054,10789,100032,57,19,0,1,4,24,0.11527246218334244
vienna2_r0c2,122221,20141,23429,28,12,2,0,2,12,0.09833572328683787
vienna2_r0c3,140762,28307,32514,54,31,1,1,4,35,0.0964054783361336
vienna2_r0c4,144478,16541,46779,70,50,0,2,8,60,0.17113943639029158
vienna2_r1c0,283438,87665,115661,47,28,7,4,17,42,0.07472555418980206
vienna2_r1c1,223768,55025,61457,47,27,2,1,9,35,0.10456052325060479
vienna2_r1c2,55057,9731,25395,35,12,0,1,1,14,0.11788345612860013
vienna2_r1c3,97304,16586,34003,57,37,1,0,3,39,0.09945538332635107
vienna2_r1c4,174433,26177,53953,99,62,0,1,4,67,0.12028558369714258
vienna2_r2c0,283029,63783,94287,88,43,4,6,7,52,0.11497504341462882
vienna2_r2c1,217166,45196,179804,54,34,6,4,26,58,0.09629234765053477
vienna2_r2c2,145426,21474,63699,52,23,1,2,11,35,0.0963864458904495
vienna2_r2c3,82091,10981,94578,62,26,1,2,2,29,0.08887602731797661
vienna2_r2c4,138945,19001,69497,87,51,2,2,0,51,0.12839209582459227
vienna2_r3c0,185143,22007,78928,100,56,2,3,10,66,0.15456404122449546
vienna2_r3c1,165724,26454,91908,61,34,3,1,10,42,0.11098500969404644
vienna2_r3c2,355555,150314,85105,28,16,6,1,17,28,0.07127384602505206
vienna2_r3c3,372625,171787,59605,27,17,9,1,14,23,0.04121506146976129
vienna2_r3c4,355677,132009,81514,50,36,11,1,19,45,0.07363548698167792
vienna2_r4c0,57809,9740,85987,45,11,0,0,4,15,0.05402658032453597
vienna2_r4c1,147521,27318,161680,42,18,5,1,7,21,0.05807972166626139
vienna2_r4c2,267130,53009,198974,45,28,7,4,27,52,0.06893639808864722
vienna2_r4c3,380789,148642,85812,28,21,10,5,16,32,0.05398856590985522
vienna2_r4c4,354528,166611,70390,32,21,9,1,12,25,0.0564685458235094
vienna3_r0c0,214393,34812,43344,78,60,4,2,9,67,0.14293569621844118
