stem,has_gt,n_spur,spur_area,fp_px,ref_fp_inst,ref_fp_px
3001371,1,0,0,188,0,188
3001372,1,3,667,5336,3,5336
3001373,1,4,1106,9960,4,9960
3001374,1,8,1002,14067,8,14067
3001375,1,1,21,10450,1,10450
3001376,1,3,210,3789,3,3789
3001377,1,0,0,6675,0,6675
3001378,1,6,2114,13466,6,13466
3001379,1,7,1185,13022,7,13022
300138,1,2,82,2811,2,2811
3001380,1,4,854,10802,4,10802
3001381,1,3,477,5812,3,5812
3001382,1,0,0,397,0,397
3001383,1,2,274,5606,2,5606
3001384,1,2,234,6810,2,6810
3001385,1,0,0,2599,0,2599
3001386,1,6,971,5787,6,5787
3001387,1,4,951,8394,4,8394
3001388,1,3,426,9149,3,9149
3001389,1,5,10601,19259,5,19259
300139,1,1,43,4720,1,4720
3001390,1,3,3666,7141,3,7141
3001391,1,3,938,2769,3,2769
3001392,1,2,120,4074,2,4074
3001393,1,2,258,4816,2,4816
3001394,1,4,707,9550,4,9550
3001395,1,12,1587,9798,12,9798
3001396,1,7,1190,10233,7,10233
3001397,1,3,492,9440,3,9440
3001398,1,11,971,11504,11,11504
3001399,1,5,598,10629,5,10629
30014,1,2,549,2729,2,2729
300140,1,5,38592,39252,5,39252
3001400,1,6,2807,6084,6,6084
3001401,1,3,746,9469,3,9469
3001402,1,4,1367,11579,4,11579
3001403,1,1,262,4891,1,4891
3001404,0,0,0,0,0,0
3001405,1,2,268,10014,2,10014
3001406,1,6,783,9424,6,9424
3001407,1,0,0,2232,0,2232
3001408,1,7,1795,4329,7,4329
3001409,1,4,656,7527,4,7527
300141,1,0,0,0,0,0
3001410,1,8,1302,9075,8,9075
3001411,1,1,30,4302,1,4302
3001412,1,1,36,4169,1,4169
3001413,1,4,524,6982,4,6982
3001414,1,2,179,6408,2,6408
3001415,1,1,55,7427,1,7427
3001416,1,6,2432,9393,6,9393
3001417,1,4,972,7000,4,7000
3001418,1,4,1132,10860,4,10860
3001419,1,7,2415,11139,7,11139
300142,0,0,0,0,0,0
3001420,1,8,520,9535,8,9535
3001421,1,4,599,8456,4,8456
3001422,1,7,2734,5860,7,5860
3001423,1,2,304,7709,2,7709
3001424,1,0,0,7971,0,7971
3001425,1,0,0,1739,0,1739
3001426,1,1,28,542,1,542
3001427,1,3,242,7590,3,7590
3001428,1,2,363,11898,2,11898
3001429,1,0,0,1122,0,1122
300143,0,0,0,0,0,0
3001430,1,3,271,5522,3,5522
3001431,1,2,138,3722,2,3722
3001432,1,4,305,8338,4,8338
3001433,1,7,897,8241,7,8241
3001434,1,7,1168,7505,7,7505
3001435,1,3,579,5735,3,5735
3001436,1,3,696,9316,3,9316
3001437,1,4,937,11475,4,11475
3001438,1,6,4882,13568,6,13568
3001439,1,0,0,2585,0,2585
300144,1,0,0,146,0,146
3001440,1,3,566,8601,3,8601
3001441,1,6,1575,11291,6,11291
3001442,1,5,1518,11308,5,11308
3001443,1,2,529,9208,2,9208
3001444,1,1,393,6869,1,6869
3001445,1,4,407,7687,4,7687
3001446,1,3,265,5765,3,5765
3001447,0,0,0,0,0,0
3001448,1,5,930,5878,5,5878
3001449,1,4,1192,10122,4,10122
300145,0,0,0,0,0,0
3001450,1,3,233,7488,3,7488
3001451,1,0,0,729,0,729
3001452,1,6,726,6071,6,6071
3001453,1,2,440,4379,2,4379
3001454,1,2,189,8130,2,8130
3001455,1,6,974,8528,6,8528
3001456,1,3,517,5154,3,5154
3001457,1,1,124,4292,1,4292
3001458,1,1,99,6107,1,6107
3001459,1,5,891,12628,5,12628
300146,1,3,271,466,3,466
3001460,1,4,1218,9327,4,9327
3001461,1,1,243,503,1,503
3001462,1,5,386,5682,5,5682
3001463,1,5,2379,11267,5,11267
3001464,1,7,2282,9448,7,9448
3001465,1,5,839,8862,5,8862
3001466,1,2,355,8702,2,8702
3001467,1,1,78,4281,1,4281
3001468,1,0,0,2997,0,2997
3001469,1,0,0,296,0,296
300147,1,11,5121,7137,11,7137
3001470,1,0,0,3214,0,3214
3001471,1,0,0,1048,0,1048
3001472,0,0,0,0,0,0
3001473,0,0,0,0,0,0
3001474,1,5,904,9088,5,9088
3001475,1,3,830,8451,3,8451
3001476,1,0,0,1340,0,1340
3001477,1,1,148,3190,1,3190
3001478,1,2,435,8151,2,8151
3001479,1,4,351,5620,4,5620
300148,1,6,490,4270,6,4270
3001480,1,5,431,7989,5,7989
3001481,1,5,853,10672,5,10672
3001482,1,4,456,12647,4,12647
3001483,1,2,1105,8459,2,8459
3001484,1,3,191,6770,3,6770
3001485,1,2,208,8352,2,8352
3001486,1,1,56,7027,1,7027
3001487,1,3,638,8328,3,8328
3001488,1,4,1053,7918,4,7918
3001489,1,1,272,1209,1,1209
300149,1,1,102,5984,1,5984
3001490,1,0,0,1136,0,1136
3001491,0,0,0,0,0,0
3001492,0,0,0,0,0,0
3001493,0,0,0,0,0,0
3001494,0,0,0,0,0,0
3001495,0,0,0,0,0,0
3001496,1,2,107,12182,2,12182
3001497,1,2,253,5376,2,5376
3001498,0,0,0,0,0,0
3001499,1,0,0,2,0,2
30015,1,2,296,2308,2,2308
300150,1,4,408,6740,4,6740
3001500,1,0,0,1900,0,1900
3001501,1,1,146,2105,1,2105
3001502,1,2,138,4358,2,4358
3001503,1,3,365,8685,3,8685
3001504,1,7,477,10552,7,10552
3001505,1,7,970,10204,7,10204
3001506,1,10,1945,12104,10,12104
3001507,1,4,563,8744,4,8744
3001508,1,1,186,8017,1,8017
3001509,1,3,425,6969,3,6969
300151,1,2,214,7524,2,7524
3001510,1,0,0,2741,0,2741
3001511,1,0,0,32,0,32
3001512,0,0,0,0,0,0
3001513,0,0,0,0,0,0
3001514,0,0,0,0,0,0
3001515,0,0,0,0,0,0
3001516,0,0,0,0,0,0
3001517,0,0,0,0,0,0
3001518,1,0,0,4948,0,4948
3001519,1,0,0,1547,0,1547
300152,1,4,462,6436,4,6436
3001520,0,0,0,0,0,0
3001521,1,0,0,0,0,0
3001522,1,0,0,0,0,0
3001523,0,0,0,0,0,0
3001524,0,0,0,0,0,0
3001525,1,2,128,2014,2,2014
3001526,1,5,1080,6685,5,6685
3001527,1,3,264,4967,3,4967
3001528,1,2,425,7303,2,7303
3001529,1,5,1414,7816,5,7816
300153,1,0,0,3631,0,3631
3001530,1,1,20,3160,1,3160
3001531,1,0,0,386,0,386
3001532,0,0,0,0,0,0
3001533,0,0,0,0,0,0
3001534,0,0,0,0,0,0
3001535,0,0,0,0,0,0
3001536,0,0,0,0,0,0
3001537,0,0,0,0,0,0
3001538,0,0,0,0,0,0
3001539,0,0,0,0,0,0
300154,1,4,1123,3699,4,3699
300155,1,2,1494,2888,2,2888
300156,1,24,54860,55337,24,55337
300157,0,29,63861,63910,29,63910
300158,1,9,7000,7466,9,7466
300159,1,12,1945,2773,12,2773
30016,1,6,1339,6815,6,6815
300160,1,5,1929,5386,5,5386
300161,1,2,91,3142,2,3142
300162,1,1,986,2257,1,2257
300163,1,0,0,44,0,44
300164,1,0,0,28,0,28
300165,0,0,0,0,0,0
300166,0,0,0,0,0,0
300167,0,0,0,0,0,0
300168,0,0,0,0,0,0
300169,1,2,1184,3053,2,3053
30017,1,0,0,12624,0,12624
300170,1,2,57,4792,2,4792
300171,1,2,165,7328,2,7328
300172,1,3,192,10177,3,10177
300173,1,5,376,6289,5,6289
300174,1,4,771,4632,4,4632
300175,1,2,119,3486,2,3486
300176,1,1,294,4500,1,4500
300177,1,2,497,4244,2,4244
300178,1,6,15639,17238,6,17238
300179,1,5,3214,4287,5,4287
30018,1,0,0,1225,0,1225
300180,1,9,27697,29035,9,29035
300181,1,5,1374,6754,5,6754
300182,1,0,0,6592,0,6592
300183,1,0,0,554,0,554
300184,0,0,0,0,0,0
300185,0,0,0,0,0,0
300186,1,0,0,38,0,38
300187,1,0,0,36,0,36
300188,0,0,0,0,0,0
300189,0,0,0,0,0,0
30019,0,0,0,0,0,0
300190,0,0,0,0,0,0
300191,1,0,0,139,0,139
300192,1,1,679,5979,1,5979
300193,1,5,1545,8156,5,8156
300194,1,5,2963,8225,5,8225
300195,1,1,239,4399,1,4399
300196,1,3,840,10651,3,10651
300197,1,1,74,2992,1,2992
300198,1,1,40,3518,1,3518
300199,1,0,0,3968,0,3968
3002,0,0,0,0,0,0
30020,1,0,0,3119,0,3119
300200,1,1,574,3510,1,3510
300201,1,4,985,5485,4,5485
300202,1,5,3090,4622,5,4622
300203,1,0,0,5404,0,5404
300204,1,0,0,14171,0,14171
300205,1,0,0,281,0,281
300206,0,0,0,0,0,0
300207,0,0,0,0,0,0
300208,0,0,0,0,0,0
300209,0,0,0,0,0,0
30021,1,1,128,2990,1,2990
300210,1,0,0,524,0,524
300211,1,0,0,665,0,665
300212,1,2,433,2553,2,2553
300213,1,3,1182,981,3,981
300214,1,2,2995,7065,2,7065
300215,1,5,4350,11589,5,11589
300216,1,4,4485,11477,4,11477
300217,1,2,306,4450,2,4450
300218,1,7,870,8487,7,8487
300219,1,4,1086,2207,4,2207
30022,0,0,0,0,0,0
300220,1,8,2822,14085,8,14085
300221,1,0,0,6851,0,6851
300222,1,2,2110,7550,2,7550
300223,1,6,974,6742,6,6742
300224,1,1,166,6139,1,6139
300225,1,2,133,6764,2,6764
300226,1,3,6312,15363,3,15363
300227,1,0,0,0,0,0
300228,0,0,0,0,0,0
300229,0,0,0,0,0,0
30023,0,0,0,0,0,0
300230,1,0,0,2084,0,2084
300231,1,0,0,2783,0,2783
300232,1,0,0,1808,0,1808
300233,1,1,50,3160,1,3160
300234,1,1,36,1625,1,1625
300235,1,5,1496,1750,5,1750
300236,1,2,1773,4127,2,4127
300237,1,1,17,7799,1,7799
300238,1,1,65,6080,1,6080
300239,1,1,3706,9163,1,9163
30024,0,0,0,0,0,0
300240,1,2,217,6554,2,6554
300241,1,0,0,2820,0,2820
300242,1,15,5922,16704,15,16704
300243,1,2,224,6961,2,6961
300244,1,3,1172,5282,3,5282
300245,1,9,5289,11084,9,11084
300246,1,5,2433,6469,5,6469
300247,1,0,0,922,0,922
300248,0,0,0,0,0,0
300249,0,0,0,0,0,0
30025,1,1,63,3711,1,3711
300250,0,0,0,0,0,0
300251,1,3,19181,22148,3,22148
300252,1,3,10640,19044,3,19044
300253,1,2,8193,32486,2,32486
300254,1,1,682,6032,1,6032
300255,1,3,893,6611,3,6611
300256,1,0,0,1646,0,1646
300257,0,0,0,0,0,0
300258,1,0,0,195,0,195
300259,1,2,220,3366,2,3366
30026,1,5,3596,18930,5,18930
300260,1,4,494,5469,4,5469
300261,1,2,70,2278,2,2278
300262,1,3,248,4963,3,4963
300263,1,1,891,2958,1,2958
300264,1,4,13572,12627,4,12627
300265,1,3,699,7361,3,7361
300266,1,1,561,11404,1,11404
300267,1,9,2660,8829,9,8829
300268,1,8,1909,9333,8,9333
300269,1,1,66,2387,1,2387
30027,1,5,6599,10366,5,10366
300270,1,2,124,1877,2,1877
300271,1,1,222,270,1,270
300272,1,1,353,3974,1,3974
300273,1,6,1217,14511,6,14511
300274,1,9,2527,11482,9,11482
300275,1,5,4738,6755,5,6755
300276,1,1,116,1076,1,1076
300277,0,2,182,182,2,182
300278,0,0,0,0,0,0
300279,0,0,0,0,0,0
30028,1,0,0,1,0,1
300280,0,0,0,0,0,0
300281,0,0,0,0,0,0
300282,1,0,0,310,0,310
300283,1,1,67,976,1,976
300284,1,2,122,230,2,230
300285,1,0,0,38,0,38
300286,1,3,338,5929,3,5929
300287,1,4,1798,8183,4,8183
300288,1,6,1575,13678,6,13678
300289,1,7,1409,6772,7,6772
30029,1,0,0,212,0,212
300290,1,2,61,3339,2,3339
300291,1,1,34,2700,1,2700
300292,1,2,100,7215,2,7215
300293,1,4,759,2997,4,2997
300294,1,3,452,11508,3,11508
300295,1,5,958,14573,5,14573
300296,1,3,374,3512,3,3512
300297,0,0,0,0,0,0
300298,0,0,0,0,0,0
300299,0,0,0,0,0,0
3003,1,4,1506,4022,4,4022
30030,1,2,1672,1715,2,1715
300300,0,0,0,0,0,0
300301,0,0,0,0,0,0
300302,0,0,0,0,0,0
300303,0,0,0,0,0,0
300304,0,0,0,0,0,0
300305,0,0,0,0,0,0
300306,0,0,0,0,0,0
300307,0,0,0,0,0,0
300308,1,5,585,7545,5,7545
300309,1,3,638,3640,3,3640
30031,1,4,456,6761,4,6761
300310,1,3,465,3395,3,3395
300311,1,1,31,2222,1,2222
300312,1,2,380,5575,2,5575
300313,1,5,830,6456,5,6456
300314,1,3,250,4385,3,4385
300315,1,0,0,3709,0,3709
300316,1,6,661,11324,6,11324
300317,1,7,1109,11497,7,11497
300318,1,6,4496,8943,6,8943
300319,0,0,0,0,0,0
30032,1,9,752,8492,9,8492
300320,0,0,0,0,0,0
300321,0,0,0,0,0,0
300322,0,0,0,0,0,0
300323,0,0,0,0,0,0
300324,0,0,0,0,0,0
300325,0,0,0,0,0,0
300326,0,0,0,0,0,0
300327,0,0,0,0,0,0
300328,0,0,0,0,0,0
300329,0,0,0,0,0,0
30033,1,5,3235,10172,5,10172
300330,1,5,881,10212,5,10212
300331,1,2,69,8952,2,8952
300332,1,7,1166,14639,7,14639
300333,1,10,1767,16250,10,16250
300334,1,6,608,15947,6,15947
300335,1,2,337,6065,2,6065
300336,1,4,326,8583,4,8583
300337,1,4,1047,6433,4,6433
300338,1,3,425,9973,3,9973
