stem,tp,fp,fn,n_gt,found,merges,splits,fp_inst,n_pred_inst,boundary_iou
austin2_r0c1,108624,10910,116353,88,32,5,0,7,34,0.15063620974951025
austin2_r0c2,149352,10127,37006,49,26,1,1,4,30,0.23625856055398559
austin2_r0c3,53023,9312,74008,77,32,5,0,4,31,0.10335258381459536
austin2_r0c4,117461,26135,177683,152,67,32,1,5,41,0.06427947402611948
austin2_r1c0,59765,6778,60202,39,19,0,0,2,21,0.10402021445463086
austin2_r1c1,188305,21801,35664,44,33,3,1,2,33,0.22653335010271244
austin2_r1c2,62834,7757,100905,77,25,2,0,6,29,0.12565259502492263
austin2_r1c3,7160,1345,42139,28,6,0,0,2,8,0.043040161220670795
austin2_r1c4,54710,8917,143674,123,39,1,1,9,48,0.05306416490659332
austin2_r2c0,121155,18527,65825,42,30,3,0,8,35,0.14585079631181894
austin2_r2c1,104210,13688,116154,67,32,9,1,9,33,0.12431781132610391
austin2_r2c2,61597,8480,166718,111,30,5,0,6,31,0.09768077342142129
austin2_r2c3,41072,4452,129289,91,25,0,1,3,29,0.08780539397144368
austin2_r2c4,49673,4843,129952,123,39,0,4,13,56,0.10001867413632119
austin2_r3c0,101376,14172,112364,76,35,1,0,4,38,0.1241230004410055
austin2_r3c1,82397,14244,82273,75,37,5,0,6,38,0.13426784295348507
austin2_r3c2,97452,16675,54111,50,20,2,0,3,21,0.14149601820250285
austin2_r3c3,109449,19974,112935,84,43,1,0,2,44,0.10827353313634445
austin2_r3c4,80491,14284,104052,60,27,2,1,5,31,0.08332953769073104
austin2_r4c0,91038,12226,95891,107,43,1,0,4,46,0.14731035969671924
austin2_r4c1,51627,6242,72201,66,26,1,1,6,32,0.136389299637048
austin2_r4c2,49526,8042,89373,80,34,2,1,4,37,0.1339492479828389
austin2_r4c3,68345,9776,117433,89,43,4,5,14,58,0.09512714563955076
austin2_r4c4,66741,13584,91026,58,33,1,0,4,36,0.061669363935069395
austin3_r0c0,25462,7902,38580,14,5,0,0,3,8,0.046476266031997886
austin3_r0c1,28861,2460,27716,22,14,0,1,1,16,0.17531748616085965
austin3_r0c2,69103,7843,122987,75,35,3,0,7,39,0.12220224037440687
austin3_r0c3,19401,1208,114669,65,13,0,0,8,21,0.052252089178507856
austin3_r0c4,52743,5096,116222,96,38,1,0,1,38,0.10369208199193121
austin3_r1c0,24956,1769,49270,32,15,0,0,2,17,0.11558219178082192
austin3_r1c1,58161,5656,82277,47,15,3,1,6,19,0.10393652313690618
austin3_r1c2,51078,4667,107952,79,28,1,0,6,33,0.12746066549406068
austin3_r1c3,44308,8840,128866,83,24,3,1,6,28,0.08341585224092651
austin3_r1c4,60125,4749,186242,140,38,1,0,6,43,0.09738598163664643
austin3_r2c0,49833,4124,138180,77,26,0,0,9,35,0.0833183655141446
austin3_r2c1,46563,4537,136002,81,23,1,0,4,26,0.11069449357387101
austin3_r2c2,26297,2951,101470,71,21,0,0,1,22,0.08713818578176093
austin3_r2c3,59546,7096,156833,116,30,2,0,7,35,0.10465937473085866
austin3_r2c4,21420,2137,179147,86,21,0,0,6,26,0.042740205369602796
austin3_r3c0,14266,2815,132730,67,8,0,0,4,12,0.039339760618452076
austin3_r3c1,84635,8335,115578,106,41,1,0,4,44,0.17167157225663157
austin3_r3c2,49458,7265,136847,114,35,3,0,4,36,0.10238108211191631
austin3_r3c3,93924,14065,122371,154,54,6,2,4,54,0.11818736738075168
austin3_r3c4,77679,9036,125996,110,34,1,0,4,37,0.06705115170213512
austin3_r4c0,22409,1267,84994,47,10,0,0,0,10,0.10603076149365073
austin3_r4c1,55932,6112,146167,102,31,3,1,4,33,0.12467580585402001
austin3_r4c2,148691,28835,82370,73,38,5,1,7,41,0.18973879304371927
austin3_r4c3,84754,12084,50199,48,21,0,1,7,29,0.11913245108019455
austin3_r4c4,82417,12384,104186,122,48,2,0,10,56,0.10341193746220956
austin4_r0c0,106114,20015,76654,23,9,1,0,1,9,0.0489999307910582
austin4_r0c1,38157,3040,74920,40,13,0,1,2,16,0.13157797827287793
austin4_r0c2,10769,949,69075,31,4,0,0,3,7,0.05114349653403198
austin4_r0c3,18,0,1526,4,1,0,0,0,1,0.001851851851851852
austin4_r0c4,9771,1057,2913,9,7,0,0,0,7,0.24420788979336255
austin4_r1c0,106086,28067,74427,23,11,0,2,3,16,0.0654006068097539
austin4_r1c1,36914,2800,29973,18,9,0,0,3,12,0.1235608552631579
austin4_r1c2,34976,1017,20638,5,3,0,0,2,5,0.09919614147909968
austin4_r1c3,7906,1142,2913,2,2,0,0,0,2,0.09454265949269793
austin4_r1c4,0,0,0,0,0,0,0,0,0,nan
austin4_r2c0,30949,3393,64546,12,6,0,0,6,12,0.05576472259714428
austin4_r2c1,45303,5426,75882,20,10,0,0,5,15,0.12513029470292808
austin4_r2c2,225201,15676,27905,12,10,1,0,2,11,0.13147926005429636
austin4_r2c3,20119,2935,1070,3,2,0,0,0,2,0.1414723604925334
austin4_r2c4,15156,2001,3577,4,4,1,0,1,4,0.11625794732061762
austin4_r3c0,106122,19230,115530,25,14,0,1,7,22,0.03750617283950617
austin4_r3c1,23566,5069,49435,21,12,1,0,1,12,0.07421479229989868
austin4_r3c2,29573,4134,40947,29,14,0,0,1,15,0.11617761620358348
austin4_r3c3,36877,4889,94416,49,17,0,0,6,23,0.10067094169338558
austin4_r3c4,153631,27840,74088,72,54,5,1,9,59,0.15239037363777894
austin4_r4c0,79413,13329,98056,54,30,0,0,11,41,0.08415881779798635
austin4_r4c1,35252,3715,57553,35,15,0,0,2,17,0.11552393272962484
austin4_r4c2,76647,7376,97182,63,29,1,0,3,31,0.13638162642888738
austin4_r4c3,42201,3077,167694,87,17,0,0,6,23,0.09415475603745688
austin4_r4c4,101705,10710,127098,88,46,0,1,8,55,0.13629779837775202
austin5_r0c0,45534,9104,51244,36,19,0,2,5,26,0.1182739707005485
austin5_r0c1,23259,5700,11590,8,4,1,0,1,4,0.08762825804929826
austin5_r0c2,16647,587,1017,7,2,0,0,0,2,0.4166666666666667
austin5_r0c3,25255,2215,21012,12,3,0,0,3,6,0.09981056121240824
austin5_r0c4,82970,8707,139837,126,19,0,0,1,20,0.05386936765062957
austin5_r1c0,40029,5785,95291,52,21,0,0,4,25,0.08304280733840087
austin5_r1c1,47122,6746,72199,44,22,1,1,6,28,0.1184390765427149
austin5_r1c2,13386,1450,4827,8,3,0,0,2,5,0.16880422482082233
austin5_r1c3,0,0,9808,4,0,0,0,0,0,0.0
austin5_r1c4,25082,2655,157481,53,6,0,0,5,11,0.022224151402031427
austin5_r2c0,48697,8007,70765,53,26,2,0,5,29,0.10611849065475491
austin5_r2c1,53524,5711,75543,46,20,0,0,8,28,0.11991473263878465
austin5_r2c2,47125,6079,45550,31,16,0,2,2,20,0.19522767784799872
austin5_r2c3,2756,10,11703,7,1,0,0,0,1,0.06976166832174777
austin5_r2c4,21157,6283,98664,24,8,0,0,5,13,0.041430476825608534
austin5_r3c0,18110,2099,48440,38,11,0,1,1,13,0.07038225853516195
austin5_r3c1,42643,5187,88411,44,17,0,1,3,21,0.10357738413617343
austin5_r3c2,49363,10744,52772,34,19,0,0,1,20,0.13638645402942426
austin5_r3c3,32174,3798,44855,28,12,0,2,4,18,0.13570850972744136
austin5_r3c4,0,0,611,4,0,0,0,0,0,0.0
austin5_r4c0,32231,4802,120414,54,18,0,0,1,19,0.046818465377417344
austin5_r4c1,53314,6400,76898,47,21,0,0,3,24,0.13528889976447558
austin5_r4c2,60259,7587,73630,42,15,0,0,1,16,0.12842813418588442
austin5_r4c3,30762,3700,56764,27,15,0,2,1,17,0.13022293130955975
austin5_r4c4,13727,2879,10105,12,5,1,0,1,5,0.07729786673689755
chicago1_r0c0,147316,39275,154037,348,217,106,2,24,137,0.11590366352579648
chicago1_r0c1,128980,27334,173935,312,175,57,0,23,141,0.1283132590036104
chicago1_r0c2,138180,35470,139770,326,183,66,1,22,140,0.12623305323235215
chicago1_r0c3,142981,29535,88745,187,118,76,1,16,59,0.12166568096689566
chicago1_r0c4,118611,14167,134773,79,42,19,0,6,29,0.09260795963753443
chicago1_r1c0,232962,34773,84932,207,157,75,1,19,102,0.1235949070374514
chicago1_r1c1,86872,19863,65433,169,108,24,0,5,89,0.14379875536856868
chicago1_r1c2,110316,28810,54124,205,150,38,1,9,122,0.14005178808873958
chicago1_r1c3,154947,30549,72002,62,38,10,0,5,33,0.0872188544558382
chicago1_r1c4,31054,701,74762,3,2,0,1,0,3,0.020635872825434914
chicago1_r2c0,47647,3253,168573,9,2,0,0,3,5,0.029265255292652552
chicago1_r2c1,22128,13717,19125,14,5,0,0,0,5,0.04021044720030064
chicago1_r2c2,162994,9011,39472,6,4,0,0,0,4,0.033734161891695584
chicago1_r2c3,83874,31555,84122,21,11,2,0,6,15,0.039159414923162376
chicago1_r2c4,27246,37422,27123,5,4,0,1,5,10,0.046368204659661946
chicago1_r3c0,1380,1167,8780,5,1,0,0,1,2,0.015914137675795706
chicago1_r3c1,145557,30293,136023,13,6,4,0,4,6,0.007571816657996648
chicago1_r3c2,7178,1341,40127,22,3,0,0,1,4,0.014123456790123457
chicago1_r3c3,11192,12370,12034,10,3,0,0,5,8,0.020769789397240376
chicago1_r3c4,6262,32786,1408,3,2,0,0,4,6,0.03305471124620061
chicago1_r4c0,2026,399,2047,4,1,0,0,0,1,0.06135770234986945
chicago1_r4c1,44,0,8996,3,0,0,0,1,1,0.01020408163265306
chicago1_r4c2,2641,33,15801,6,1,0,0,0,1,0.007212925562608194
chicago1_r4c3,62067,8814,18197,10,3,0,0,1,4,0.040235999613115386
chicago1_r4c4,95051,14373,76530,20,6,1,0,2,7,0.0412117903930131
chicago2_r0c0,277579,19304,130754,47,20,4,3,11,30,0.07798407410416835
chicago2_r0c1,118621,22625,50646,72,30,9,0,4,25,0.07916451779267664
chicago2_r0c2,138046,30740,105625,229,141,38,2,15,120,0.11463171094185398
chicago2_r0c3,163522,32691,93797,189,127,48,3,16,98,0.10879359252461204
chicago2_r0c4,173803,52159,158559,327,200,106,4,23,121,0.09076858108108109
chicago2_r1c0,119185,34342,161671,257,127,35,0,18,110,0.066718833208351
chicago2_r1c1,196201,61983,120520,261,190,103,1,20,108,0.0846757954087797
chicago2_r1c2,182493,57654,128694,312,223,101,2,22,146,0.08265612919852246
chicago2_r1c3,148530,36868,148939,238,145,47,2,21,121,0.07315347658518558
chicago2_r1c4,177202,55226,160286,292,183,93,6,22,118,0.07489334942298213
chicago2_r2c0,197581,76709,167473,289,190,130,3,30,93,0.06027732251099144
chicago2_r2c1,241618,65921,170392,217,159,107,3,18,73,0.07236046647685167
chicago2_r2c2,237874,93692,144935,285,222,150,6,25,103,0.06557098896352796
chicago2_r2c3,251545,105721,153138,247,173,121,3,14,69,0.07197363705497234
chicago2_r2c4,208451,69551,175789,276,197,141,5,16,76,0.06292685613571271
chicago2_r3c0,180983,70382,141155,337,229,147,4,14,100,0.06919196165811822
chicago2_r3c1,188064,78918,134083,342,265,190,6,21,102,0.08256896522053382
chicago2_r3c2,135056,55435,175258,339,195,116,4,22,105,0.06161305259717267
chicago2_r3c3,163893,77021,153166,286,204,114,5,27,122,0.07020844894561598
chicago2_r3c4,131163,50421,201068,347,205,133,3,19,94,0.06106470449605907
chicago2_r4c0,195615,69617,137083,340,222,131,1,21,113,0.08795071756454668
chicago2_r4c1,181439,57006,164454,402,250,151,6,29,134,0.0810328143561825
chicago2_r4c2,197524,69462,129538,312,210,102,1,25,134,0.07133184463755639
chicago2_r4c3,184857,62204,132740,346,215,115,4,12,116,0.08174836175206306
chicago2_r4c4,181006,58021,166126,398,264,167,5,29,131,0.0824387599933754
chicago3_r0c0,57581,18208,92032,133,60,20,0,11,51,0.06281344551747005
chicago3_r0c1,103815,26040,88964,117,46,12,0,7,41,0.05892726830454877
chicago3_r0c2,71447,30800,105655,68,30,3,1,8,36,0.05256922199306683
chicago3_r0c3,60419,40114,105443,95,43,13,0,19,49,0.03917606669936243
chicago3_r0c4,112755,43035,69233,87,34,13,1,3,25,0.049075789564393124
chicago3_r1c0,104241,37116,129917,213,113,41,2,16,90,0.07962340980120083
chicago3_r1c1,69837,29923,139448,174,59,18,2,10,53,0.05298272540758955
chicago3_r1c2,69606,28556,154530,157,35,5,1,21,52,0.024986521094487128
chicago3_r1c3,40497,18184,163285,171,50,9,0,14,55,0.047325723539030626
chicago3_r1c4,92903,37322,98387,149,80,33,0,9,56,0.09378461722702913
chicago3_r2c0,68575,21630,96090,162,82,29,1,12,66,0.06446148359486448
chicago3_r2c1,71387,29005,148464,134,37,4,1,10,44,0.02920612786396297
chicago3_r2c2,40957,15129,157306,144,35,9,2,12,40,0.031968122850748716
chicago3_r2c3,94091,30134,179321,185,59,11,0,10,58,0.03508677879782886
chicago3_r2c4,84446,29985,143605,188,88,32,0,19,75,0.046785289401541405
chicago3_r3c0,87284,11132,169594,214,60,11,1,10,60,0.07444832859951933
chicago3_r3c1,76389,19606,168487,162,68,17,1,12,64,0.05501052194789413
chicago3_r3c2,64287,27667,209558,211,64,33,5,25,61,0.03986058612733788
chicago3_r3c3,66620,27212,153944,139,63,23,4,11,55,0.0520349931017183
chicago3_r3c4,54218,13254,158365,119,41,8,3,14,50,0.04962416857436415
chicago3_r4c0,107849,34866,183223,273,110,31,1,11,91,0.06636625622216401
chicago3_r4c1,39870,13868,208778,124,43,11,0,10,42,0.03425598563813222
chicago3_r4c2,86782,20867,153883,121,40,7,0,17,50,0.030068123091378907
chicago3_r4c3,113549,28839,130424,141,74,26,1,16,65,0.059110390888851866
chicago3_r4c4,137886,35843,105273,148,78,35,2,11,56,0.06297363492292177
chicago4_r0c0,119356,20840,119479,176,87,34,3,16,72,0.09166455805777145
chicago4_r0c1,101759,24892,156914,164,63,29,1,15,50,0.05155361411027776
chicago4_r0c2,35798,12907,40696,39,19,4,1,5,21,0.049919340383581284
chicago4_r0c3,38666,15988,79378,31,15,2,0,5,18,0.02690708459939229
chicago4_r0c4,93458,29790,89885,73,44,12,1,3,36,0.05376888335150288
chicago4_r1c0,43521,10228,127677,129,40,17,0,4,27,0.05461863969449891
chicago4_r1c1,105514,27800,82044,97,55,27,0,13,41,0.0526917009664376
chicago4_r1c2,24314,4907,54390,26,11,2,1,5,15,0.028887594641817123
chicago4_r1c3,68253,21855,99724,53,27,12,1,5,21,0.03913818060349627
chicago4_r1c4,155353,29753,73326,80,50,14,0,7,43,0.06074663132317208
chicago4_r2c0,118920,22592,116481,201,101,47,1,11,66,0.09487374682270364
chicago4_r2c1,102738,29499,173377,186,83,35,3,12,63,0.049742512066138604
chicago4_r2c2,120262,50674,123760,93,39,17,0,9,31,0.03457578499837793
chicago4_r2c3,99869,49917,122172,136,67,34,2,14,49,0.05055566174262076
chicago4_r2c4,125817,47540,119000,197,131,46,0,8,93,0.056886563678821625
chicago4_r3c0,93922,10448,172404,68,36,14,1,2,25,0.0732441559121489
chicago4_r3c1,88298,28450,87537,121,54,24,0,5,35,0.05870464285045942
chicago4_r3c2,17605,9172,104078,61,14,4,3,7,20,0.027654033308203686
chicago4_r3c3,49653,33428,71148,37,24,13,1,11,23,0.05062543432939541
chicago4_r3c4,57830,16546,120284,48,26,7,0,2,21,0.051460892497744465
chicago4_r4c0,120213,12801,155291,137,62,20,0,15,57,0.06565295454184343
chicago4_r4c1,104788,29956,137680,156,69,23,1,15,62,0.05837747573878646
chicago4_r4c2,32034,12745,122646,85,17,4,0,5,18,0.02723837514432665
chicago4_r4c3,98810,33899,119240,137,65,34,6,12,49,0.047915568967444234
chicago4_r4c4,90747,43652,108674,116,62,21,1,12,54,0.037738216891661736
chicago5_r0c0,148029,10524,114653,9,7,0,0,3,10,0.09711316397228638
chicago5_r0c1,74783,20362,114628,188,84,38,1,7,54,0.05528322866584186
chicago5_r0c2,47754,18668,162026,170,37,16,4,12,37,0.03284868977176669
chicago5_r0c3,54798,29106,107492,117,40,11,1,7,37,0.04570620327338856
chicago5_r0c4,87429,42141,81752,119,68,14,3,15,72,0.0698658444582937
chicago5_r1c0,105357,11148,100036,51,34,6,2,6,36,0.09998548410509508
chicago5_r1c1,49217,9354,65945,73,28,13,1,0,16,0.039761799082704545
chicago5_r1c2,61395,9981,92809,68,22,9,0,4,17,0.04809319924325401
chicago5_r1c3,115864,32757,73718,53,32,9,2,5,30,0.04821923826784194
chicago5_r1c4,66954,11133,102363,107,48,13,0,5,40,0.06431140742777282
chicago5_r2c0,99951,14579,129087,87,44,16,0,13,41,0.08655985758789497
chicago5_r2c1,248000,28323,95285,60,28,8,2,7,29,0.031525938189845476
chicago5_r2c2,31755,9466,33135,37,24,8,0,4,20,0.06474180352166953
chicago5_r2c3,26699,5596,71196,17,10,2,0,2,10,0.03849351513136016
chicago5_r2c4,68279,16978,94005,82,39,14,1,6,32,0.030716876371289125
chicago5_r3c0,59609,5902,166651,55,13,4,1,2,12,0.030699721964782205
chicago5_r3c1,100993,18248,139618,62,36,10,0,7,33,0.04218276906138178
chicago5_r3c2,43419,12983,24511,17,11,3,0,4,12,0.034240844435862776
chicago5_r3c3,8,0,50072,2,0,0,0,0,0,0.0
chicago5_r3c4,6453,1786,10344,9,6,1,0,0,5,0.04077365394668061
chicago5_r4c0,137608,20367,116460,116,64,22,3,14,59,0.08792233527051105
chicago5_r4c1,133855,23434,206038,141,45,22,2,7,32,0.05058020268822143
chicago5_r4c2,40213,11107,23783,29,14,3,0,0,11,0.05014600179694519
chicago5_r4c3,44572,13268,23217,16,12,2,1,3,14,0.04519896193771626
chicago5_r4c4,102244,35700,87577,61,43,7,4,4,44,0.046784186599658564
kitsap1_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r0c2,2844,1571,3160,4,2,0,0,0,2,0.01259774109470026
kitsap1_r0c3,2620,76,12134,13,2,0,0,2,4,0.09426941205656164
kitsap1_r0c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r1c2,1981,40,5487,9,1,0,0,0,1,0.1125
kitsap1_r1c3,0,0,2650,4,0,0,0,0,0,0.0
kitsap1_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r2c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c3,0,0,0,0,0,0,0,0,0,nan
kitsap1_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c2,0,0,0,0,0,0,0,0,0,nan
kitsap1_r4c3,3729,244,7596,6,2,0,0,0,2,0.056438533895556274
kitsap1_r4c4,565,3,6758,7,1,0,0,0,1,0.04610951008645533
kitsap2_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r0c1,4333,486,3142,2,1,0,0,0,1,0.2413793103448276
kitsap2_r0c2,22041,4773,8215,11,9,0,0,0,9,0.18823389870715218
kitsap2_r0c3,24972,1668,13418,16,12,0,0,2,14,0.2789595995709689
kitsap2_r0c4,18532,3336,449,10,10,0,0,0,10,0.27263404629358334
kitsap2_r1c0,0,0,3845,5,0,0,0,0,0,0.0
kitsap2_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r1c3,0,0,9772,8,0,0,0,0,0,0.0
kitsap2_r1c4,477,23,6296,7,1,0,0,0,1,0.08192457737321196
kitsap2_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c1,0,0,3674,4,0,0,0,0,0,0.0
kitsap2_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap2_r2c3,6387,269,20180,20,6,0,0,0,6,0.08756379264034381
kitsap2_r2c4,7065,959,14377,15,4,0,0,0,4,0.1555591156680551
kitsap2_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap2_r3c1,6388,1325,12057,15,6,0,0,0,6,0.15066109951287404
kitsap2_r3c2,2470,678,2059,2,1,0,0,0,1,0.008135593220338983
kitsap2_r3c3,0,0,2357,4,0,0,0,0,0,0.0
kitsap2_r3c4,0,0,0,0,0,0,0,0,0,nan
kitsap2_r4c0,16856,3182,1932,3,3,0,0,0,3,0.1181462140992167
kitsap2_r4c1,5731,1103,1412,7,4,0,0,0,4,0.19807923169267708
kitsap2_r4c2,15387,4515,9289,15,6,1,0,1,6,0.10413937647367043
kitsap2_r4c3,1676,119,430,2,1,0,0,0,1,0.2445019404915912
kitsap2_r4c4,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c1,0,0,0,0,0,0,0,0,0,nan
kitsap3_r0c2,24917,5574,55431,30,12,0,0,2,14,0.07073041552313544
kitsap3_r0c3,32133,6701,71859,38,13,0,0,5,18,0.06473282442748092
kitsap3_r0c4,58163,10272,35955,26,18,1,0,1,18,0.12113577284543091
kitsap3_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r1c1,9901,383,15961,10,4,0,0,1,5,0.17768526228143214
kitsap3_r1c2,23226,2293,69431,37,10,0,0,4,14,0.09537728212968792
kitsap3_r1c3,35401,3324,79470,33,11,0,0,2,13,0.11146145956008054
kitsap3_r1c4,34203,6257,28897,17,10,0,0,0,10,0.1113903373751335
kitsap3_r2c0,0,0,0,0,0,0,0,0,0,nan
kitsap3_r2c1,19484,1238,61168,27,9,0,0,6,15,0.09741463946765572
kitsap3_r2c2,62268,8006,70705,50,29,0,1,3,33,0.1387695926908663
kitsap3_r2c3,16919,3089,35216,16,5,0,0,2,7,0.07628829777894829
kitsap3_r2c4,36274,4170,62474,34,16,0,0,1,17,0.11040996453023179
kitsap3_r3c0,8439,373,18144,10,5,0,1,0,6,0.10474838302571383
kitsap3_r3c1,23363,1389,70598,33,10,0,0,1,11,0.10933608983695907
kitsap3_r3c2,16525,2116,18959,17,7,0,0,0,7,0.1573626867348085
kitsap3_r3c3,30026,2611,56235,33,14,0,0,3,17,0.13035576355127448
kitsap3_r3c4,27108,2359,45171,30,12,0,0,2,14,0.1440567066521265
kitsap3_r4c0,41,0,10190,3,0,0,0,1,1,0.0
kitsap3_r4c1,16416,3392,7994,11,5,0,0,0,5,0.1881893061566383
kitsap3_r4c2,62587,5904,65441,45,25,0,0,2,27,0.19204389574759945
kitsap3_r4c3,25993,1389,50670,38,16,0,0,0,16,0.14712356178089045
kitsap3_r4c4,18269,2349,15728,16,10,0,0,0,10,0.19808970099667775
kitsap4_r0c0,3192,2802,5182,5,3,0,0,4,7,0.01818181818181818
kitsap4_r0c1,9007,3291,18406,17,6,0,0,3,9,0.029443838604143947
kitsap4_r0c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c3,0,0,0,0,0,0,0,0,0,nan
kitsap4_r0c4,0,0,153428,93,0,0,0,0,0,0.0
kitsap4_r1c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r1c3,0,0,42829,23,0,0,0,0,0,0.0
kitsap4_r1c4,0,0,36337,23,0,0,0,0,0,0.0
kitsap4_r2c0,17464,839,18028,3,2,0,1,3,6,0.06962991224723387
kitsap4_r2c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r2c3,0,0,40,1,0,0,0,0,0,0.0
kitsap4_r2c4,0,0,25940,13,0,0,0,0,0,0.0
kitsap4_r3c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c2,0,0,0,0,0,0,0,0,0,nan
kitsap4_r3c3,0,0,362,1,0,0,0,0,0,0.0
kitsap4_r3c4,16780,1347,14433,11,1,0,0,0,1,0.18828911253430924
kitsap4_r4c0,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c1,0,0,0,0,0,0,0,0,0,nan
kitsap4_r4c2,0,0,1883,2,0,0,0,0,0,0.0
kitsap4_r4c3,5266,797,24406,12,4,0,0,10,14,0.021687035705727293
kitsap4_r4c4,27830,7710,50853,27,14,0,0,4,18,0.03413157170382604
kitsap5_r0c0,8273,2770,35988,33,6,1,0,1,6,0.04008064516129032
kitsap5_r0c1,10706,3697,35017,37,11,0,1,3,15,0.06151341402987188
kitsap5_r0c2,11154,1858,68374,10,4,0,0,1,5,0.03518228145825167
kitsap5_r0c3,2351,1371,6778,9,2,0,0,0,2,0.021886559802712702
kitsap5_r0c4,1574,484,874,3,2,0,0,0,2,0.030973451327433628
kitsap5_r1c0,2854,2131,5438,4,2,0,0,0,2,0.011695906432748537
kitsap5_r1c1,8075,4786,18449,21,8,0,0,0,8,0.02428854372980298
kitsap5_r1c2,0,0,106,1,0,0,0,0,0,0.0
kitsap5_r1c3,0,0,0,0,0,0,0,0,0,nan
kitsap5_r1c4,0,0,0,0,0,0,0,0,0,nan
kitsap5_r2c0,3680,2349,4276,6,3,0,0,0,3,0.02159468438538206
kitsap5_r2c1,2818,1650,6000,7,2,0,0,0,2,0.03225806451612903
